ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55,epoch_56,epoch_57,epoch_58,epoch_59,epoch_60
11474,645,645,645,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,427,427,427,427,427,427,427,427,786,310,310
11475,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,791,602,791,791,602,602,602,602,507,507,507,507,507,507,507,507,507,507,507,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,507,507,507,507,507,507,712,712,712,712,712
11476,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384
11477,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,630,630,630,630,630,630,630,630,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603
11478,374,547,547,547,547,547,547,547,547,547,359,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,359,359,359,359,359,359,359,359,359,359,359,356,356,356,356,356,356,356
11479,273,273,273,273,273,273,273,273,273,428,428,770,770,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,477,477,477,477,477,477,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,14,14,14,14,14,14,14,14
11480,506,643,643,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,130,130,130,130,130,130,130,130,130,721,721,721,171,171,482,482,482
11481,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6
11482,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,287,287,287,287,287
11483,13,437,437,437,437,437,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,492,492,492,691,664,664,664,417,417,417,417,492,492,492,492,492,492,492,492,347,347,347,82,82,227,227,227,297,297,744,789,789,82,82,82,82,82,82
11484,717,414,414,414,414,414,414,414,414,414,414,224,224,224,224,224,224,224,224,224,224,224,224,88,88,224,224,224,88,88,88,88,88,88,88,88,88,88,88,88,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224
11485,203,203,203,203,203,203,203,203,203,203,203,203,203,524,524,524,524,524,524,524,524,524,524,524,524,524,524,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,71,71,71,71,71,71,651
11486,173,773,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,569,569,569,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,569,93,93,93,93,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,603
11487,704,704,704,704,704,704,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,611,611,611,611,611,611,389,389,252,252,252,252,252,252,680,680,680,680,680,680,680,680,680,680,680,680,680,139,139,139,139,704,704,704
11488,195,195,666,666,666,666,666,666,666,666,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
11489,403,403,403,403,403,403,403,403,270,270,270,270,270,270,270,270,270,270,428,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,788,788,788,788,788,788,788,788,699,699,699,560,417,417,417,417,417,417,775,73,73,73,73,73,698,698
11490,191,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485
11491,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,34,34,34,34,34,34,34,34,34,192,192,192,25,25,25,480,480,480,480,480,480,480,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264
11492,257,257,257,257,257,257,257,257,257,257,257,257,257,66,66,66,66,66,66,66,66,66,66,177,177,177,177,177,66,66,538,538,538,538,538,538,538,538,538,625,625,625,625,625,625,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470
11493,256,85,684,383,256,187,187,187,187,187,187,187,187,187,187,187,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,721,740,40,40,40,40,40,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396
11494,256,256,256,256,256,256,256,582,582,582,582,582,582,582,582,582,582,582,220,220,220,220,220,220,220,220,220,220,220,220,256,256,256,256,256,256,256,256,158,158,158,158,359,359,229,229,229,229,229,229,35,35,35,35,35,35,35,35,35,35,35
11495,799,788,788,788,788,788,788,788,788,788,788,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,470,470,470,470,470,699,699,699,699,566,566,566,479,479,479,479,479,479,479,610,610,610,610,610,730,730,730,730,730,730,730
11496,423,423,264,264,264,264,264,423,423,423,423,423,423,423,423,511,511,511,511,511,511,455,455,455,455,455,455,455,468,468,468,468,468,468,468,468,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,411,411,411,411,411,411,411,411,411,411
11497,705,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,504,504,504,504,166,166,166,166,166,166,166
11498,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,721,721,721,666,666,666,666,721,721,721,721,721,721,721,721,721,721,443,600,600,600,600,600,600,600,600,600,639,639,639,639,639,639,639,666,119
11499,3,3,36,36,36,36,581,581,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,581,581,327,327,327,327,327,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74
11500,392,514,514,514,514,514,514,514,514,514,514,514,514,392,392,392,392,784,784,784,784,784,784,784,784,784,784,784,784,784,784,809,784,809,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,592,592,592,592,592,236
11501,755,755,755,755,755,755,755,755,755,755,755,755,755,521,521,521,521,521,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,566,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808
11502,212,361,361,253,253,253,253,253,253,253,253,253,167,167,167,167,167,167,167,167,167,275,275,275,275,275,275,275,275,275,275,275,275,275,275,647,647,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212
11503,725,782,782,525,525,525,525,525,525,782,782,782,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760
11504,35,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,800,800,800,800,800,800,800,800,800,551,551,551,776,551,551,551,573,573,573,551,551,696,696,696
11505,775,268,268,268,268,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,385,385,385,385,775,775,775,775,775,775,775,775,385,385,385,590,590,590,661,661,661,661,661,661,661,661,661,661,661,661,810,810,810,810,810,810,500,500,500
11506,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,390,390,390,390,390,390,390,390,390,390,390,390,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792
11507,545,545,545,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,86,86,584,584,584,584,584,584,584,584,584,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471
11508,695,570,794,794,794,794,794,794,794,794,794,794,794,794,794,794,293,293,293,293,293,568,568,568,568,568,568,568,568,568,568,568,568,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,243,243,243,243
11509,88,88,64,64,64,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556
11510,633,633,633,633,633,550,550,550,550,550,550,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405
11511,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,240,240,240,240,287,287,287,287,287,287,104,104,104,104,104,104,104,104,104,104,104,104,104,104,653,653,653,653,653,653,653,653,653,653,624,624,624,624,624,624
11512,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,522,522
11513,683,683,175,175,40,175,40,40,40,40,40,40,40,175,40,175,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,683,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,635,635,635
11514,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,508,508,508,414,414,414,414,414,128,128,128,128,128,128,128,128,128,128,776,776,776,776,776,776,776,803,803,803,803,803,803,803,728,728,728,728,728,728,728,728,728
11515,20,363,363,363,363,496,496,496,496,496,496,496,496,496,496,496,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,159,159,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
11516,108,459,459,459,459,459,459,459,459,459,459,459,459,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,632,632,632,632,651,651,651,651,651,651,651,651,651,23,23,23,23,23
11517,98,98,413,724,724,724,724,724,724,724,724,724,508,508,508,508,508,508,508,508,508,508,508,413,413,413,413,413,369,369,369,369,369,369,661,661,661,661,661,661,661,661,661,661,661,661,661,661,661,661,661,661,142,661,142,661,661,661,661,661,736
11518,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,533,285,285,285,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532
11519,485,485,485,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,36,36,36,36,36,36,36,36,36,36,23,23,23,23,23,23,23,23,23,23,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131
11520,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,646,112,112,112,112,112,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,646
11521,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,320,320,320,320,320,320,320,320,320,320,320,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467
11522,210,724,724,724,724,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,601,602,602,602,602,602,602,602,602,602,602,427,602,427,427,427,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457
11523,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,512,512,512,512,512,624,158,158,158,158,158,158,158,197,197,482,482,482,482,482,482,482,482,482,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,482,482,482
11524,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322
11525,600,600,340,340,340,340,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,779,779,779,779,784,784,784,784,784,36,36,36,36,36,36,36,36,36,36,36
11526,339,339,339,804,804,804,804,804,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,26,26,26,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695
11527,801,801,483,483,483,483,483,483,483,483,483,483,483,483,483,485,485,738,738,738,738,738,738,738,485,485,95,95,95,95,95,95,95,95,95,95,95,95,95,485,485,485,485,485,409,485,409,409,409,409,409,726,726,726,726,726,726,726,726,726,726
11528,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,190,698,698,698,698,698
11529,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,709,109,709,109,109,801,801,801,801,801,801,801,801,801,801,801
11530,390,613,410,768,768,768,768,768,768,768,768,768,768,768,390,390,390,390,390,752,752,752,752,752,752,752,752,752,752,437,437,437,437,437,437,437,522,522,522,522,522,522,522,522,522,522,522,522,675,675,749,749,749,749,749,749,749,749,749,749,749
11531,802,802,802,802,802,802,601,601,601,601,601,601,601,601,601,601,601,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,350,350,350,350,350,350,350,350,350,350,350,778,778,778,778,778,778,778,778,778,778,778,100,100,100,100
11532,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,747,712,712,709,709,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266
11533,347,347,54,30,30,30,30,30,30,30,418,418,418,418,507,507,507,507,507,507,507,507,507,507,507,734,734,734,734,734,734,734,734,734,734,691,668,668,668,668,668,668,691,691,691,691,691,691,691,598,598,598,598,598,598,598,598,598,598,598,598
11534,557,493,493,493,493,493,493,493,493,493,493,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557
11535,424,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,664,664,664,664,664,664,664,664,664,664,608,608,608,608,608,608,608,130,608,608,608,608,608,608,608,608,135,135,135,135,135,135,110,110,110,110,414,414,414,414,414,414
11536,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257
11537,532,141,434,434,434,434,434,434,434,434,471,471,471,471,471,655,655,655,655,655,655,655,655,655,655,655,655,722,722,722,722,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416
11538,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,266,266,266,266,266,266,266,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,724,724,724,724,724,696,696,696,696,696,696,696,696,696,696
11539,773,390,390,390,390,390,390,390,390,390,390,487,487,487,487,487,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,570,570,570
11540,339,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,234,234,615,615,615,615,615,615,615,615,5,5,5,5,5,5,5,5,5,5,5,5,250,250,250,250
11541,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571
11542,290,290,72,72,72,72,72,72,72,72,72,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,26,26,26,26,26,26,26,26,26,26,26,140,140,140,140,10,10,10,334,334,334,334,334,334,26,339,339,339,339,339,339,339
11543,340,187,187,187,187,187,187,187,187,187,187,187,187,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,451,451,321,321,321,321,321,321,321,321,321,321,321,321,321
11544,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,157,157,157,157,157,157,157,157,157,157,715,752,565,565,565,565,565,565,565,565,565,565,565,565,418,41,41,41,41,41,41,41,41,41,41
11545,467,527,527,467,467,467,106,106,106,106,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,484,484,484,484,484,484,484,484,484,484,484,485,485,485,485,485,485,485,485,485,485,586,586,586,586,586,586,586,586,586,586
11546,169,169,303,124,124,124,124,124,124,124,124,303,124,124,303,303,124,303,303,303,303,303,303,303,303,303,303,303,303,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
11547,348,348,687,687,687,687,687,687,687,687,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,436,436,436,38,38,38,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687
11548,585,585,585,585,585,585,585,179,585,179,179,179,179,179,179,179,179,179,179,75,75,75,75,75,75,75,75,75,679,679,679,679,312,312,312,312,679,679,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,679,679
11549,411,638,638,638,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638
11550,11,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11551,612,487,487,487,487,487,487,487,487,487,487,487,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,382,382,382,382,382,382,382,382,382,382,382,382,382,293,293,293,293,293,293,293,293,293,293,293
11552,577,577,577,577,577,577,577,577,577,577,577,577,577,577,577,577,577,577,10,10,10,10,10,10,348,348,348,348,348,348,348,790,790,790,790,790,790,790,790,790,790,790,790,790,790,787,787,787,787,787,787,787,787,790,790,790,790,348,348,348,348
11553,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
11554,136,136,136,136,136,136,136,136,610,610,610,610,610,610,610,610,610,610,610,639,639,639,639,639,639,639,639,639,639,422,639,639,639,639,422,422,639,422,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,422,422,422,422
11555,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,592,592,592,592,592,592,592,592,592,592,592,592,592,592,71,71,71,71,71,71,71,71,71,71,71,578,578,578,578,578,578,578
11556,675,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,171,171,171,346,346,346,346,346,346,346,346,346,346,40,40,40,40,40,40,40,40,40,40,40,40,40,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366
11557,301,301,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,194,194,194,194,194,728,728,728,317,317,317,317,301,301,301,301,301,301,301,301,301,301,301,301,301,301,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,301,301,301
11558,488,488,709,709,709,709,709,709,488,488,488,488,488,488,488,488,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,801,801,801,801,801,801,801,801,801,801,801,801,340,340,340,340,340,340,340,340,340
11559,489,479,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480
11560,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472
11561,663,663,663,663,663,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,651,651,651,651,651,651,651,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513
11562,472,472,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
11563,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,697,697,697,697,697,697,466,466,466,466,466,466,466,185,185,185,185,185,185,185,452,452
11564,432,17,17,17,17,17,85,85,85,85,85,85,85,85,85,85,85,85,380,380,380,432,432,432,432,432,169,169,169,169,169,539,539,539,539,539,292,292,292,292,292,31,31,70,70,369,369,369,369,369,267,267,267,267,267,267,267,267,267,267,267
11565,627,244,244,244,244,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,123,123,123,123,123,66,66,66,66,66,66,66,66,383,383,383,383,383,383
11566,511,511,511,511,511,511,511,628,628,628,628,628,577,628,755,755,755,755,755,755,755,724,724,724,724,131,131,131,131,313,313,313,313,689,689,689,621,621,621,621,621,621,621,621,621,621,621,621,621,310,310,310,310,310,310,310,310,255,255,255,255
11567,653,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,121,121,121,715,715,715,715,715,715,769,769,769,769,769,769,769,287,287,287,287,749,749,749,749,749,749,749,749,121,121,121,121,121,0,0,0,0,0,0,0,0,0,0,0
11568,633,633,633,633,633,526,526,526,526,526,526,526,526,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777
11569,174,440,440,440,440,440,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,19,19,19,19,19,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,419,419,419
11570,43,645,645,645,645,645,645,645,645,645,645,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
11571,263,601,601,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714
11572,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
11573,510,510,510,510,510,510,510,510,510,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,20,20,20,20,20,20,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,423,423,423
11574,409,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,409,409,409,409,409,409,409,187,187,187,187,187,705,705,705,705,705,705,705,705,705,807,807,807,807,807,807,600,600,600,600,600,600,600,600
11575,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446
11576,183,183,183,183,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,32,32,32,32,66,66,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,158,158,158,158,158,158,158,158,158,158
11577,413,413,635,635,635,635,635,635,635,464,635,464,464,464,464,464,464,464,464,464,464,464,464,464,464,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413
11578,573,573,573,740,740,740,740,740,740,740,740,740,740,740,740,740,740,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,730,730
11579,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,247,247,247,247,247,247,247,247,247,247,247,249,249,249,249,249
11580,511,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,601,601,601,601,601,326,326,326,326,326,326,326,511,511,511,511,511,511,372,372,372,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,326,326,326,326,326,499
11581,486,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,626,626,626,626,626,626,626,626,626,626,626,626,626,626,106,106,106,106,106,106,106,106,106,106,106,106,106,106
11582,180,650,650,650,650,650,650,650,650,650,650,650,650,650,650,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,568,568,568,568,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537
