ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33
11461,59,415,461,763,638,668,841,667,671,667,487,870,791,791,791,791,671,791,791,791,791,791,791,791,462,791,791,791,791,791,791,791,791,791
11462,59,354,649,445,763,862,536,536,536,536,536,536,536,629,691,691,454,629,454,454,745,745,745,629,629,629,745,629,629,629,629,629,629,743
11463,59,529,706,694,466,697,456,518,518,518,539,539,518,491,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518
11464,59,49,774,629,538,738,464,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738
11465,99,319,529,855,792,657,763,657,657,657,657,733,657,733,533,533,533,533,533,533,533,533,455,453,721,455,455,512,512,512,455,512,512,560
11466,59,633,749,824,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559
11467,59,138,484,517,740,806,603,806,624,547,624,547,534,645,682,819,863,645,806,863,460,774,490,624,460,863,482,863,518,601,460,770,601,863
11468,59,293,722,791,478,703,465,721,731,718,512,721,703,718,626,718,579,718,859,816,859,676,721,721,626,859,859,676,859,859,859,676,704,676
11469,99,12,195,102,15,411,648,451,411,68,411,802,411,471,471,471,471,105,471,471,471,844,452,844,471,105,844,471,452,529,527,844,711,844
11470,727,129,815,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517
11471,59,463,863,760,614,513,838,513,513,513,513,513,838,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,613
11472,162,344,771,847,562,733,733,457,766,854,380,605,805,521,605,605,605,605,605,605,605,605,605,605,605,605,605,605,605,774,457,605,605,605
11473,59,202,701,561,683,683,683,875,810,683,741,875,875,875,875,683,614,683,683,683,513,683,683,683,683,683,683,683,683,683,683,683,683,683
11474,59,449,396,477,718,444,611,656,656,656,656,722,678,573,678,678,678,678,678,678,678,678,449,449,449,449,678,678,449,449,678,449,678,449
11475,59,357,281,504,272,713,598,677,668,677,333,580,333,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810
11476,162,293,671,605,458,794,794,794,788,458,616,822,616,529,458,699,458,458,458,458,458,458,562,458,458,458,471,458,458,458,458,458,458,458
11477,162,386,605,828,794,735,530,702,635,479,703,592,543,562,495,592,454,605,770,770,770,472,454,454,770,657,770,454,770,461,454,770,869,454
11478,695,39,743,576,741,556,590,608,513,544,451,544,719,513,513,451,484,544,729,484,484,484,484,544,484,484,484,484,484,484,484,484,484,484
11479,59,841,611,760,539,860,533,533,533,533,508,544,533,533,533,533,533,533,533,533,533,533,533,533,533,44,533,533,533,533,44,139,533,533
11480,59,482,874,784,693,763,667,461,445,445,445,445,550,445,445,445,445,445,579,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445
11481,827,815,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838
11482,171,614,557,868,641,647,839,647,830,447,647,647,774,603,782,839,647,647,647,603,647,647,443,647,443,647,443,619,647,647,647,647,647,647
11483,663,553,553,650,533,105,723,588,588,588,588,684,553,856,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553
11484,59,327,592,472,841,579,754,803,803,803,780,803,803,780,803,780,780,780,780,780,780,780,478,451,780,780,780,780,780,780,780,780,780,780
11485,59,765,535,383,55,431,694,694,694,822,681,627,540,627,709,744,627,627,767,625,625,836,797,824,511,709,863,800,174,767,174,174,511,511
11486,704,847,159,825,635,856,872,584,872,872,713,494,485,873,713,713,713,485,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713
11487,59,784,638,496,482,770,628,487,487,487,562,526,566,562,855,566,596,526,526,780,526,566,462,566,526,566,628,566,766,628,566,851,628,851
11488,59,262,293,611,691,678,461,461,461,445,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
11489,59,225,36,394,810,800,869,707,720,486,660,660,869,516,869,869,869,869,486,530,473,522,486,784,530,543,522,522,476,835,522,476,530,841
11490,59,17,856,771,738,595,840,595,595,595,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695
11491,326,158,280,548,771,441,446,278,771,489,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446
11492,311,777,551,798,587,505,587,690,695,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690
11493,296,31,588,320,498,712,669,753,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,740,716
11494,583,504,731,555,608,692,608,608,608,692,692,692,692,777,692,692,777,777,777,692,777,777,777,777,777,777,777,777,777,777,777,777,586,777
11495,634,774,830,357,441,655,567,567,567,874,567,724,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567
11496,26,593,148,633,753,672,761,761,443,677,571,761,571,571,571,571,571,871,571,571,571,571,571,571,571,571,571,571,703,571,571,571,571,571
11497,59,165,514,638,854,816,816,816,799,816,816,816,816,816,816,816,816,816,816,816,816,816,816,816,816,816,816,816,816,816,816,816,816,816
11498,59,639,808,610,598,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817
11499,59,39,610,501,603,542,517,517,615,615,806,615,615,615,615,615,462,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615
11500,59,722,855,735,866,660,582,740,802,582,802,802,802,830,830,830,802,802,802,519,802,802,802,802,830,802,802,802,802,802,802,802,830,802
11501,257,136,208,561,588,601,511,736,653,588,672,863,553,553,553,553,520,520,520,520,520,520,653,520,520,753,520,520,520,520,520,520,520,520
11502,59,105,358,290,865,792,681,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,578,833,778,567,496,730,865,730
11503,59,485,509,444,451,871,671,735,871,509,730,833,702,735,722,735,796,763,872,722,844,844,527,722,496,763,796,496,451,844,496,796,844,844
11504,59,51,472,503,465,439,689,439,439,439,439,439,702,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439
11505,208,258,86,379,425,559,425,597,425,640,640,425,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
11506,59,214,679,697,565,769,697,709,870,689,476,788,769,769,870,540,769,540,769,769,769,769,769,540,769,872,769,769,769,872,769,769,769,480
11507,59,657,615,803,491,447,753,753,866,866,866,866,781,781,866,781,866,866,837,781,781,781,781,781,781,781,781,781,781,781,744,781,781,781
11508,59,123,762,699,737,632,632,635,458,835,763,458,763,835,737,849,849,849,479,849,849,479,849,849,849,849,849,849,849,849,849,849,849,849
11509,59,565,678,722,597,632,635,833,833,458,458,458,458,458,802,862,833,833,649,649,453,579,479,635,862,589,845,635,845,845,845,629,635,465
11510,59,778,522,847,595,693,525,456,625,863,706,456,594,835,650,706,458,564,588,650,540,849,841,849,849,849,849,526,849,849,849,849,650,849
11511,59,797,437,474,656,474,474,474,474,474,474,474,474,523,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474
11512,59,277,246,799,444,802,607,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562
11513,99,729,663,669,600,552,511,647,647,561,574,866,753,612,612,612,866,612,781,781,612,612,781,781,781,781,828,781,683,781,683,781,781,866
11514,59,383,20,284,564,92,855,540,733,186,664,541,770,666,703,703,666,825,666,666,837,666,691,825,666,825,666,825,754,788,691,664,666,664
11515,315,252,28,782,804,795,782,782,455,653,455,455,455,687,455,455,537,735,537,587,748,537,730,748,791,735,748,748,630,791,791,537,533,630
11516,206,206,150,533,523,624,620,483,588,483,174,624,624,442,824,729,63,648,442,484,729,63,729,624,729,729,484,484,729,729,484,63,484,87
11517,59,522,814,697,572,473,825,828,828,569,810,834,870,769,828,703,473,473,810,671,473,788,473,473,473,473,473,473,473,473,473,473,473,473
11518,46,305,269,645,665,578,474,578,578,441,810,697,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441
11519,64,338,503,615,706,779,458,796,800,800,712,712,808,800,808,503,808,800,800,808,808,808,808,808,800,808,453,808,808,796,800,808,808,808
11520,59,207,714,857,633,845,845,845,759,706,613,777,581,777,777,777,777,777,641,641,581,777,581,641,777,641,777,777,127,641,692,582,754,838
11521,99,59,91,849,600,489,447,691,743,603,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743
11522,59,677,657,703,870,753,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474
11523,358,517,618,731,717,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741
11524,59,633,287,751,617,617,617,617,603,603,639,806,710,806,603,806,692,866,639,740,603,619,604,866,806,806,866,866,707,806,603,781,608,603
11525,702,512,870,467,843,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723
11526,59,225,746,530,735,828,735,715,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735
11527,59,508,320,741,652,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534
11528,99,114,764,586,764,522,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764
11529,59,279,863,598,501,637,819,819,819,727,501,494,534,534,559,559,614,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559
11530,59,672,425,602,522,480,764,764,704,613,704,704,704,704,704,704,731,613,518,704,704,613,613,613,704,704,613,704,764,613,613,613,613,704
11531,59,825,682,531,875,672,610,557,496,855,482,756,875,489,875,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489
11532,798,33,624,732,843,507,714,456,849,731,578,625,642,453,824,674,540,706,760,763,597,706,706,842,763,842,526,633,817,633,838,510,838,633
11533,12,31,480,646,613,862,848,536,862,653,744,646,608,763,646,714,801,714,613,714,763,714,714,714,666,714,666,832,666,666,832,832,832,832
11534,59,411,376,668,847,463,628,403,628,628,628,755,755,755,755,755,403,403,755,628,628,628,628,628,582,582,628,628,582,582,628,628,582,546
11535,59,83,870,755,679,677,496,546,546,546,496,720,668,668,720,668,679,668,668,720,668,668,668,668,668,677,668,668,668,668,668,668,668,487
11536,223,33,761,665,665,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455
11537,59,51,573,671,650,783,844,784,784,609,784,784,478,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784
11538,59,690,587,506,842,289,579,370,811,811,370,837,837,837,811,811,837,811,811,576,811,811,811,811,811,370,576,811,811,811,811,811,811,811
11539,435,73,294,804,776,595,595,776,776,775,782,776,776,463,776,782,463,679,648,648,828,779,828,648,744,781,603,751,744,744,779,690,744,690
11540,59,50,264,72,387,793,793,422,172,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793
11541,59,107,366,319,11,408,726,726,726,588,704,752,575,575,575,105,575,704,203,575,575,379,379,427,59,666,842,228,666,427,427,666,570,570
11542,59,24,131,850,615,447,660,754,524,849,660,463,754,710,835,754,770,754,754,754,754,754,754,754,754,731,844,613,563,754,740,866,754,754
11543,349,137,684,804,620,620,28,547,869,724,858,858,858,858,858,858,706,450,536,536,536,536,536,696,774,536,858,858,804,536,536,450,536,804
11544,307,405,446,440,633,620,633,620,620,620,771,714,620,706,832,832,832,832,818,832,741,832,816,832,832,832,832,832,832,832,832,832,832,832
11545,59,260,614,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518
11546,467,776,225,406,648,782,653,653,690,782,782,782,782,659,782,659,690,782,460,460,782,782,782,782,659,522,463,782,640,493,640,640,613,798
11547,59,218,234,135,855,567,762,490,822,845,703,703,628,592,666,670,526,832,832,832,832,832,832,628,832,832,832,832,845,832,832,832,832,832
11548,8,577,480,673,715,690,543,584,488,584,584,584,584,584,488,543,488,488,488,488,488,488,543,761,488,488,488,488,488,488,488,488,488,488
11549,59,262,720,522,760,710,710,710,682,451,451,451,478,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451
11550,599,741,516,462,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586
11551,59,735,791,230,379,379,829,829,493,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696
11552,361,19,652,480,751,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723,723
11553,59,690,532,598,735,690,690,690,690,690,101,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690
11554,144,258,588,837,710,567,825,825,849,758,547,839,839,839,839,641,839,839,839,641,641,781,641,641,736,641,839,606,641,641,641,782,451,641
11555,59,427,818,684,396,627,753,621,767,849,621,767,767,767,767,767,767,790,767,767,767,767,706,496,790,802,801,496,706,790,802,706,790,849
11556,59,794,697,493,868,868,615,615,615,615,615,844,615,615,615,615,615,615,615,615,624,615,787,615,615,508,508,615,508,615,508,508,508,508
11557,59,107,370,8,516,614,760,791,791,791,791,791,730,838,730,730,730,730,730,730,815,730,730,730,730,730,730,730,730,730,578,730,446,730
11558,59,415,478,479,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833
11559,59,78,101,105,854,660,762,854,709,762,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,859,495,495,832
11560,251,443,494,646,686,619,710,765,552,848,782,552,782,782,782,782,782,641,782,782,777,641,690,781,781,781,781,781,773,782,511,672,511,511
11561,59,684,599,509,796,540,540,702,702,702,689,702,689,702,457,718,718,500,540,718,718,718,515,718,718,718,718,718,577,833,513,833,624,819
11562,59,205,737,707,500,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541
11563,59,334,470,541,709,629,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794
11564,59,254,486,522,806,439,828,830,447,830,447,797,797,797,569,797,797,536,797,782,797,797,797,797,797,797,797,447,797,603,797,797,797,797
11565,59,103,725,673,673,543,543,690,782,782,690,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543
11566,59,494,767,838,518,684,817,863,608,863,456,601,604,604,604,604,604,604,604,456,456,591,456,456,456,591,456,456,456,456,456,717,456,456
11567,59,290,839,557,577,874,541,477,577,493,493,577,577,493,577,493,461,577,461,577,577,577,577,577,577,461,577,577,577,577,461,577,577,577
11568,59,154,854,858,737,678,737,768,623,623,768,768,768,768,768,768,623,471,768,623,623,768,461,515,623,623,623,623,474,529,623,623,623,474
11569,59,518,552,561,583,695,695,695,827,706,827,695,695,695,695,695,871,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695
11570,59,685,460,583,468,568,672,683,683,687,683,728,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687
11571,425,633,3,486,731,633,633,633,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583
11572,59,722,753,638,460,760,614,614,539,484,539,484,484,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539
11573,308,580,281,617,818,683,757,692,567,551,757,822,468,561,622,561,561,568,568,568,714,567,804,567,804,567,703,474,582,582,751,804,804,714
11574,59,369,780,709,780,689,828,770,689,689,780,689,487,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689
11575,59,459,363,215,523,422,422,677,523,531,523,672,869,523,580,869,523,636,523,523,523,869,634,523,523,523,523,523,523,568,523,523,523,523
11576,59,9,660,754,648,831,721,545,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509
11577,59,386,286,762,745,656,512,525,737,737,625,737,799,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,774,832,832,832,832
11578,59,744,567,588,672,498,498,622,564,564,498,498,498,564,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498
11579,542,349,655,532,561,803,803,874,611,761,571,874,571,561,571,571,875,571,551,457,571,571,571,571,571,571,571,571,571,571,571,571,571,571
11580,59,679,703,476,655,608,439,439,642,642,642,642,706,714,706,816,603,563,816,569,816,816,838,569,816,816,466,552,466,816,603,818,603,714
11581,613,725,382,646,827,653,653,798,798,653,646,646,646,641,706,613,729,613,16,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613
11582,59,496,615,789,506,789,789,789,789,831,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789
11583,160,129,514,830,683,458,728,627,817,530,706,518,591,591,518,553,520,858,520,714,127,288,826,553,544,553,584,553,467,553,818,529,529,544
11584,99,92,534,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501
11585,323,619,857,535,686,597,618,618,494,494,618,659,618,618,618,771,618,618,618,618,618,618,618,618,618,618,618,618,544,618,618,618,618,618
11586,59,212,789,671,859,465,465,651,509,465,465,651,465,465,465,465,465,465,651,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465
11587,59,334,392,704,608,447,447,802,451,802,802,451,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802
11588,59,482,467,567,622,641,463,524,524,524,524,524,524,728,669,687,543,669,598,598,598,598,598,447,571,447,687,674,674,669,598,674,669,447
11589,59,654,788,512,589,478,478,478,478,478,478,478,478,478,478,478,465,476,476,754,760,760,476,476,702,476,482,702,522,702,702,565,702,760
11590,59,77,692,567,811,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672
11591,162,624,756,669,824,694,511,511,603,736,552,552,552,552,603,552,552,603,627,603,603,603,735,603,603,683,603,603,603,603,603,603,603,603
11592,402,588,672,603,564,506,771,506,493,811,515,493,515,557,672,672,515,672,773,515,781,773,515,672,515,672,515,468,564,515,515,515,515,515
11593,640,237,467,467,523,519,113,828,467,459,467,519,467,467,467,467,440,467,440,440,655,655,467,467,440,467,459,440,467,467,501,113,467,501
11594,59,799,733,511,444,753,839,463,730,496,496,463,865,865,865,865,486,865,865,668,865,865,865,865,865,865,865,865,865,865,865,865,815,865
11595,59,522,761,524,443,571,645,771,443,771,443,552,647,703,798,639,443,647,443,803,443,443,647,687,647,791,647,830,647,443,756,443,647,647
11596,59,673,161,832,770,691,691,822,452,452,452,452,452,791,732,836,732,732,732,732,732,732,732,732,732,785,732,732,732,732,732,732,732,732
11597,619,170,136,613,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508
11598,162,399,628,794,512,702,718,454,454,454,454,454,454,454,454,454,656,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454
11599,202,447,350,455,600,603,617,564,564,564,564,617,749,749,749,619,619,749,619,749,619,619,619,749,749,619,506,749,619,619,619,619,729,729
11600,401,724,808,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771
11601,59,254,784,470,629,629,796,656,718,796,796,656,656,796,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656
11602,99,344,245,689,605,503,718,831,718,831,831,831,831,787,718,718,718,833,718,718,831,718,718,718,718,718,718,718,718,718,718,841,718,718
11603,741,467,771,532,659,729,729,601,601,717,863,601,601,863,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601
11604,59,85,527,637,834,524,684,588,556,556,556,684,556,556,556,494,713,684,684,684,556,556,556,556,556,720,556,720,556,229,556,556,556,720
11605,810,644,873,179,505,505,523,761,761,505,505,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523
11606,59,287,819,292,292,292,292,292,292,292,292,292,139,409,409,409,409,356,356,409,820,820,820,820,820,820,820,820,820,409,409,820,820,778
11607,713,137,318,387,553,584,494,494,494,494,873,873,494,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713
11608,59,739,777,543,717,590,582,842,866,842,842,440,570,842,683,842,570,842,842,842,842,842,842,842,842,842,842,570,842,842,842,842,842,842
11609,59,64,651,770,667,780,780,780,803,803,780,691,691,803,803,803,691,803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,691,803
11610,59,334,661,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678
11611,59,416,6,386,203,708,637,668,668,575,396,769,769,734,734,734,734,734,734,734,596,734,734,734,734,734,734,734,734,734,734,734,734,734
11612,59,235,729,594,703,667,656,449,462,475,848,449,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475
11613,59,708,791,62,438,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585
11614,59,386,769,768,485,711,831,831,831,831,831,831,831,831,831,831,831,831,831,831,831,831,831,831,831,831,831,831,831,831,831,831,831,831
11615,59,699,610,652,770,647,536,511,622,536,694,736,851,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694
11616,59,660,292,769,839,566,494,800,733,800,654,800,654,689,512,800,540,769,709,705,540,705,540,540,800,800,800,540,540,800,800,800,800,800
11617,59,35,660,610,484,727,727,650,759,817,569,658,658,569,569,569,569,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741
11618,59,383,828,605,828,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458
11619,59,125,595,522,709,714,756,756,614,806,444,444,569,465,608,648,608,648,648,465,866,842,841,841,842,648,841,608,608,842,841,608,579,456
11620,59,277,780,495,667,803,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780
11621,59,355,838,542,456,779,484,518,714,518,723,439,518,695,608,827,518,723,518,518,518,518,518,518,518,838,518,518,518,518,518,518,518,518
11622,59,647,210,849,827,791,709,709,562,709,656,709,562,656,709,656,562,493,562,562,562,493,562,562,515,666,870,676,493,493,562,562,493,493
11623,664,590,823,765,590,765,597,819,621,819,819,621,621,621,621,615,621,621,621,621,621,621,621,621,621,621,621,621,621,621,684,621,621,621
11624,59,120,657,536,527,398,398,657,536,337,493,566,791,654,657,711,711,711,743,825,664,743,272,272,711,848,743,711,272,848,848,743,848,198
11625,59,529,837,514,522,614,800,800,800,800,800,624,466,516,544,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,544,466,466
11626,862,838,613,489,848,695,584,749,584,696,479,759,714,584,858,858,763,625,858,479,625,625,479,479,584,584,479,584,584,479,653,653,653,653
11627,59,319,707,493,573,573,457,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573
11628,59,308,831,743,737,457,737,799,737,737,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799
11629,99,413,569,765,748,588,604,604,819,819,624,819,624,624,819,624,533,819,819,819,624,819,819,819,819,819,819,819,819,819,819,819,857,819
11630,59,617,467,723,716,447,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685
11631,59,308,457,541,454,794,495,670,656,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458
11632,59,692,636,693,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613
11633,59,252,22,588,539,613,638,539,543,869,494,720,408,727,494,494,559,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494
11634,59,271,364,792,80,80,828,786,80,80,786,786,80,80,80,520,80,80,80,520,489,80,80,593,578,80,771,455,625,763,771,643,693,771
11635,59,345,802,627,439,702,820,820,785,722,820,820,820,820,820,820,820,820,820,820,820,820,820,820,820,820,820,820,820,820,820,820,820,820
11636,99,516,519,602,618,741,659,659,659,618,618,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759
11637,59,277,294,475,506,495,529,515,828,557,691,515,828,515,515,515,515,557,540,495,851,557,515,515,515,515,474,515,474,515,515,515,789,515
11638,162,197,375,694,479,530,509,844,844,844,844,844,844,737,844,490,541,862,844,844,844,844,806,862,844,844,602,844,844,844,844,844,710,501
11639,430,220,382,532,665,443,443,523,232,514,514,514,514,825,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514
11640,59,109,341,296,294,43,677,672,672,85,523,523,668,523,677,668,523,668,523,523,668,668,523,523,668,459,713,523,666,523,523,438,523,346
11641,59,227,490,632,799,854,657,457,649,649,743,743,649,605,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649
11642,764,47,379,244,230,59,484,852,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696,696
11643,59,21,835,604,755,840,841,755,639,463,639,639,556,556,639,639,639,639,639,639,639,801,639,639,639,639,801,639,639,639,639,639,870,439
11644,264,103,449,724,620,850,850,842,588,774,588,588,588,588,588,588,588,588,456,684,456,456,684,684,588,588,588,588,456,456,588,588,618,484
11645,59,400,817,650,519,869,519,815,571,815,815,555,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815
11646,59,208,856,532,687,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532
11647,59,415,643,694,465,745,540,745,791,439,515,439,702,592,592,702,702,702,557,702,702,557,702,702,702,702,702,702,702,702,702,702,702,702
11648,59,208,255,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734
11649,59,659,582,759,826,875,467,875,208,440,467,666,666,666,666,727,842,453,642,727,800,130,460,666,453,460,453,453,748,453,842,760,453,480
11650,59,722,511,624,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618,618
11651,59,451,844,520,660,837,742,511,511,511,837,832,801,736,542,622,542,451,542,451,451,542,832,451,451,451,451,451,451,451,451,451,451,451
11652,867,665,441,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873
11653,59,223,618,817,810,570,570,563,610,610,563,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610
11654,59,431,658,614,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875
