ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31
13417,3472,5942,5671,5283,4667,5982,4389,5022,3651,4128,3651,5764,664,6102,5575,6102,6786,4826,4984,4826,6786,4826,4535,5319,4826,6482,4826,4826,5595,3726,4535,4703
13418,173,3986,3701,3701,3701,6544,6544,6544,5832,6604,6544,4416,6428,6544,5264,4416,6544,5218,6544,5218,3679,4553,6252,4008,4008,4082,4553,4553,4008,4008,4127,6544
13419,5709,6429,4830,4830,5901,6300,7021,6508,3908,4830,4830,4830,2898,4051,6300,4830,5818,1012,3851,6300,6300,7021,5818,2395,6540,6786,6300,6786,6849,5818,6786,6849
13420,4424,6610,4293,3981,4313,1209,1675,2622,2622,2622,5964,6031,2622,2622,2622,5691,5691,2622,6205,5691,6121,2622,2622,6205,6205,4137,6063,460,4262,4262,4262,5587
13421,7031,5942,5093,6063,6063,5964,7015,3776,5504,5964,6989,6989,5186,5186,6989,5186,4707,5964,5186,5186,4439,5964,5186,5186,5964,5186,5186,5186,5186,5186,5964,5186
13422,173,3986,6286,3772,3772,4667,5997,5283,6101,3898,3898,6509,6509,5580,3898,6895,6895,5495,6413,5585,5495,5495,6413,5775,5495,5775,4009,5775,5775,4958,3933,1581
13423,7031,6429,4342,3633,5973,5477,5973,5797,5797,5797,5797,6339,5797,3700,3700,3700,3700,6946,6799,3689,3819,3700,6799,3700,6799,3700,6799,6799,6799,6799,6799,6799
13424,173,2524,4268,3940,6627,6655,2988,3644,5211,1494,6389,6389,5211,6389,5211,6389,5211,5211,6389,5211,6389,1003,6389,5211,6389,4044,5827,6389,6389,1084,6389,5827
13425,3472,5942,4672,4875,6833,4875,4560,4346,4346,4890,6833,4007,4346,6160,4629,4155,6433,4852,4155,5106,6433,6712,4890,5060,4363,4890,6118,4346,4890,3872,5060,4469
13426,7031,6429,5400,6662,5400,5297,6154,4285,4949,6395,4854,6395,5190,6193,6193,6542,6542,5744,5379,2621,2621,6193,4424,402,6395,5686,4112,6193,402,1804,402,6542
13427,173,4896,4530,6668,6160,6036,4611,4134,5642,4611,6144,6050,3530,4557,6082,6082,4557,4557,4557,4557,4557,7045,4557,5518,4557,3755,3704,3704,3704,5092,5518,3755
13428,3472,472,603,3940,1795,2960,986,1857,1745,6601,4061,6062,5653,5035,5596,5653,5653,5035,5758,5035,5035,5035,5035,5035,5035,5035,5035,1745,6306,1745,6588,4907
13429,173,4896,6256,4899,6899,6691,7015,6691,6205,4552,7015,4552,6205,6912,6205,6205,3779,3701,4902,3779,6314,4902,4902,4992,6205,6205,4902,3694,4755,6921,3779,3779
13430,3472,5942,3617,3940,4296,4296,6520,6520,6256,6256,4296,6256,4296,4296,2399,4296,4747,4296,4296,6244,6244,5776,6233,6244,4626,4098,5449,6244,6244,6244,4296,860
13431,173,6043,6909,696,3848,3906,3768,2217,2217,3768,6373,5630,5630,6837,775,5630,4114,775,775,4129,4116,4114,775,4129,6837,6837,4758,5810,5914,4628,4129,4129
13432,7031,5637,6611,4491,6534,6097,6097,4702,6097,1108,5691,6989,2032,4965,3746,3746,4120,4491,4491,4120,4120,6956,4491,4120,4120,4965,4491,4965,4491,4491,4491,4314
13433,173,3986,3772,3772,7046,5837,7046,7046,4365,3580,3580,3580,3952,3580,5208,749,5344,6354,5208,3580,3580,6354,3580,6354,5208,6354,4726,6354,4873,4726,5823,4873
13434,173,6043,3772,3772,3772,4125,7046,5418,5332,5539,6341,6286,824,5291,6341,6341,5588,4200,6341,3580,4200,4200,4297,4200,3707,3707,3707,4200,4200,3707,4200,4200
13435,3472,7046,3565,4961,4961,5573,4305,4961,4305,4305,4305,5643,4736,5573,5643,5643,5643,5573,267,5573,5573,5789,5377,6039,4961,3073,5377,5573,5734,5573,5377,5377
13436,173,6043,3822,4297,3655,6848,4568,4568,4568,6886,4491,4568,4568,4568,5837,4491,5837,4568,4491,4491,4571,4568,4491,4491,4770,4724,4724,5530,4724,5530,4724,6169
13437,3472,5942,3783,4175,6679,5260,6201,5260,6201,4967,6201,6201,1613,4049,5745,7000,6201,6201,6201,7000,6455,6201,6201,6455,6201,6455,4049,6201,5300,3158,6201,2336
13438,173,3986,3986,4568,6985,6436,4043,4246,6659,4216,6833,5988,6833,6833,4246,6972,5357,6833,3716,5986,4346,5357,6833,4355,4346,6561,4346,4346,5357,5357,6833,5385
13439,173,4896,4530,5803,5803,5803,5079,5079,5803,5079,5803,5079,5079,5079,5079,5079,5079,5803,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079,5079
13440,173,3986,4530,4820,5548,6935,5548,5548,5548,5130,5548,5548,5548,7008,5548,5548,5548,5548,5548,5548,5350,5548,5548,5548,5548,5548,5548,5548,5548,5548,5548,5548
13441,3472,4896,6611,4491,4297,6611,4859,6009,6653,5483,4694,5483,5845,5483,5845,3656,5483,5845,4528,4003,4528,4003,4083,4528,4528,4528,3656,3972,6324,4003,4488,4528
13442,173,5942,4672,5171,4705,4705,4496,5171,5171,6238,5171,4421,6570,6570,6570,4421,4421,4421,3813,4421,4406,4421,4406,4421,4421,6915,4421,4406,6522,4406,2880,4421
13443,7031,6429,3850,5774,6926,6539,4307,4293,6635,3995,4460,4559,6977,6977,5959,6977,5333,6635,4307,6977,6977,6635,5333,5959,6635,5433,4909,460,5440,5433,460,5433
13444,173,6043,4150,4653,3650,4653,4137,3931,4378,6114,3650,5834,5834,5834,601,5266,6241,5914,6241,5085,5085,5085,4194,5085,5085,5085,4194,4194,5772,4194,6241,4194
13445,3472,5942,5671,6538,4439,4699,7017,5876,4491,4496,5454,3678,5684,5450,7006,5738,6291,4526,4183,5686,5686,6838,5450,5686,6838,5686,4194,2310,6838,2310,6838,5686
13446,3472,6429,3881,5307,5379,6933,5729,4276,4276,6460,6142,6564,3644,3664,6051,4039,4322,5121,6142,6142,6564,6564,6564,6564,5584,6564,5584,6564,4948,5584,3590,6738
13447,7031,6429,4830,6751,5901,6300,4361,6508,6215,5718,4583,6508,6510,4583,6300,3945,6388,5189,5771,5189,3945,5189,5072,4732,6300,6388,5072,4434,5189,5189,6388,4288
13448,173,3986,5674,5087,6899,6899,6899,6472,6899,6302,6302,6899,6899,6899,6899,6063,6899,6899,4400,6302,6899,6899,5521,6899,6899,7044,6382,6899,6899,6899,5521,5521
13449,173,5942,4530,6599,5389,3687,3706,5108,5108,5290,5108,5443,4183,6570,4291,5809,5107,6238,4183,5443,5045,4183,6404,5817,5817,5686,4165,5817,5817,4183,5817,4165
13450,3472,5942,5671,6183,6851,6218,4232,5207,4485,5698,6091,5284,6091,6091,4805,4232,5698,4009,6019,5040,4971,4253,5539,4971,4971,5245,6432,5447,6019,5447,5894,6019
13451,3472,6601,3701,3915,3960,6507,6376,6376,6376,5065,6376,6376,6376,3834,3642,4330,5671,4330,4330,7023,4330,4330,6376,4046,3661,4046,5138,4046,6986,4330,4330,5417
13452,173,6006,1744,696,6656,6656,6887,1180,6887,3896,1180,4262,6887,4262,5521,6887,5386,6887,1180,4352,6887,6887,3548,6887,3548,6887,3548,3548,3548,3548,7015,3548
13453,173,3986,6286,3688,6472,6272,4137,6140,6214,5714,6678,5454,5844,5844,4537,5266,5018,4471,5018,4537,5266,6678,5266,5266,5266,5266,5266,5266,5018,5266,5018,5266
13454,7031,6246,474,3881,85,5369,423,5966,4532,6421,5369,4532,3644,4532,4532,5717,4703,1336,6148,6410,4678,4532,4532,4532,6410,4590,6410,4656,5850,6231,4678,6231
13455,173,3839,1522,696,2102,7027,73,73,73,3641,2221,2221,6485,2221,2221,2221,2221,5621,1930,3641,3641,6842,2221,2221,1901,945,5201,2221,2221,2309,1527,3305
13456,173,6006,5213,6006,6289,5955,6777,6518,6199,3895,6777,5328,4400,5177,6199,5328,3895,6199,6199,6199,5177,5177,6199,5177,5177,6199,6199,6199,6199,5328,6199,5328
13457,173,3986,3903,3857,5623,5623,5623,5623,6712,5623,5623,4703,2870,5623,2870,4130,5864,6460,6819,5864,5623,6460,6460,4329,6819,4329,4329,4329,1966,5623,4703,4703
13458,173,6043,4820,4820,6656,5386,6534,3650,5386,3209,3548,3548,3548,4515,3548,4515,3548,4515,6657,4217,6555,5386,6252,6656,3548,6656,6624,5548,6657,3548,6656,6657
13459,173,1962,6368,6250,5682,5698,4888,4888,6525,6525,3601,4899,6525,4899,4899,6525,3932,6525,4899,4899,1112,4899,5269,4899,5269,6525,6057,4261,6525,4261,6727,4261
13460,4424,6246,4322,5212,3977,5971,3776,3710,5598,3829,4015,3829,5186,4015,6651,4396,4396,2132,5045,4396,5045,913,4396,6036,4912,3710,6800,6036,3583,3583,6036,4307
13461,173,4896,3701,6725,4127,3762,5416,4976,5886,4605,5578,5746,4127,4088,7023,3915,5578,5991,6971,5416,4189,6971,5578,5886,4203,5886,6971,4525,5886,5746,4525,5416
13462,173,3986,4530,6059,3986,4670,4321,4321,6935,6596,5217,6048,6048,6048,6937,5343,3566,1356,3774,4600,3566,4353,6048,3566,4213,4213,4805,4289,4670,4952,5877,4670
13463,4424,5942,3881,4039,4253,4039,4576,4576,5004,4576,4900,6879,3833,4900,4999,6953,3833,3833,4593,3833,3833,4593,4593,6359,6132,6132,6359,5516,6359,6359,6359,6359
13464,4424,6429,3881,6923,7032,5639,4093,5109,5448,1951,7032,5109,5109,7032,5109,5448,7032,1951,5014,1951,5014,1951,1951,1951,1951,4093,1951,7032,4093,7032,7032,1951
13465,173,3986,3986,4959,4455,5059,5456,5059,5059,5181,5178,6750,5685,4686,4686,5442,4686,5685,4686,5456,5231,7015,3773,2811,2811,3606,2811,5442,5442,3773,5442,4463
13466,173,4150,3772,3772,3655,5102,3955,4824,6064,6265,4987,4587,4824,4587,4824,4824,4824,4824,5741,6659,539,6037,6659,6520,4150,5923,6064,6520,6037,6037,6659,3769
13467,173,6043,5096,6644,2858,2858,2858,6936,1108,4883,2858,6593,5611,6593,4297,4297,4297,6164,4297,4297,4297,4861,4861,4700,4700,4861,4700,4861,4861,6190,4861,4861
13468,4424,3529,4293,5774,3589,4293,930,4293,930,1902,5394,5126,832,5126,930,2563,471,471,62,1501,1501,4293,992,601,930,992,930,601,4293,4293,1301,1501
13469,7031,6429,5400,5605,6433,6136,6500,4075,5790,5790,6053,4627,4054,6984,6543,5105,5105,3711,3678,5258,6616,4117,4881,5345,4777,5345,4117,4613,4881,4881,5228,4618
13470,4424,6610,6610,3940,3940,5210,3940,6551,6551,6551,2865,3940,3940,3940,3818,3940,3940,6551,4220,6551,6551,6667,6776,6712,4683,4683,6551,6551,5610,5610,3940,3818
13471,3472,5942,4216,5526,5526,6660,3733,6347,3789,6013,3733,5704,5827,3733,4786,3733,5827,6013,3733,3733,5827,5356,5827,5827,5827,6347,5827,5827,5827,5284,5827,6347
13472,173,3986,4672,3772,5884,3669,6256,6701,3663,4908,3663,4908,4908,5099,3663,5008,6145,4908,5008,6145,5008,5014,5008,6987,6145,6686,5008,5078,5014,4215,5014,5014
13473,4424,6429,5749,4560,6160,5196,6773,6036,5251,4604,6145,6560,4784,5885,5885,4460,5885,4704,5885,4890,4247,5885,5552,5885,5885,5197,5885,5197,4704,5885,5684,6100
13474,7031,6429,4293,5774,6715,3041,3865,6527,6580,3995,6580,5764,6051,6047,6051,6105,6051,6051,6051,5764,3959,6051,5764,5764,5764,5764,5764,5394,6047,5394,6047,5394
13475,173,1466,3903,6743,6743,5003,1774,5826,3619,6264,3680,7056,3619,7056,3619,7056,3619,3680,5826,4048,4493,5722,7056,6701,5896,4048,4511,4048,5722,4493,4511,7056
13476,173,3986,3986,6971,3986,3986,4975,4059,5526,5107,5107,5107,5107,5107,5107,5107,5107,5107,5107,5107,5107,3332,5107,2380,2180,5107,4473,2180,6257,6441,4400,2180
13477,7031,6429,3881,6870,5084,3740,4951,5043,4550,4550,2484,5662,5173,4051,5511,4051,3473,5511,5511,5511,2264,3,5511,5511,5511,5057,3,5511,5511,5607,4243,6268
13478,7031,6429,6248,6008,6926,6968,5947,3621,3967,4893,7029,5947,5827,5580,4754,5947,4754,4754,4754,6698,5580,4893,4754,4754,4754,4754,4754,4754,4560,4754,4416,6079
13479,173,3986,4530,6059,5682,5458,5283,4264,4264,6711,3947,6219,6436,6139,3947,4562,4562,3774,4418,6829,4264,6219,4562,6219,6139,4757,4418,4562,4418,4757,6139,4418
13480,173,3986,3819,6979,4940,4245,4032,6582,4606,6603,6763,6763,6977,5518,5093,6977,3755,5518,3735,5960,3682,3755,3755,5093,5518,3755,3755,3755,3755,3735,3755,3755
13481,3472,6246,5749,4043,5983,4459,3804,3804,926,3804,3804,7056,3804,6068,3804,3804,3804,7056,3804,1276,7056,7053,7056,5851,5926,7056,2708,7056,7056,7056,6700,5926
13482,173,3986,4672,6979,3772,4699,4747,4264,6694,4499,6694,3678,5490,4695,4695,6962,4695,5884,5884,5620,4264,6694,6962,2965,4264,4672,4758,5884,4672,6694,6694,4672
13483,3472,4896,4530,5526,5526,6437,4683,4683,5151,6596,3986,4338,4683,4729,5217,5805,3585,4683,3585,3986,5217,3585,5217,3986,5217,5217,3585,5217,5805,3585,5059,5813
13484,173,6006,6349,6644,4684,3373,4305,4839,4720,6753,4303,6753,5103,4288,6375,4290,6245,6245,6753,3963,6245,6644,6753,6245,6753,6753,5261,6245,6753,6753,4720,6906
13485,173,3986,6286,6059,6914,3867,6764,5974,3625,5583,5583,3625,5583,6094,4163,4163,4163,3625,5244,4214,5631,5063,5631,2328,5631,5631,6156,4214,4163,5631,2328,5631
13486,4424,3533,4592,6658,6683,4611,4611,4611,4314,6445,6339,6339,6445,6445,6445,6339,6445,6445,6445,6445,6445,6445,6445,6445,6445,6445,6728,6339,6445,6445,2681,6339
13487,173,6043,3822,3560,4568,4211,4052,4052,4052,4052,4052,4052,4052,4052,4052,4052,4052,4052,4052,4052,4052,4052,4052,5483,6868,3595,6519,4314,4052,4544,4314,4052
13488,173,3986,4530,4875,3986,6979,3792,3960,4189,4842,6048,6048,3792,4060,3792,4060,3792,6886,5281,6661,6672,4060,6048,4060,5009,5009,6661,6520,6661,6520,5076,6520
13489,173,4896,6500,4622,6190,4096,4303,3699,4303,3677,3677,5020,3677,5020,5020,3677,3677,3677,4443,4443,4443,4443,4443,4303,4586,4443,3677,3699,5767,6390,6390,5767
13490,7031,6429,3783,4622,4940,5857,5857,5857,5857,5857,6365,6363,6501,6501,6501,6501,3859,5920,5920,5920,5857,3859,5920,5920,5920,5920,5920,5920,5920,5920,3634,5920
13491,7031,1951,2346,67,689,5992,1250,1774,1462,6990,1774,5384,5384,6990,1774,1462,1774,1067,3956,1067,3819,3819,1067,1067,1067,1067,1067,1067,1067,1067,1067,4718
13492,173,1242,2525,2215,1795,3148,3068,4414,491,2002,1132,6471,5992,6471,768,869,4414,3501,884,1850,4268,1850,4414,1850,869,869,4268,4268,1067,2361,869,2157
13493,7031,6429,5852,5909,4875,5958,3633,3754,6538,6603,4380,6538,6183,6705,3754,6538,6538,4748,6538,6011,6085,6011,7040,6011,5532,6085,6011,6085,6085,4425,5672,6065
13494,173,5942,4672,5307,4411,5420,5420,3881,3881,3881,6800,3881,4316,4443,4316,4316,3678,3678,3678,4316,5083,4316,3678,4424,3678,4713,4218,3531,4713,6221,5613,3678
13495,7031,6429,4120,4120,4120,6018,6018,4120,4120,6269,4120,4120,6269,4120,4376,6662,4120,6611,6662,4376,5785,4120,2250,136,6168,3538,6611,6611,6611,6611,4595,5913
13496,1371,3533,4592,5439,6899,4994,6658,5534,5534,6987,4158,4834,4834,4834,4834,6650,6779,6136,6136,6650,4834,4834,6136,4355,6136,6008,6650,6136,6136,6650,6008,6008
13497,3472,5942,4530,7008,3986,3986,6856,4663,4289,4730,4663,4663,4663,4663,4663,6561,4663,4957,4663,5560,4115,5560,5560,4957,5560,4957,5560,4115,5560,4765,4957,4115
13498,1371,6429,4592,6979,4075,6365,6155,6608,6155,6155,6155,6155,6155,4533,4533,4620,6155,6608,5920,6608,6608,6608,6608,6608,6608,6608,6608,6155,6155,6608,6155,6608
13499,1371,487,5134,3487,5921,5921,5921,4528,6783,5921,5921,5921,5921,4528,4528,5921,4528,4528,1674,5921,4344,4528,4344,4755,946,4528,1674,4344,946,4344,4344,5921
13500,7031,6429,629,6092,3733,4498,3733,6211,4242,5833,6230,4417,4635,4635,4635,925,4635,4635,4635,4635,2048,4635,2048,2048,1368,2048,1630,289,5753,4635,4635,2048
13501,3472,4896,4151,4611,5451,3883,4037,3883,4881,5176,3918,3918,6741,3951,4928,4881,4754,4037,4840,4944,4881,4881,4881,4054,4054,4054,4117,4944,6401,5234,4618,4618
13502,173,4896,5749,6486,5606,5213,4151,4504,4058,4493,4058,6486,4493,4058,6068,5896,6229,6068,5768,5606,5896,5606,6229,6229,5768,3710,6229,5207,6229,5768,5896,2254
13503,173,3986,4530,3701,6656,6060,5431,5431,3701,3985,6060,3701,3701,3985,6272,4352,4352,3701,3597,6656,3597,3701,3985,3985,3597,3597,4366,4366,6656,4352,6656,6656
13504,7031,5942,3574,3764,5451,3529,3883,6244,3883,4226,6739,6244,3883,6739,3883,5865,5865,4783,4783,4079,5545,4783,4783,3691,3691,5727,4783,5710,5710,6506,5727,5234
13505,3472,6429,3783,5247,3861,4618,4618,6365,5143,5771,6806,5771,4732,6806,5358,6125,6806,6806,6806,5358,6806,6806,5358,6806,6806,6806,5358,5358,6806,5358,5358,5358
13506,7031,6429,3574,6571,5642,6831,3767,5265,5265,5737,5815,5265,6969,5265,5632,5653,5200,5265,5265,5265,5265,5265,5265,5265,5265,5265,5265,5265,5265,5265,5265,5265
13507,3472,3986,3986,6971,3986,4257,3661,3986,6971,3986,3986,6971,6971,3986,5807,3986,6971,6971,6437,6719,4975,4685,6161,6719,6258,3986,6719,6826,6719,4298,6161,4685
13508,173,4896,4530,4875,6519,6507,5065,7001,5066,6964,4178,3834,5066,4178,3642,4178,4178,5891,6043,6595,6043,6043,6043,6043,6043,6043,6595,4557,5046,3642,5046,6595
13509,173,3986,4530,3950,6985,6436,3562,6596,4614,5930,4034,4486,6596,3947,6665,4981,4034,4589,7013,6705,5536,4200,7013,4200,6596,4200,6341,6596,4034,6061,4200,6771
13510,173,5942,4530,6971,3986,4975,4975,4975,5124,6750,6826,5107,5107,5107,5107,6750,5107,5107,5107,5107,5107,4310,5107,3986,2180,5082,2180,2180,2180,4701,5161,2180
13511,173,6999,4353,4271,4271,4555,4555,4555,4555,3810,5085,5674,1973,4330,2831,6153,6153,3561,4555,2831,4330,4330,4330,5518,3599,3599,2802,2802,2923,4330,5518,5049
13512,5709,6429,4342,6136,6136,5695,4777,4075,4777,6785,6053,5105,4270,4777,6319,4777,5105,4881,6319,4777,4881,4881,4881,4777,4777,4777,4881,4777,4881,5695,4777,4777
13513,173,1628,3903,5166,6834,4012,6768,4012,6768,6768,6691,6256,6768,6768,4476,3680,6256,3680,5722,6768,4012,4831,6768,2400,5722,2400,6941,7056,5722,4493,4012,3207
13514,4424,5942,4025,5919,3537,4598,5170,4833,5186,5388,4433,4433,5190,5190,4833,4596,4960,5190,4596,4601,5190,4949,6077,6004,4949,6542,3830,6703,4949,4596,4949,5359
13515,173,1962,3456,3342,265,789,3280,2025,789,2025,3280,278,3280,3280,3280,3280,3280,2025,2025,3280,1131,3280,633,2891,3280,3280,2025,4845,265,4684,4699,6088
13516,7031,6429,3783,4622,5963,5632,6857,5632,824,5857,6857,6857,6454,5975,5857,5857,4425,4425,5920,5920,5857,6454,5920,6582,5920,5920,5857,3884,5920,5920,5920,6065
13517,173,3986,4530,4575,6719,4481,5682,4481,6719,4481,4758,5682,5687,6912,5907,6829,5368,6829,4481,5907,5368,6316,5907,5907,5368,5907,5368,5577,5368,5368,5368,5907
13518,173,3986,6286,6059,6914,4450,5663,5296,6065,4128,5912,7057,3562,5156,5739,359,3562,5663,4128,3562,359,4128,5857,359,3562,3562,3562,5156,359,4128,4128,4684
13519,3472,5942,4672,6979,4670,5192,5192,5534,4347,5659,4332,4447,6978,5659,5659,5659,5169,5659,5412,5447,5659,5659,5659,5659,5659,5659,5412,5659,5659,6990,5124,5659
13520,173,6043,6611,4653,6887,5955,4137,4366,4334,4366,4537,5096,5964,5096,5096,4262,4707,5964,4366,4352,5096,5964,5096,5964,4648,4334,5964,4653,4262,4352,4648,4352
13521,5709,6429,4304,5567,4206,3902,6421,6421,5900,6421,5439,4206,6306,5260,4206,5260,5782,4722,3683,3796,5782,5677,3683,3683,3683,5677,3683,3683,4722,5724,6881,3683
13522,173,3986,6286,5766,5766,4888,6065,4009,5130,4908,4908,4082,6091,4078,3663,4981,4981,6152,3947,6091,3947,4981,3663,3663,3947,3947,4078,4562,5734,3663,4981,4703
13523,173,3986,3819,3857,4234,4471,6439,3857,4511,5146,5146,5907,4841,5146,4511,6928,4743,3731,3955,6204,4743,4743,4743,6434,5510,4758,4758,5510,4758,4758,4758,4758
13524,3472,5942,4174,5283,5577,4991,4560,7050,5060,3930,5577,5953,4298,5786,4298,5117,5117,5117,5117,5117,5117,5117,5117,5117,6762,5117,6128,5117,5117,5117,6128,6128
13525,173,3986,4530,3772,3587,6436,4568,7041,4400,4400,4400,5209,4400,4400,4400,4791,4791,4224,4400,4672,4224,2285,4400,4224,6115,6369,2285,4224,4224,4170,4400,5146
13526,173,5260,6036,6422,5122,4699,5978,4156,4289,6404,6760,5671,5978,5817,6531,4396,6531,4012,4015,4396,4396,4396,4396,5978,4396,4396,6563,6563,4396,6563,6563,4396
13527,173,3839,6349,6332,6424,6424,6424,6424,6424,4118,6424,4118,6424,6424,6424,6424,88,6444,6504,5180,6169,5513,6548,5513,3761,4960,5513,6424,4960,4960,6179,6424
13528,173,3986,5674,4837,6656,4686,4837,3986,6899,3986,3986,4501,6596,4501,1594,4501,4233,4501,4501,4501,6423,4501,4501,5327,5327,5327,4501,5327,6423,4501,5458,6423
13529,3472,6043,3708,4491,4653,4267,4267,4653,6289,4653,4537,6747,4378,5177,4537,4653,4653,4378,4577,4537,3595,5096,4537,3595,3595,3595,4537,4378,3595,4378,4537,3595
13530,173,3986,5674,4820,3960,4257,6315,6315,6315,6315,6315,6315,6315,6315,6315,6315,6315,6315,3960,6315,6623,3960,6810,3960,3960,3960,3960,6623,4092,3850,4842,6958
13531,173,4896,4530,6979,5754,3754,4611,6324,6698,5845,5163,4082,4082,4528,5344,5344,6354,6354,4017,3977,6783,6611,6611,6611,6611,6611,6611,6611,5344,6611,5249,4666
13532,173,1089,6909,696,696,5216,6247,3599,3906,1875,5616,4457,4457,5708,5708,5708,5708,5616,5708,5708,5616,5616,4387,1226,5621,5616,6434,5070,5616,590,5616,3941
13533,3472,5942,4530,5157,7008,6851,6851,5953,3537,6851,6714,3537,4769,5560,5548,4422,2879,6156,6127,5708,5275,5708,5708,5708,6127,4000,4000,5275,4000,4000,4000,4000
13534,173,6043,4820,4820,6656,6656,6656,4233,4233,6656,6518,4431,5868,5082,6656,6656,5868,5075,6656,5868,6518,6373,6373,6656,824,6656,824,6518,6518,4352,4137,6534
13535,173,3986,4862,5739,4959,6166,5406,3866,4100,5049,4952,6725,4100,3970,6544,4147,3970,4147,4147,4147,3970,4147,5682,4803,4147,4147,4147,6912,4852,4596,4147,4147
13536,3472,4896,3772,4774,6437,5827,4704,6527,4688,4688,4195,6946,6995,6448,4786,4882,6946,5344,6946,6347,2459,6477,6347,6347,6347,6347,6347,5001,6347,2041,5231,6347
13537,7031,6429,3881,5050,6560,5592,5592,5592,4270,3592,5367,3803,6600,6034,3544,1260,3859,4125,6142,1260,4125,4125,1542,7046,6421,3575,6943,5424,1260,4412,3544,6421
13538,3472,5942,6985,4875,6502,5038,5786,4772,4052,4319,5526,5526,5880,5447,2287,5045,5576,4539,5942,6430,5045,5576,6163,6011,6094,5561,4899,5561,5045,3734,6761,4539
13539,173,4896,4268,5283,6006,1857,6122,1857,6122,382,5716,5716,5716,5716,4019,5716,5424,6819,6819,6819,6354,6460,4019,5716,6819,6354,4061,6354,5260,5716,6354,5424
13540,1371,5942,3617,4340,5069,4156,5233,5128,3843,618,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,6000,4388,4388,6978,3598,5510,4388,4388,5186,6068,5186,5510
13541,3472,6246,3772,5153,5935,5730,3826,5730,5730,3826,3826,3826,3826,3826,5396,1751,5730,6085,5730,6901,6901,5730,6901,4974,6244,6901,5730,6244,6244,4419,6244,5670
13542,3472,5942,4672,3950,6286,5536,6183,6596,4837,3872,5372,6364,6596,6663,4837,6663,5571,4198,6663,5839,6203,7013,6251,6251,6203,6203,5839,6251,6691,3835,6251,4776
13543,7031,3533,6467,3764,6244,4158,6309,4158,5900,4158,4158,6309,5900,4158,4186,6306,5899,6309,5900,5900,5900,5900,5051,5900,5900,5900,5900,5900,5900,5900,6152,5900
13544,3472,487,1108,4718,3573,4622,3893,3893,4877,4877,4877,4877,4877,5858,5858,6806,4877,3555,4898,5611,5015,5015,4263,4263,4877,3289,5858,4263,5747,3821,4898,3821
13545,173,1089,4648,5624,6534,5582,3305,4431,3299,3373,1656,5987,1656,1656,1656,6636,1656,6789,1656,1656,4894,5822,1656,5136,6636,6636,4735,5987,5987,4701,6179,5987
13546,4424,5942,1900,4783,4108,5280,6547,3755,6547,6547,6732,6547,6547,5300,6547,5300,4169,5211,5957,3629,3629,3629,3629,6602,3629,3629,4287,6602,3629,5712,3629,3629
13547,173,6043,6349,3772,4264,4940,2216,5418,4389,5789,4413,4413,3625,6912,5208,4413,3625,6954,4202,3477,3477,4940,5789,4561,3477,4561,4561,4413,4561,4413,4940,4561
13548,173,1466,6349,5283,3772,4394,6350,3972,4499,4835,6144,4779,4787,4763,4757,4835,4394,4928,6931,5910,3883,5283,5283,5283,6931,3883,5949,3883,6023,5415,3883,6931
13549,4424,3533,3574,3764,5451,3883,5928,3565,4881,4828,6053,5629,3883,5629,5619,5629,4792,3801,5629,5679,5629,5629,5629,5629,5629,5629,5629,5629,4881,4881,5629,5887
13550,7031,5400,3783,4622,3556,5857,6978,6978,5857,4450,5857,4859,4478,4533,6608,3634,5920,5920,5920,5920,5920,4478,4478,4478,4075,6608,4075,5920,4478,4478,3634,4478
13551,3472,5942,3881,4355,5763,5876,4089,4077,6570,3798,3798,3798,3798,6025,6570,3876,6570,5205,6025,5205,5205,5205,5205,5205,5205,5205,3667,3798,4112,5205,4867,5205
13552,173,3986,4530,6843,6497,5078,4667,6999,4667,6999,4667,4667,5248,6999,4667,4232,5578,4667,4530,6147,4419,4693,4693,4530,4520,4520,3962,5357,5357,1416,4520,5721
13553,3472,5942,6451,4718,5140,6148,5960,5595,4737,5960,5960,5960,5960,5960,5960,5960,5960,6594,3572,4622,1715,3572,5960,4737,4622,5960,5960,6594,4395,6594,5960,6594
13554,173,1962,4862,6379,5641,5001,3636,5773,6041,6041,5773,5853,6041,3706,6041,4676,4676,6561,3989,4100,5065,6561,6561,6561,6561,6561,6561,6561,5432,3472,6561,6561
13555,7031,6429,5281,6465,4929,7006,7006,2880,5756,5756,5756,5756,4206,5596,5756,5555,5014,4206,4206,4206,5014,5014,5014,4206,4206,3710,5555,4206,5555,4206,5555,5729
13556,173,4150,1883,696,4262,5582,6534,4648,5386,5397,5397,5397,5397,5397,5397,5397,5397,5397,5397,5397,5397,5397,1812,5386,1812,4718,3660,5397,2742,3455,5397,4718
13557,7031,6429,6375,6645,5887,5835,3767,6508,5732,6751,6269,6269,6269,5653,6269,6455,1006,1006,6645,6320,1006,5901,1006,1006,6455,1006,6508,6645,5901,5277,5901,5742
