ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45
11355,5776,6091,6886,4364,6021,5469,5578,7001,5040,4597,4597,5525,6237,7007,4028,4597,7054,6237,5338,6250,6451,6101,6845,4253,7007,7013,3940,4273,5244,4971,6101,5244,3813,6845,5362,4597,4597,5701,4959,5120,4597,4959,4597,4697,6101,4959
11356,5404,5577,5226,4769,4975,6745,5807,4575,4808,6971,5151,4059,4663,6116,4663,4685,6497,6495,6497,5630,5807,6561,6980,4730,4092,6971,6623,6495,5432,4730,6497,4663,4072,6497,4072,6497,4688,5784,6048,5224,6561,6495,5784,6561,3962,4429
11357,3735,4510,4340,5300,3982,6132,4829,4763,4109,6317,4392,6606,6606,4951,6172,7045,5451,7045,5809,3545,3740,5451,4709,3649,7045,6836,6132,5451,7045,3720,3720,3720,6606,3720,6132,5850,5451,5500,5451,4812,4794,5761,4421,7045,6606,6132
11358,6492,6824,5743,5092,3749,3916,4829,4419,4510,6957,5802,6606,6317,6359,6836,4833,4812,7045,6333,6768,3870,7045,5738,4682,7045,6118,6957,5700,6563,4329,4496,4833,4903,5021,6563,4833,6957,5686,4183,6241,4833,5686,5686,5190,6563,4833
11359,4962,6275,4005,5300,4196,6004,4639,6291,3689,6957,4702,6392,4160,6086,7014,6392,4765,6327,7014,7014,7014,4613,6086,7014,6275,3691,3691,3691,6342,4881,7014,4746,3691,7014,7014,4160,7014,3691,5948,5400,5400,4881,5400,6086,6652,3691
11360,3780,6709,4519,4447,5691,3916,5229,6978,5502,6683,4319,4382,4160,3991,4022,5364,4902,4110,4319,3735,4110,6683,4497,4319,5923,4110,6404,4247,5012,4110,6588,4672,6404,6309,6404,5012,5364,6404,6649,6649,6649,6154,4382,4672,6478,5229
11361,322,5674,6807,5696,3552,4236,6187,6661,5013,6892,6323,5879,6440,5013,3557,6918,4708,4398,6043,5250,5674,5250,6323,4398,5082,5250,5082,5250,5250,6099,4580,5172,5976,6323,4271,4451,6323,5082,5987,5082,5085,5456,4708,6205,5082,5082
11362,4209,6481,5156,5077,6021,5790,5125,3834,4477,4609,4615,5767,6237,4752,6065,5930,7054,6237,6009,6250,5739,4959,5330,7020,4615,7020,6026,4959,5739,5739,5667,5739,5125,6250,4959,5930,3906,3747,5739,4615,5795,4200,6250,4038,7020,5739
11363,5784,5824,6807,5172,4347,4236,5517,4045,4715,6980,4575,6935,6186,6116,6980,5536,5877,5305,5877,3869,5674,4807,6980,5422,4188,4188,4520,5267,3827,5877,7047,4046,6565,5422,4807,4768,4124,5422,4188,4381,6980,4807,3827,4520,4807,4807
11364,5404,4388,4042,5404,6384,6776,3659,5749,5168,3596,6031,5933,5816,5449,6572,5816,6000,4687,5168,4687,4397,3843,4397,5002,5213,6068,6910,4780,5983,5896,6256,3574,4171,6928,4397,6928,5606,6486,6236,5606,5606,4349,6572,5606,5047,5047
11365,3780,6275,4519,6181,3691,4079,5526,5298,4086,4041,5800,4145,5730,5689,4086,6232,6339,5336,4086,4925,5800,4925,4025,5030,5030,4925,6953,4041,4025,4925,6002,4079,5030,5936,4925,4925,4925,5400,6002,4925,6193,6953,6949,4925,4925,5155
11366,6538,6636,6425,5172,6163,3788,5517,6661,6596,6596,5986,5385,4502,3566,3997,5877,4189,3792,4778,5776,5674,3792,6182,3837,6878,4353,6436,5322,6596,4338,4216,4216,4457,4216,5517,5237,3837,5541,5009,3568,6182,4189,4338,5009,6661,4216
11367,774,1558,3929,1430,3859,5189,5057,3966,5873,3745,5954,4350,6454,5183,5100,5975,5649,5873,5338,4081,3581,3657,5966,5873,6399,5573,5024,6230,4087,4087,4955,5562,5873,4032,5873,4087,4032,5185,5365,4087,4196,3695,4087,3959,7032,3657
11368,6955,3533,4519,3542,6751,5189,6345,5532,6987,6987,4091,4358,5730,5265,5200,5724,5043,5946,4938,4324,5899,6024,6902,3767,4276,4221,6987,5572,6962,6962,6092,4283,4938,4283,5899,4221,3764,3658,4324,4283,5815,6401,4938,4665,4810,3973
11369,6492,6922,4005,5323,4101,3699,4684,4337,5063,4337,5913,5187,5187,3813,4468,6416,6416,3798,4209,4337,6405,4953,3573,4775,5934,5187,4953,4775,4175,4684,4209,3573,3573,4658,4175,4684,4796,3593,5187,4175,5187,5187,4209,6537,4684,4913
11370,2925,5440,3314,2625,2988,1989,5039,6682,6617,5147,5954,6440,6440,6440,2321,6029,4309,6682,6280,3919,5166,6527,6280,6440,6222,6527,3929,6280,6527,6527,5039,4055,5333,3919,5460,5147,6527,6527,5166,5039,6222,5581,6280,6280,7032,6708
11371,5784,4715,6807,5172,4347,4236,5517,4045,5640,6980,4575,6935,6186,6116,3997,4347,3869,6804,3827,6807,4188,4045,5777,6878,4092,6792,3827,6807,3827,5877,4575,6807,4072,6807,4807,3968,4116,3827,3827,4575,3599,4807,3827,6878,4957,4807
11372,4305,180,6830,3820,4892,3551,3462,3462,5063,6196,5134,3609,6733,5134,4468,4586,3992,5063,6485,5643,3578,5720,5160,5643,4775,4162,5020,4750,4775,5643,4167,5595,6589,5595,6461,3611,6589,5054,6485,6724,7034,6405,4477,6047,3592,6485
11373,5404,4353,2853,1069,6021,5469,5979,4435,5576,4609,5495,6711,4584,4766,6103,6579,3739,4633,5338,4964,5874,6793,4053,6793,5083,4553,5886,3646,6688,6481,5849,6286,6035,6103,6094,6414,6090,5500,5416,3939,6525,4134,3580,5781,6021,4553
11374,20,5383,6529,6627,5587,5496,5361,5529,3709,5211,4287,5977,4465,6655,6539,4524,4287,4492,5563,6655,4594,6316,5587,4287,6627,3621,6627,6655,4492,5496,3582,6655,4287,6627,4492,6722,6655,6655,6539,4492,6655,6539,5563,4979,6655,6539
11375,6955,5383,5723,5792,5867,5189,4935,4336,5507,3764,4792,6805,4465,3764,4024,5644,3764,4935,6583,5425,5717,3764,5644,5487,5031,3582,3807,3951,6741,5636,3764,4292,5636,6741,5644,3764,3764,3764,3643,6726,4292,4763,5563,5282,4292,4763
11376,6836,4388,6650,4186,4956,6016,4722,5707,6987,4097,6881,6881,5635,5193,6397,6650,5592,5707,4158,5724,5707,4355,5707,4910,5707,5707,5707,6650,6881,3836,4115,4910,5762,4355,5193,4158,4355,6881,5193,5707,4355,4910,5707,4910,4097,5193
11377,5404,3680,4042,4727,6384,6776,5375,5749,5168,6928,6031,5933,6486,5384,4789,5896,6031,6031,5168,4687,6031,3843,6486,5002,5099,6031,6910,6486,5749,5896,6572,3574,6031,5099,5099,4493,4099,5384,5099,4789,5896,3857,6486,6031,6031,6776
11378,4935,180,6830,4749,4892,5999,4684,3834,5261,6340,6576,3673,6245,3626,4468,4764,6245,5694,4369,6731,3570,3555,3573,6731,6490,3573,5694,4750,4175,4933,4277,3573,3573,3820,4017,4885,4118,4750,3555,4750,4750,4118,4118,5771,5878,3555
11379,6790,5577,3733,5637,3691,6004,6677,4248,4157,6317,4453,6600,4460,5637,5228,6392,4890,4244,3776,5228,5958,6683,6669,5885,4762,3691,5885,5885,6338,3965,5228,4771,6429,5228,6277,5233,5833,5185,5885,6353,5885,5769,5228,4157,5833,6742
11380,5404,3680,1678,5404,6384,6776,5404,5404,5168,3684,5404,5933,4958,5449,6701,5340,5404,5003,5003,4683,3843,3843,3596,5308,4308,5404,3596,4683,5404,5896,6999,5759,4683,4683,5068,3596,5449,3596,5003,4174,5128,3596,4012,4048,4705,4683
11381,6790,3996,3733,5792,5587,6282,4902,4465,4545,5799,4292,4272,4465,5792,3763,4292,4272,4292,4292,3643,5780,3877,3763,4292,4218,3582,3643,3643,4343,3763,3582,4292,5023,6627,3643,3530,3764,4292,4545,4272,4292,5073,3877,4979,4292,6050
11382,6909,3655,4042,1069,1089,4328,3832,4334,4515,6854,6887,4515,5201,3655,4832,5708,4431,5119,3655,5048,4548,5119,6812,5347,6624,5119,330,4328,6630,7010,4152,6128,6909,6691,3552,3985,6981,4387,5780,5945,4152,4135,4548,5186,5181,6203
11383,2686,5431,6807,5696,3552,6624,5582,5397,4515,6854,6887,7015,4366,3548,4832,4233,4387,3810,4233,4114,5476,4547,6176,3552,4233,4353,4233,4352,4431,4233,7015,5320,6534,4113,3552,4648,7015,3823,4233,5708,4152,4431,7049,6887,3552,4648
11384,4120,601,4175,4658,4196,4966,4049,5532,5591,6558,5894,3695,5111,4694,4966,5975,5111,5946,4533,4966,5125,5125,4132,7020,6354,5125,6987,5437,4966,4153,4859,5125,5125,6857,6911,4966,5111,4799,6278,4966,6911,4966,6911,4744,5125,5125
11385,5784,2089,6807,5172,6021,6114,6680,5924,3642,4820,3537,5630,6679,5134,5869,6058,5869,6252,5869,5630,3642,6095,3642,6208,3642,6058,4894,3642,5869,5231,5231,3717,5869,6143,6058,3537,3642,5185,5231,6058,7024,3641,4927,4453,5924,5869
11386,5043,5511,4005,4566,4196,5189,5881,6421,6987,6987,5511,5453,5174,6839,5200,5815,3767,5946,3729,6710,5899,6839,3729,3767,4276,3729,6987,6839,5051,3937,5599,5815,5815,3729,5899,3729,5815,3729,5815,5899,5815,5946,5256,3729,5899,5256
11387,3574,5786,4716,4566,4956,6016,5635,5532,6987,4097,6881,6881,5635,5193,6397,6650,5635,4834,5635,6136,5635,6127,6309,4910,4158,6016,3988,6650,5012,5962,5635,6881,4206,4355,5193,5012,6650,6881,5193,4485,6881,6016,4722,6881,6881,5193
11388,3794,5383,4247,7014,3691,6004,6953,4070,4661,6317,4732,6606,6232,4893,5800,6232,3705,5680,5062,4986,5958,5004,3965,6317,4582,3621,5850,4557,4611,5493,4977,4746,5360,6079,3965,6274,7045,4582,5089,3715,5265,5073,4327,4286,3627,5680
11389,6054,4429,6807,6623,4975,4236,5517,4575,6958,3557,5151,6807,4663,4957,3557,3585,4968,3792,4236,6807,5217,3792,3792,4236,4092,5151,6116,6807,6958,5217,3792,3792,4072,3792,4968,6502,6958,4968,5633,4968,3557,4957,5813,6561,4957,5217
11390,2686,5431,6807,4262,3552,6624,5582,3773,4515,6854,6887,4515,4366,3548,4832,3605,4577,6656,6887,3773,5476,4832,6302,6459,6624,6656,4825,4352,3773,3773,5708,4137,6534,6373,3552,6777,5708,3823,6989,5397,7015,6887,3548,6887,3605,6887
11391,6538,5674,4457,4402,6021,6418,5087,5181,6789,4820,6887,7015,5257,4894,4233,6166,3571,3986,5181,4152,4547,5257,5178,4152,4152,4617,5181,5473,5523,4152,4152,6765,4987,5257,4152,4152,4129,4129,4152,4152,4152,4617,4152,5257,4152,5257
11392,5404,5674,6886,6971,4975,4236,3688,4729,6276,4820,5839,4975,6276,3661,5945,4230,6305,3986,3661,5945,3661,4060,6907,3990,4230,6304,3661,5340,6596,4338,4626,4046,3986,5340,6225,5812,4135,5340,5009,4059,6315,4135,5181,5026,5340,5308
11393,717,5577,5053,6754,6021,4882,5526,6464,3709,6525,4882,5827,3719,3885,5827,5827,4134,6868,5338,6108,6056,6442,4178,6525,5053,6318,5827,5947,6442,4134,6282,5500,4165,3789,6525,4786,6108,5500,5827,5827,6717,4134,6519,4979,5827,4786
11394,2686,180,5201,3985,5691,3551,5530,4547,4477,4269,5613,4123,6828,4894,5484,6102,4123,3880,3551,6828,3570,4749,5747,6828,5565,4984,6321,6393,5054,6321,4749,5054,6378,5834,6209,4361,6695,5054,6828,6190,5085,3570,4269,4517,3880,6247
11395,6815,4435,3601,5077,6021,6666,6250,6026,3562,4609,4615,6711,4744,5930,5855,5930,7054,4633,5674,5036,5674,5556,4321,3990,5036,4984,7001,6665,5929,4971,5930,6665,7001,5418,5418,6850,5929,3564,3950,4296,6341,5418,4974,4009,5064,7001
11396,4118,2930,4042,1057,1089,6666,6432,4435,6432,4921,4435,6711,4368,6481,4368,4908,3739,4435,5338,5309,5874,3777,6797,4921,4368,4525,4435,6764,4801,4801,3625,5849,5995,6475,4435,5429,6090,5185,5874,6666,3777,4081,6666,4081,5215,3625
11397,5404,5714,6807,3985,5481,6656,5582,6656,4515,6854,6887,3701,3701,3701,4832,3605,4431,5119,6887,4473,5476,6656,6812,4352,6624,5119,4825,4352,3773,7049,5708,6382,6534,6373,6656,6557,6573,3823,3701,5397,6826,6466,7049,6060,5481,6810
11398,6492,5049,6886,5508,6021,6418,5891,5417,4477,6851,4615,5525,5417,5798,6183,5417,3739,5806,6153,5309,5275,5046,5417,5764,5417,5798,5417,5764,5054,6556,5583,6394,5063,2923,5583,5417,6556,5215,5951,3811,7034,6183,4251,5054,5215,6247
11399,4935,5714,6382,3985,3552,6624,5582,5397,4515,6854,6887,4515,6555,3548,4832,3605,6555,6657,3567,4473,5476,6555,6573,4352,6624,6810,6555,4352,4473,7049,5708,5397,6573,3567,4352,6557,6573,6573,3701,5397,6573,6657,3567,6555,6555,6810
11400,5404,6701,4042,5826,6384,6307,3659,6384,5168,3596,5404,5933,4099,5449,6701,5816,5404,4687,6959,4687,4397,3843,4397,5002,5213,5404,5918,4780,5983,5896,6256,3574,5047,6928,6578,6928,6928,6959,6236,5606,5896,3819,4780,5606,5047,5047
11401,5404,4388,4042,3688,6384,4791,5449,6145,4333,3688,4630,5933,4630,4308,6701,5816,5933,5003,6075,6701,3843,3843,3596,5002,4308,5404,3596,5404,3596,3843,5068,3596,6999,5404,6976,5449,4156,3596,6701,4048,4308,3596,6701,4048,5047,5047
11402,4441,4435,5226,5792,3982,3916,5526,4419,4419,6901,4971,5443,4560,6420,5578,5670,5670,6705,5578,4560,5721,6011,5578,4419,5670,4199,6613,5670,4419,5578,4419,5786,7046,5670,4419,6011,5064,4199,3788,7046,6568,4199,6568,4199,6568,5578
11403,3066,180,6830,4861,3893,5999,4684,4227,3864,6196,3573,3609,3864,3626,4961,4586,4175,4305,4720,6375,5788,4961,3573,4305,5390,3573,6431,4861,4175,5643,6245,3573,3573,5683,5205,3611,4303,4861,6416,4175,6167,4227,5683,6537,3783,4861
11404,4962,3581,4716,4566,5050,4518,4767,6464,4661,5604,5797,4566,5730,3793,6698,4566,5580,5153,4611,4767,5958,6011,6698,5797,5176,6698,6698,5153,6876,6698,4726,4726,4886,6698,5316,6698,5153,6395,5770,5282,6698,5770,5580,3577,4754,4754
11405,6492,4422,6886,6078,6061,5483,5817,5839,5839,7013,5839,6861,4407,6663,5354,6966,5817,5064,3776,5625,3776,6531,5817,4183,5923,5478,5625,5478,4540,6787,6334,4672,3776,6334,6334,6334,5356,5686,4682,5576,4521,5353,5686,3776,6159,4553
11406,3735,6824,5723,5095,4759,6004,5361,5529,5712,3590,6800,5977,5957,6027,6539,7045,4812,7045,5713,3545,3870,6655,6822,4287,5957,5529,4089,5436,6627,6953,4393,4928,6263,6627,5529,6836,5123,6655,4545,4812,4906,6953,5234,4979,4469,6050
11407,6248,601,6807,4806,4152,4236,5517,6661,5327,4485,5151,5879,4346,5013,4459,4459,4485,5707,4236,4708,5674,5971,4353,6897,5082,4353,6918,6897,5868,4459,6897,7035,4459,3602,6918,4451,5087,3566,5633,3568,5868,4459,4708,4459,4459,5082
11408,6955,6275,4247,6181,5691,6018,6345,5094,6987,4013,6400,6512,6400,5762,6397,6275,3782,4244,6400,5425,4702,4635,6275,3606,3612,6470,6652,6991,6702,6652,6652,6470,5762,6202,6702,6512,6215,6215,6278,4260,6702,5769,6512,4923,6652,6512
11409,6978,4551,4005,5388,3535,6004,6187,4737,3689,5388,4737,5281,6654,3731,5388,5364,6504,4244,6654,6162,4742,3654,4244,6654,5381,6470,6654,4742,5637,4244,4742,4461,4206,4032,4742,6654,4742,4742,4244,6654,4491,4742,6654,5738,4244,5388
11410,5776,5577,6807,5172,5068,4236,4684,7027,6298,6273,5626,6622,5518,5299,5007,5536,5415,6622,5659,5157,6905,6273,6303,6303,3763,4887,4339,4181,6596,3763,7054,6203,6565,5518,6771,6622,6981,3763,6981,6981,6981,6303,4887,5299,6981,6981
11411,5404,3819,4042,4268,6384,6776,3659,5749,5168,3596,5826,5933,5816,3596,4789,5816,5404,4687,3645,6701,4397,3843,3596,5002,5213,5404,3596,4780,5749,4916,6256,6064,6349,4673,4156,5449,4156,3596,5168,5933,5896,3596,6701,5896,5047,6776
11412,5516,4098,4283,4182,4283,6310,3759,4655,6987,4283,6866,4283,5601,4283,6962,4098,6514,3894,4655,6710,5899,6962,4098,3897,4063,4221,4655,5572,6876,4655,6710,4283,5601,4283,4358,4182,5599,3658,4655,6962,4219,6292,4974,4739,6301,4499
11413,6790,6401,4716,5095,5050,5693,6079,6464,3541,4041,6977,5680,5958,5689,6601,4311,6296,5336,6050,4925,5958,6002,5030,5030,4594,5118,6953,5436,5118,6050,6002,5118,6741,6050,4925,3723,6050,5351,6002,4594,6533,6953,3733,3530,3795,6050
11414,6699,5568,4716,3542,5567,5189,5050,6421,5567,6399,6524,3629,6089,5574,5574,3850,4881,6610,5567,3850,5717,6749,5567,3767,5423,4680,5574,4093,6134,4087,5574,6729,6123,5574,6277,5511,5627,3629,5511,5511,5574,5511,3850,5109,3850,5448
11415,2686,180,5201,3985,3763,5295,6289,4045,5261,6892,4575,4515,6679,4894,5458,5877,5824,4481,3941,3842,4548,610,3571,3725,6672,3867,3827,4394,6649,4394,6680,5172,4394,6437,6449,4053,5727,6186,3571,3869,3599,6182,3582,5781,3599,3751
11416,6790,6454,4363,4978,6021,4966,5848,4919,4546,6558,4971,6711,6558,6005,5605,6543,7054,6005,5338,4560,4921,6011,4316,6005,4464,5795,6706,6597,6085,4971,6706,4232,6543,3871,4464,6773,6005,6543,6085,6005,4546,6085,6706,6085,6101,6005
11417,6492,6824,4028,4416,3982,3916,5526,4416,3709,7045,5802,6606,6606,6359,5850,7045,4812,7045,4165,6606,3870,7045,4025,6919,7045,3621,4089,5947,5496,5850,6802,7045,4165,5713,4681,5850,7045,4812,4812,4812,6507,4763,3948,7045,5420,5420
11418,6492,4388,6886,3985,4975,6624,5582,6518,4515,3986,6887,6214,3701,6116,4400,4400,3986,3986,5454,6760,4975,6214,3986,6382,6518,3986,3986,4975,6466,4035,6760,6466,3986,4241,6466,6466,6060,6276,6760,4059,6466,6466,3986,5069,6760,4975
11419,5784,4715,6807,3985,4347,4236,5517,4045,5640,6980,4575,6935,6186,4347,3997,4347,3869,6804,3827,3869,4188,4715,5777,4778,4188,4188,3869,6807,3827,4347,5113,4347,5097,6186,4670,4188,4347,6186,4188,4347,3817,4347,3827,4520,5640,6186
11420,5404,4261,5226,4364,6021,5585,5526,5924,4546,6273,4390,4059,6745,6663,5007,5007,6305,4481,5226,3842,3932,4918,6182,6880,5237,5226,5237,3646,4562,3646,7047,4562,4457,5237,5226,4562,6059,4514,4600,3646,4803,5226,3646,4481,6101,5237
11421,2358,4700,6886,5323,4101,6102,5891,3857,4615,6247,4615,3756,5546,3857,4077,4908,5641,4411,4533,6998,6668,6127,6797,7020,4615,4703,5008,5641,4615,5008,4200,3933,5125,5611,5008,4703,5008,3857,6998,5008,6076,4615,6127,5722,3857,3636
11422,4297,5789,5156,4368,6021,5641,5848,4486,3562,4921,4921,6711,6131,4941,4941,6665,7054,6705,6131,4486,6451,6706,6711,4603,6354,5631,6706,6711,5929,4971,4971,4603,6019,5936,6771,4332,6711,5532,6771,5968,6711,4245,3580,6711,6771,7001
11423,6404,6824,4363,3539,5989,5496,5526,4419,6359,4654,4882,5704,3719,6359,6868,7045,4882,5680,5338,4560,5721,4882,5704,5797,3558,4734,5580,4882,4611,4134,4726,5786,4165,4882,6079,5580,5153,5500,4812,4812,4364,4134,4734,3844,4134,4134
11424,6699,5574,6353,3542,6751,5189,6345,4475,5796,5728,4792,5728,5737,4475,5200,6674,5118,3894,6092,5928,3894,4475,3877,3565,3612,6924,6832,4475,5118,3937,5679,5679,5815,5240,5316,6803,5815,5679,5815,5118,5815,4475,3945,3564,6702,4237
11425,6836,4760,4005,4566,6246,3624,4953,6421,3689,4609,4953,4237,5187,5004,4209,5975,4639,5946,5946,4966,5891,4953,4209,3606,4276,6096,4144,6839,4175,4452,3606,3821,5125,4144,4144,5946,6215,4144,6278,6811,5716,5946,4209,4775,3611,5863
11426,6375,180,4175,4658,3893,6018,6345,4337,5591,6911,5913,6571,6269,6130,6130,5975,4175,5946,6911,4966,5783,4255,4132,3606,3612,4966,6611,5437,4175,4153,4859,4690,5125,5783,6911,4966,6215,4337,6278,4337,6911,5946,6911,6911,7020,4270
11427,1077,4002,6029,6617,2988,1989,5651,3657,4309,6165,5954,761,6440,6440,4309,6029,4309,5651,6280,6769,3929,1598,3667,173,6408,6769,3929,896,6527,5460,6402,721,3395,2268,5460,6635,3600,3667,4027,3929,640,5581,173,6280,7032,4317
11428,6836,5463,6886,5124,3535,4791,5891,3535,4406,4097,6675,6886,6127,5232,4028,6127,5817,3935,3776,6904,6127,6127,3888,6522,5012,7013,3888,5534,6904,5504,5697,3974,4903,4903,3975,5012,4468,6904,5504,6241,3888,5331,6127,5967,6127,6127
11429,6492,6091,5226,4364,6021,5264,5526,4419,6519,4364,4882,6725,5656,4365,6868,4899,4882,6057,5338,4899,5721,4899,5656,3977,3558,5656,6221,4365,6519,5416,4971,5786,5656,5666,6094,6519,5656,4261,4365,4488,5682,6094,5580,6519,5721,4365
11430,3534,6970,5226,5508,6021,4966,5077,4919,4081,4081,3774,6711,6454,5672,5605,3758,5672,6708,3635,4081,5674,6683,7055,4978,7055,4805,5245,4418,4856,4081,4245,5929,3758,5939,5672,3638,4581,4856,5147,7055,4323,3967,4856,4081,5446,6708
11431,6553,3925,4247,6181,5691,6282,5203,6974,3709,6273,4392,6149,6679,6086,6407,6646,3992,4602,5454,6086,5958,5477,6086,3852,3852,6496,5852,6178,6602,6553,6709,6193,4931,4613,6157,3925,5727,6646,4613,6533,6496,6149,6709,6739,6149,6157
11432,330,3595,4042,5172,5068,6437,5517,4482,5048,4482,3774,5458,4837,5226,4837,5237,6305,6062,3899,6437,6054,5068,6054,3837,5923,5478,5237,5478,4246,6054,4502,4216,6054,5666,6437,4562,5225,3961,6649,5478,5517,6054,4729,5666,5078,6972
11433,330,3595,5696,5696,3552,6624,5582,628,4515,6854,6657,4515,6555,3548,6534,3605,6555,5696,3984,4473,5476,6555,5227,4352,6624,5119,6555,4352,1204,7049,5708,5397,6534,4515,3552,6557,6534,5075,3701,6555,6826,6657,6624,5696,6555,6534
11434,6699,3581,4005,3542,6262,5189,5050,5094,5881,6386,4792,5453,5453,5453,4018,5975,5485,7031,3676,4583,5958,5559,3637,5575,7016,3637,7031,6758,4645,7016,5559,5575,5575,5575,7005,4445,5559,7005,4445,7016,4645,4645,5575,5506,5575,5559
11435,5043,3917,4519,6717,4196,4279,5526,6013,4906,4041,6866,5501,6230,4943,4086,4997,4157,5829,4997,6381,5958,5414,4943,5298,6637,3917,4997,3917,6637,4762,5336,5414,4278,6717,4157,6637,3917,6637,4544,5062,3917,3917,3917,4453,5153,6637
11436,4850,1558,4519,5792,5867,5189,4519,4601,4109,6351,5802,6358,6317,6130,5736,5975,4881,4935,5062,4935,3861,3951,5567,3678,4527,4680,6429,4336,6034,4881,5559,5567,6429,6429,6277,4948,6960,3910,4948,3678,3627,5769,3678,3678,3627,6409
11437,6492,4210,4005,4624,3982,6132,3740,4416,4109,6957,5700,6606,5738,5973,5171,4833,6563,7045,5686,4833,4682,5738,6782,4682,6023,4682,5414,6023,4256,4329,5686,4833,5063,5021,6563,4833,6172,6882,4682,5576,4833,5769,5686,6782,6563,4833
11438,5709,6401,5723,4566,4196,6310,6345,4426,6987,6987,6110,7025,4427,6454,6092,5724,5051,6610,4938,5724,658,6962,3662,3565,6710,4221,6987,5572,5051,6962,6704,6136,4938,5051,5940,5051,6805,5724,5363,6962,5815,6136,5256,6588,5596,6569
11439,6836,4510,4005,6181,6553,6654,5547,3834,5063,6957,6201,7006,6732,5706,4468,4403,3583,7006,6336,4796,5304,6480,5747,3603,5390,5747,6132,4403,4175,5110,4749,4804,5063,6476,3746,3611,4796,3603,5747,6201,5747,4937,4796,4403,5390,5155
11440,3794,5383,5913,5300,5867,5189,6345,6291,4109,3533,5913,6512,7052,4428,6397,6275,4923,6955,6571,5425,6215,4120,6702,3606,3612,6130,5737,6571,4175,6849,6702,6298,3606,5728,6702,6511,6215,3612,6278,4175,5952,7052,5618,3936,4209,6202
11441,6699,1558,6039,4861,4196,6102,6828,4602,5304,4732,4732,6512,6189,4677,5833,5341,5341,5341,4677,5833,5304,4023,4702,4013,3612,4677,6362,5833,4023,5833,5833,5304,4013,5833,5304,4141,5833,4023,4702,4677,6767,6424,5833,6651,5833,4677
11442,3915,5577,4133,6623,4506,6691,5807,5181,6151,4820,5059,5149,4195,6663,6441,3758,6182,4463,4806,4463,6304,4860,6182,6304,5082,6304,5181,3914,4463,4875,7047,5435,4600,4806,4257,3785,4875,5541,4600,6304,6907,4600,6182,5859,6364,4600
11443,6955,5383,5913,3542,6751,5199,6345,5094,6345,3533,4792,4792,4884,4304,6034,6291,6514,4091,4593,3533,6096,4446,4601,4336,3612,6291,5516,6291,6034,5867,5559,5679,4999,3863,5199,6096,5189,6130,6729,4881,4196,4881,4593,5189,4792,3803
11444,6836,6866,6866,4544,3691,4518,4767,4416,5516,4145,6866,4145,5558,5516,4086,4597,5558,3946,4086,4767,5516,4925,4925,5516,6670,4145,5516,4041,4925,4925,4085,5516,5516,4145,4925,4925,6025,4145,4086,4086,4145,4925,4086,4086,5516,4086
11445,4297,5261,4980,3906,6844,3573,4684,7027,5261,6298,4897,3604,3604,6611,3957,4904,3739,5806,6504,3604,5063,5738,5376,4775,5225,4404,6220,6548,6504,5669,6548,5798,5185,5576,4897,6964,4684,5738,4468,5576,4833,5331,3811,4517,5286,4286
11446,267,601,2011,237,944,2709,2709,3462,629,6230,5134,3609,3462,5134,686,3462,2912,5753,4635,1129,1129,5720,4814,5126,5094,4162,3939,4750,5427,4162,4277,6724,4635,5004,5262,3611,6695,5054,6485,6724,6170,6724,4477,6724,5547,6610
11447,6492,5357,4042,5766,6384,6307,3659,6145,6598,4139,3955,6861,4721,4916,4789,6031,6031,5610,5889,6031,6031,3843,4171,4048,4048,5610,6910,4780,4789,5896,6307,3574,6031,6928,5099,4493,4171,6959,3933,4789,3933,5623,6031,6031,5047,5047
11448,3769,6615,6886,4364,5989,7050,5891,4419,4419,6558,6862,6861,5656,7007,3871,5078,6250,4562,5226,4562,6845,6101,6845,4253,7007,7013,3940,5283,4419,6054,6101,5786,5078,6101,5672,6011,5064,4199,4971,5968,6570,5666,5251,4199,5064,4697
11449,6955,601,4716,3542,6844,4279,4694,4891,6536,6558,6779,5483,5111,6130,5509,5364,4466,3775,6333,4013,6125,5345,4244,3767,6399,5574,5574,5712,5332,6982,5574,5574,4013,4032,6277,5381,5022,5228,6125,3690,5574,4013,4032,6358,6152,5574
11450,6077,6246,5723,4566,5051,5189,5050,6421,5567,6399,5802,5639,4881,4304,4093,5975,4948,6610,5567,5712,5717,4793,4948,6408,7030,6923,6399,4093,1951,5639,6831,7030,6123,4317,1951,7030,5649,3959,1951,7030,6923,6923,4559,5109,7032,7030
11451,6492,6364,5226,4082,6021,5469,5848,5838,5576,3811,6862,4976,4368,6550,4805,4879,7023,6614,5838,6550,5874,5049,4921,4921,6862,4525,4408,5416,5929,5416,4971,4232,4921,4976,5672,5016,4921,5235,5874,5576,5795,4081,5016,4232,5874,4251
