ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36
12510,5942,3654,4061,5409,4661,5175,3542,3689,5453,7005,3620,5455,5455,6218,4815,3861,4865,3627,3665,5455,5736,5975,5258,6399,5121,4591,5030,3861,6399,3629,4865,4869,4395,3581,5712,5252,5712
12511,6346,6003,4323,6887,6903,5422,5917,4798,4092,6213,6656,6382,4511,5177,6938,4787,3895,5922,6747,5068,6470,6966,3895,6289,6128,6951,6899,6098,6910,3545,3958,5267,6885,3772,6745,6382,4215
12512,5376,6837,3842,5069,3775,4986,4926,4066,4882,5576,6354,6422,6127,4370,6122,4452,4675,4675,4675,5362,6405,5667,5930,6265,7020,3632,4644,6101,5125,5089,3798,5667,4671,3581,4061,5959,5667
12513,6628,3654,4061,1202,6323,5056,4886,3622,3930,5278,6406,4731,5153,6715,4293,4487,7055,4293,7055,4671,5786,5667,5959,4738,5688,5438,7055,7055,5558,5089,6295,6574,4671,5427,4886,5561,3541
12514,2283,2686,896,2776,765,6758,5738,4169,5673,6811,6884,4036,3603,5858,4051,3821,3908,6702,1475,5858,5556,5072,6735,6594,3908,5072,4324,4461,6278,4023,4572,6508,5835,6969,5072,6942,6751
12515,2768,2895,1189,1555,2282,6732,3733,6841,5190,5043,4051,6732,5491,4518,5199,3705,4336,3945,3877,4843,5850,6476,4226,6791,6476,5445,5043,5174,5558,5679,6511,6732,6643,4102,5116,6791,5867
12516,671,6116,4323,4649,6666,3922,6853,4066,4316,4867,5840,5540,4478,4478,3768,6851,5540,5490,6114,6851,3778,6548,6683,5156,4128,3675,5754,3562,6010,4128,5029,6168,4629,7037,6114,4921,4291
12517,2283,2336,4323,6914,6666,5422,6853,4066,4316,4128,4490,3754,5929,3950,3768,3564,3999,5539,5616,4658,5556,4658,4128,3906,3538,3768,4081,6432,5874,4128,4572,3739,5216,3768,6490,4128,4961
12518,169,3654,4061,1202,5534,5168,5770,3622,5012,4856,5707,4729,5153,4278,4722,6016,5551,4834,6671,6152,5556,6404,5872,5635,5805,4834,5327,4012,3683,4911,4910,6371,4340,6881,4355,5314,6881
12519,5376,2686,1098,1202,4881,5278,4508,3622,3577,4093,4512,3542,5095,6715,6024,3861,4336,5252,7036,5712,5957,6385,5258,5949,3995,6086,4324,4461,5731,4512,4247,5940,4395,6277,6277,5463,4812
12520,2354,1532,896,17,1652,5168,6885,5851,5610,6998,6598,5340,5851,5449,4683,4156,6145,4174,5078,6999,5933,6198,3645,6998,5335,3534,4048,3741,4321,3663,6256,6999,6999,6198,6233,5851,5759
12521,6628,3654,4061,5459,5947,6758,3733,3881,6832,4465,6721,6722,5300,4776,4840,3861,3582,3742,6330,3925,5957,3780,4287,6673,5067,4492,3590,4037,4148,5957,7045,5496,6539,5587,5849,5023,4812
12522,5942,6003,6157,6604,5846,5714,4352,7010,3930,6719,3825,6459,4217,6808,5075,3781,3697,5922,5759,6657,3548,4400,6214,6854,5018,6657,3985,4850,6214,3595,4850,4850,6214,6657,6812,3701,5257
12523,5942,6003,3534,6410,4705,3924,5738,5145,4089,4900,5906,6722,4275,6509,6122,4568,5817,6813,6747,6793,4833,4496,6563,5973,4496,6317,6532,4094,5558,4949,7045,4624,4395,7037,4967,3805,4812
12524,2354,1532,896,3695,1652,5239,3542,3689,5673,6445,6386,3542,6977,4776,5358,3861,6639,3627,3801,4510,5736,3542,5258,6445,6553,3755,5030,4772,4591,3545,3755,3678,6799,4102,3755,6709,6445
12525,6346,1532,4441,771,5521,5386,5917,6624,4262,3605,6656,6459,6624,5177,5161,6657,6657,5922,3923,6854,3548,6854,5696,4360,6557,6657,4543,4543,5696,6214,6272,6373,4473,6657,6555,6854,5328
12526,6628,1532,4061,1202,5712,3082,3600,3902,6832,3802,6803,3951,5153,5695,3951,3861,6673,5282,5957,3925,5957,3918,5258,5258,5258,4881,5030,4772,3802,5870,5870,6263,5258,3918,5647,3925,5258
12527,6628,3925,5253,6859,6666,4534,5738,3689,4316,5320,5906,6102,6127,5745,3951,7030,933,4905,5467,5135,3929,5975,5930,3940,5688,3632,4324,6162,6523,5079,5120,6574,6454,6707,6490,4664,4703
12528,6346,2686,4061,3712,2461,3565,6212,3988,5453,4209,4973,5694,5153,3821,3951,3861,3893,5628,6269,4658,5187,5728,3543,4200,4764,5509,5605,4658,5628,5723,4572,4913,4764,3581,4913,6942,3764
12529,2768,1532,3288,4198,4975,6304,6545,4798,6745,4807,5807,5707,5478,3792,7035,4338,4701,4059,5108,4429,5956,6043,6561,4685,6561,5086,5327,5272,5151,6807,6874,4338,5086,4987,4355,4685,5086
12530,6628,5292,5599,5679,5846,6329,3733,4169,6919,5383,6721,5300,5300,4454,3794,4454,3928,6178,721,4403,5854,5867,3794,5383,6679,5973,5230,5383,1785,4285,4454,3794,3794,6097,3794,3794,4454
12531,4488,6116,4323,5409,4957,5714,4352,4798,5481,5320,3825,6459,6251,5530,6994,4883,4985,5209,4010,5054,6636,6093,4985,5059,6561,5054,5691,5530,6636,4911,6874,7024,4598,4035,4883,5519,4588
12532,169,1784,810,1202,1418,4268,1120,1120,1989,382,1857,5213,3706,3645,1949,1949,5192,1432,4048,4437,4407,3687,3645,5623,4099,6031,4048,5260,5896,6858,3958,1618,5479,744,6486,4151,3958
12533,2768,3654,510,5482,5463,6758,3649,4169,6703,4093,6291,5084,5300,5390,5199,6291,3928,3627,7036,4403,3864,5463,6757,6132,6757,3720,4946,6757,5558,5044,3873,3873,6757,3854,4412,5252,4812
12534,3878,6116,4323,4129,4212,5264,4147,5583,4316,6521,6872,5840,4389,5929,4933,6065,3999,5539,6728,5995,3862,5539,6853,3560,6221,6065,4899,6432,5620,3862,5029,5007,6853,6582,4565,4664,5007
12535,5171,6116,4441,4152,6666,3957,5222,5583,3551,382,4490,5694,4725,6247,3551,6851,3867,5539,4892,3700,4897,5405,3543,3906,6611,5438,6851,3867,5522,3768,4898,5834,5838,6851,6490,6851,5834
12536,6628,3654,4061,4452,5024,4534,6717,4066,6832,5576,6364,6085,5191,5377,6527,6464,5551,4921,4066,4081,6717,3846,4748,5704,5284,6475,4560,4081,5874,6725,5446,3967,3838,5016,5791,4921,4245
12537,6628,5292,5599,4635,6514,6329,3569,4566,3577,6811,4051,4341,4341,4792,5199,3705,6431,6395,3672,4843,4191,3672,3611,5709,5804,4792,3705,5189,3705,3863,5771,3529,6345,4102,5116,5771,6074
12538,6628,5292,6157,5679,3754,5278,5937,3689,6832,5006,6187,6102,6977,5785,3951,6082,5551,5093,5821,4049,5736,5019,4456,6082,5905,5920,5182,5358,4632,5089,5785,5833,6458,3581,3689,5519,5400
12539,2283,1532,5253,1202,3900,5386,5917,4366,3895,6678,6656,6459,5328,6777,5161,6199,6199,5922,5533,6854,3548,6854,6678,4360,4537,6657,4543,4543,5696,7049,4262,6063,5161,4367,4825,6518,5328
12540,671,1532,6157,2776,2125,6732,3530,3582,4316,4465,6721,6722,5563,4776,3951,6929,6673,6592,3665,5563,5234,4218,4287,5083,5067,6350,3590,4763,6903,5123,2488,5496,5488,3918,4812,5023,4812
12541,671,2974,4323,5548,4975,5151,5541,4798,6833,4189,5807,5340,4084,6596,5475,4046,6054,4059,5541,4429,3788,6404,4768,5151,5805,7035,4216,4189,5817,3846,6874,5267,6878,4987,5541,3805,5541
12542,169,2336,249,5079,6816,5468,3649,5467,5953,4867,6651,3835,4725,4107,5594,6644,5319,6981,4210,4937,6755,3641,3982,5058,5066,6731,6163,6748,5764,4118,4286,4912,6405,5748,5878,6372,3593
12543,4488,6003,4323,4129,5046,4676,3602,4066,3762,3964,6364,4455,6147,5486,4506,7050,4701,5666,5429,5721,5486,5259,4768,4451,6599,5438,6532,4570,6159,6725,4007,6663,5053,5704,6313,4664,5060
12544,6346,6003,4323,4718,3775,3699,4256,5583,3775,6521,6872,5748,3820,7034,6122,4148,3999,6845,5709,5563,6538,6521,5127,6521,5669,6766,5499,6427,5620,6460,7034,4909,3778,3775,6460,3775,6460
12545,671,2974,4323,4649,6368,5151,6182,4066,5838,6719,4490,3713,4924,3792,5475,6661,4701,4968,4778,4429,4608,3566,6561,5059,4575,5217,4429,3792,5151,6807,4116,4429,6878,6807,3566,4236,6874
12546,5942,6003,5253,4046,5458,5422,6545,4798,4092,4575,4116,6935,3827,5113,4670,6804,5115,4968,6186,4429,6980,4116,4347,6804,3997,5113,4730,5432,4072,6807,4116,6804,6878,3827,5391,4236,6623
12547,169,6837,4441,3121,6903,5386,5917,3810,4262,5386,6656,6459,5844,5177,5161,6657,628,5922,3597,6854,3548,6854,4648,5696,5096,6989,3597,4217,5696,7049,4262,3597,4366,4367,4825,4137,5328
12548,6628,3654,4061,5707,5712,3861,4410,6155,6832,6155,6543,5744,5153,6681,6288,3861,4283,6931,6960,5712,3542,5975,5258,6399,6893,4881,4324,4665,3892,3902,4312,6371,4395,5601,3576,7025,3711
12549,2283,1532,6157,5459,5846,5056,6079,3689,4510,5320,6364,4455,6127,6036,6248,5243,6248,4422,6964,4557,6717,5667,4406,3940,5743,5438,5605,5823,4926,6725,4028,4546,4422,7037,4576,4664,4812
12550,5942,3925,4061,6410,6666,4393,6853,6253,4316,6445,5906,4393,5691,5785,4840,5790,3867,3742,6992,6952,6445,4583,6148,6445,3538,4811,6185,3867,4931,3825,6496,5691,4395,5037,4395,4629,4724
12551,6628,3654,5599,3695,5712,5358,4166,4169,5453,5104,3863,6722,5153,4371,3951,5695,6670,3627,4723,4794,5234,5695,5990,3802,5055,4881,3590,3845,5558,3902,5977,6692,6351,6027,5647,5561,3764
12552,3878,2336,4323,4129,4957,5113,5432,4798,4092,4575,4116,4233,4511,5113,3557,4156,6176,7015,7048,6657,3571,4129,4113,6555,3557,6657,5242,6630,3557,5178,6826,5178,5257,5257,5257,6447,5257
12553,2283,1532,1211,205,6694,5183,5738,4169,4316,6445,5906,5748,6916,5929,5783,4101,933,5247,6728,4625,3864,5861,3640,6998,4128,4835,4625,5857,5620,3682,5029,6692,4936,5857,4718,5963,4130
12554,3878,1532,4441,5459,4066,4570,5704,4066,5580,3862,4203,5827,5153,6715,4069,6318,6376,3844,6747,5563,3862,5580,6259,4753,6519,4134,4134,6868,4882,6660,6519,6258,6519,5416,6519,4134,5580
12555,671,2974,4441,4751,5458,5168,6885,4798,3827,6998,5840,4150,4511,5113,4670,6843,4670,4116,4670,4429,6980,4116,6878,6804,4957,5113,4751,4012,4072,6807,4116,6804,6878,6807,4116,4236,4116
12556,3878,6003,3842,6914,5458,5168,4147,6059,5682,6062,3943,3786,4511,4451,3663,6972,4981,5429,5327,4246,4606,4936,4751,5871,4803,4811,5327,3867,3947,4936,5446,4418,4064,4078,4852,4870,3955
12557,2354,3654,896,4557,1652,3082,3569,869,5190,4815,6386,6089,5661,4054,4815,3861,7016,4620,3581,3925,5736,4869,5258,5567,5233,6409,5121,5358,4148,6902,5233,4869,4395,3581,5791,3806,5258
12558,671,1532,1211,771,3536,1708,4488,3582,3594,851,1483,6679,5781,6679,6994,6318,3928,6518,4359,5781,5234,6318,4334,5201,5096,3763,4624,5195,4062,3595,2488,4624,5201,6736,3594,5023,5861
12559,4581,6003,3842,6410,4882,5183,5222,6418,4316,4867,4490,3695,6328,5356,6380,6851,4701,4669,5616,6162,5736,5951,6654,4952,3572,4811,4081,6162,4540,4100,5508,6380,5616,4719,3952,5215,4703
12560,6628,5292,5599,6849,6891,6329,6735,6388,5673,4764,4051,4036,4732,6370,4051,7021,6540,6540,3672,4843,4191,6400,5522,6786,3908,6540,4946,5094,6388,3863,6756,6849,5835,5732,6849,6329,6329
12561,6346,6003,3842,6384,4975,5168,5692,4066,4727,6376,4370,4455,5851,4370,3826,4156,6376,6492,6747,3684,6258,3684,6259,5623,4042,6551,4048,4727,4148,6725,3558,4333,5933,3989,6745,5933,6492
12562,4581,6003,5656,4198,4975,4370,5879,4798,3930,3964,4490,5314,6437,6760,7035,4156,4180,3986,6663,4429,3986,5868,4985,5059,4180,7035,5059,5082,4708,5087,6874,5178,5082,4987,4355,5314,6770
12563,169,6003,4077,6410,5108,6596,4011,4066,3930,4625,3825,4526,6863,5356,6994,3916,4332,6169,3570,4843,3788,6677,4768,6412,6261,6981,4912,3738,5817,3833,5839,4912,4954,6771,5255,5561,6355
12564,6346,4489,5253,6410,6963,5422,4366,3947,6463,3725,5906,6459,4511,6649,7015,4431,3895,5490,6747,6128,6565,3871,6128,4367,4113,4387,6905,6905,6141,4003,3722,5267,4366,4547,4547,6382,5412
12565,4581,1532,3842,6887,5521,6557,3597,4366,3895,3773,6656,6459,5328,5177,5161,6199,3895,5922,3597,6854,3548,6854,3895,6854,3597,6302,3597,6777,5696,7049,4262,6063,5161,4367,4825,6382,5328
12566,3878,6116,4441,4752,5458,6261,5630,6418,4904,5087,5225,3713,6437,6441,7035,3642,5817,5708,6935,4429,6755,6043,6561,4685,3557,4987,4841,3557,3557,4911,6826,5178,3557,4987,5481,4236,5257
12567,5942,6003,4441,6410,6771,5056,4311,4041,6552,5006,3825,6482,6552,5332,3824,4579,6636,3742,3538,6952,7039,4168,4065,4438,3538,5136,5691,4659,3919,3608,6102,5960,6933,5591,4702,5519,4483
12568,5942,4489,3842,3677,5885,6241,4352,3810,3895,3773,6656,6382,5328,7015,7015,6199,3895,5922,6747,6657,3548,5714,3895,6289,6128,6302,5328,4217,3773,6128,4262,6063,4366,4367,5481,3701,5328
12569,2354,2974,3090,5902,1652,3082,3569,869,6463,5320,6463,6382,4511,5177,6938,6199,3895,5922,4707,6854,3548,5281,3895,4367,5714,6302,5281,6098,4802,3595,3722,6063,4366,4367,4825,6382,5328
12570,2768,4489,4061,4120,4120,5239,3542,5920,5574,4209,6645,5574,6278,6460,3951,6215,4207,4620,6269,4207,5556,5728,4065,6399,5905,4413,6811,4237,6278,4237,5072,5946,5835,5728,6018,6372,4144
12571,5376,1784,2262,1202,1418,3609,812,4169,5507,382,5214,3963,4725,5390,6994,3821,3893,1432,1475,5160,6470,5901,5553,3546,6641,5072,4946,5260,5522,4911,4572,4913,4572,5591,4913,6372,4839
12572,3878,6116,4323,6916,5458,5264,5222,4066,4316,3607,5739,5840,5929,5929,5077,6851,5540,5490,5616,4950,4449,5539,6853,3560,4128,5438,5929,6432,4008,4128,5029,4435,5216,5490,4269,4921,3541
12573,3878,6116,3842,6726,6666,6905,3600,4066,4316,4764,5840,6102,3588,4477,4749,4477,4331,4749,5467,5054,5054,4750,5930,4200,5570,4269,5405,5570,3880,4345,4898,3880,5747,4547,5878,4898,5834
12574,6346,6837,1789,4751,6213,5168,6885,4789,6776,6213,4673,5213,6689,4916,6572,4156,4780,5213,6747,4698,5749,6126,3645,5623,4042,6031,6000,3574,5896,6858,6256,6486,6959,6486,6486,4151,6578
12575,6346,6003,5253,6410,5521,5320,4352,4366,6463,5320,6656,6459,4511,5177,4113,6199,3895,4366,4707,5221,3548,7044,6128,4367,4113,6302,6950,3895,4366,7049,3722,6063,4366,4367,5221,6382,5328
12576,5942,6003,4061,5459,5947,3678,4026,3689,6919,6148,5155,4018,6977,4776,5206,4148,6893,4965,3801,4510,5736,3755,6358,5709,3755,3755,5030,4772,5155,6591,3755,6566,4395,3755,3755,6372,3972
12577,4488,2336,4323,4129,4975,5320,6885,7008,5610,5320,6598,6382,4511,3660,6938,4156,3895,6214,5638,6657,3548,3687,3645,6854,4975,4987,5242,6098,6184,5544,4220,5178,6382,4987,4825,6382,5638
12578,671,1532,4441,1202,4954,3530,3530,6284,6832,6017,5906,4436,4482,4776,4840,6318,3582,3742,6330,6263,5957,4482,4768,3530,5421,4811,4482,5780,6410,3643,5172,6692,6726,6727,4964,5023,4812
12579,6628,5292,4061,3695,5885,5168,4886,3622,6883,6355,6543,5562,6127,6681,4199,6136,5192,5282,6671,5135,5556,6681,6065,5920,5192,4413,6681,6101,5125,3818,4245,5920,6582,6582,6588,6832,4245
12580,169,6116,3534,4046,4975,6596,5692,4066,4365,3964,5225,5886,5478,5356,5526,6905,5817,5812,6747,5721,5486,6094,6563,3563,5812,5435,4560,6905,6658,5733,5839,5267,3744,6258,6745,4664,5580
12581,6628,5292,5599,1555,6514,3082,6129,3881,5190,4465,5189,5300,5563,5377,6749,4454,6673,6178,721,3794,5854,5230,3794,4454,4371,5973,5230,5383,1785,7029,2488,3794,3794,6097,3794,3794,4454
12582,6628,3012,4061,5707,6353,5278,5770,6987,4722,4856,5707,6968,5153,4278,4722,6136,5599,6845,6671,4206,4962,5635,4098,5635,6671,6297,6558,5572,6658,7025,5900,5287,5439,7025,4574,7025,5899
12583,2768,1532,6157,5679,6526,5239,3541,4074,5574,6050,6406,5627,5153,5785,3951,5459,6155,3627,4723,6406,5792,4618,5258,6082,3682,5920,5030,4618,4591,3643,6601,5833,4668,6924,5849,5023,3541
12584,169,1532,4323,205,2102,5235,2227,1299,5838,851,4490,1452,5685,3939,3992,6644,4701,6032,6793,6793,6755,3641,5015,955,6561,6731,6614,1069,5522,4911,4286,4624,5746,6898,5015,4453,4624
12585,5942,6003,5253,5707,6903,5422,3607,4066,6883,6217,3961,5429,4924,5929,5259,6883,4009,6883,5418,6525,4879,5259,4768,5871,4880,4757,5418,4747,4264,6250,5458,4888,4888,5421,5585,6598,3777
12586,169,2336,1163,205,5846,5772,6182,4066,6908,5633,6651,4331,6304,4370,3532,4062,4331,4749,3570,4843,5054,4750,3922,6516,3880,6731,5080,5195,3880,4345,4259,3880,3880,5878,5878,6791,6113
12587,169,6003,1189,1202,6023,6283,4688,3622,6703,6998,6564,6527,3706,5356,6122,7030,1951,3564,6895,6408,3929,5951,5872,5949,6411,5438,5966,5966,3879,6877,6295,6819,3778,5951,5897,4002,6970
12588,5942,3654,4061,6410,5712,5056,5562,4066,3577,5206,6651,4054,6127,6036,5736,6464,4576,3627,3723,4743,5736,4041,4426,5942,6893,5283,5030,4772,6542,3545,4760,5751,4395,6583,6112,6372,4054
12589,6628,3654,5599,1202,5846,3565,6885,5610,5610,6998,6189,5738,5153,3565,5104,4111,6120,4566,4723,4843,5187,3672,4065,6791,5055,4413,3590,4562,5558,4345,5029,4024,6643,5311,4549,4325,3764
12590,5942,6003,4441,5459,5947,6354,3541,4054,5580,6355,6129,4054,5153,6020,5947,4026,6356,3844,5654,5563,7057,4734,6259,5709,3977,4881,4848,5823,5558,7029,6324,4739,3778,3775,6460,3775,4812
12591,6628,3654,4061,5707,5712,4445,3535,3689,4499,4428,5906,5744,6127,3603,5206,3821,5502,5437,6960,4953,3864,3729,4426,4810,5688,4792,4324,5091,5728,3902,4572,6925,4237,5311,3606,6372,3654
12592,4581,6003,4323,4046,4212,6261,3602,5046,5525,6217,3811,5671,6003,5356,6122,6411,6915,3813,4675,6122,6312,5667,5525,4941,6411,5438,5355,6122,6122,4675,5120,5525,6122,6122,6599,4921,6647
12593,6628,3654,4061,5707,5463,4445,6712,3689,3577,6148,5506,5744,5744,3603,5511,6811,3624,3627,6960,4004,3542,6841,4406,5709,6246,4881,6118,4237,5522,6077,4572,6371,4237,3767,5913,6372,6460
12594,4581,2336,4124,6384,4705,5168,6885,5610,5610,6213,4630,5340,3688,5449,4388,4156,6647,4174,6747,4135,5335,6145,6384,5988,5335,6551,4048,3741,5896,6858,6256,4624,6999,6198,6233,5851,5068
12595,6628,3654,4061,5459,5947,5056,6079,5937,5190,3802,6406,6984,5153,4776,6288,6025,6053,5282,3723,4794,6193,3829,4594,6359,5030,3795,5030,4772,4591,3545,5947,3829,6533,4102,5647,3829,5580
12596,671,2974,4323,4681,6694,6557,6117,6253,5611,5320,5906,6298,4725,5195,6994,6905,4625,4749,3570,4843,5659,4713,3922,6516,6128,6731,6567,5195,6209,4345,5613,5613,5747,5490,5613,4713,5861
12597,5942,3654,4061,1202,5712,5056,6079,3689,3577,4815,4379,5455,6127,5562,4815,3861,4865,5524,5661,5712,5736,5975,5524,4032,6246,4881,6118,5091,4148,6902,6333,5661,6454,3581,4886,5736,5258
12598,2283,5292,5599,5679,5846,6329,3569,4169,5673,6811,4051,3783,3783,5618,4051,6329,6540,4427,3672,4843,4191,3672,5522,6955,5737,6540,4946,3626,5522,6849,4259,6732,6345,3889,4549,6329,6329
12599,4488,6003,4441,5902,5261,3957,3607,5666,4316,6062,5225,4150,4511,5929,4486,5005,6909,5539,5620,3708,4407,5546,4389,4200,4803,4413,5418,4747,5620,4435,6880,3739,5216,5490,5585,5215,4297
12600,6628,3654,4061,5976,2461,5239,3541,4074,6832,6582,4074,3754,5562,5105,3951,3861,4081,5429,6790,3925,5556,3754,5258,5925,6588,4413,6608,4081,6399,4949,4245,6790,5216,6363,3576,5105,3541
12601,3878,3925,3534,6384,4705,5168,6885,5851,5610,4673,4099,5213,6689,4916,6858,4156,4780,5213,4048,6349,5213,6000,3878,5623,4099,6031,6000,3574,5896,6858,6256,6486,6572,6486,6486,4151,6928
12602,3878,6003,3842,6384,4975,4570,5879,6315,3930,4769,6598,5548,4511,6760,7035,4156,4701,3986,6559,4429,5548,6043,6561,3623,4975,4987,4048,4094,5548,5087,6874,5178,6999,4987,6559,5314,5257
12603,4488,2336,4323,4046,6937,3679,3882,4066,5414,6998,6364,5890,5685,5832,7035,6851,4701,6544,6663,6851,5486,6851,6563,4225,5805,6723,6532,4570,5686,6614,6874,7024,5082,4453,5791,4453,7033
12604,671,2336,4323,6916,5458,5422,6182,4798,5682,6998,5362,5886,4766,5929,4506,6318,4768,5235,3961,5362,3638,6596,4768,3638,4837,6481,4768,4747,3732,6481,5893,5267,4837,4539,4195,5893,4766
12605,6628,3654,5599,1202,4962,6781,4493,3622,4722,5278,4512,6968,6127,6016,4115,4376,6650,4834,6671,5762,4376,4376,4456,6650,6824,6824,4376,5272,5592,4911,4910,6991,5835,5591,6824,5519,6524
12606,6628,3654,5599,5679,5574,6735,3569,4169,5453,5104,6884,3951,5153,4792,3951,4091,4336,3627,1475,4049,5854,6674,5618,1475,5485,4792,5499,5189,6674,5679,5977,6638,6674,6969,5647,6372,3764
12607,5376,2974,4323,771,2908,3373,5376,3987,4262,6017,5376,6298,4725,4107,5376,6644,3727,5209,5616,3725,6424,6548,5738,3727,6107,4898,5405,5570,3551,4911,6874,5834,4761,6925,6490,5295,5834
12608,169,6003,3534,5409,2962,4591,3541,6131,4835,6355,6543,5694,5153,5929,3951,3861,6438,6290,4649,4510,5736,5639,5639,6872,6274,4510,5030,4772,4591,4510,5175,3738,5991,4538,5991,5561,6996
12609,5942,3654,4061,3677,7044,5168,5562,4066,5153,4038,6079,6845,5153,6845,4665,6464,6248,4254,5385,4258,5736,6841,4426,5709,6261,4978,5030,4772,6542,5605,4247,5751,3905,5919,6049,5433,4785
12610,169,3957,4323,4129,4975,5714,4352,3810,4262,5386,6656,6459,5844,5177,5075,3781,6657,5431,5533,6657,3548,6854,4648,4360,5018,6657,4543,4543,5696,7049,6272,6373,4473,6374,4825,4280,6657
12611,6628,2895,5599,2776,5846,1285,3782,2531,6609,4635,4635,6482,5072,6735,4051,7021,4830,5720,5732,5858,4191,6400,5522,6594,3908,4706,5180,6547,5522,3863,4898,6849,5835,5528,3606,4898,6329
12612,6346,1532,4441,6028,4752,6261,3604,6114,5273,5576,6114,3737,4725,4107,7040,4589,3957,6030,5401,6424,5736,6030,3982,955,6261,6981,6660,5273,6579,4911,5839,5452,4741,4214,5452,6372,4741
12613,6628,3654,4061,3677,4962,5168,6712,3622,3577,5567,4379,4018,6127,6681,4665,4426,5599,6931,6960,5297,5055,3845,4426,5709,6588,6832,4665,4665,4148,3902,5316,4256,4395,6583,4574,3805,5870
12614,169,6116,4441,6916,5458,5422,5222,5583,4172,5576,5225,5085,5009,3950,3867,6851,3867,5490,6114,6851,4407,6851,4897,6972,6611,6787,6851,3867,5129,6934,5508,7024,4629,6851,6851,6851,5060
12615,5942,3654,6157,3234,4705,5168,4886,4466,5190,4815,6839,6089,5491,6460,4815,3861,4304,3665,5088,5455,3644,6930,6148,5455,6429,4591,3590,3925,4148,4039,6333,5455,5627,3581,5849,3829,3541
12616,5942,6003,4061,3677,4705,5168,4493,5610,5610,3924,5396,5170,6127,6036,6572,4156,3924,4333,6747,4743,5933,5584,6563,5623,5335,6551,6076,3741,6364,6858,6256,6486,5584,6707,6486,5933,4812
12617,2768,3925,5253,3677,1418,5358,6212,6841,6832,6355,6046,4393,4924,5929,6248,6065,4009,5429,4066,5698,4611,5114,4406,6430,5688,4413,4560,5823,4026,5733,4245,4464,5036,5153,6762,4664,5580
12618,6346,6003,4441,6410,5458,5151,5222,4066,5682,5739,5362,5570,4389,3950,4199,5243,5739,5539,3786,5698,5556,5667,5930,6265,4128,7047,6513,6101,6523,4128,4245,3786,5216,6046,5806,4921,4245
12619,3878,6003,3842,4459,4975,6557,4352,7010,3895,3773,6656,6459,5328,5177,7015,6199,3895,5922,4707,6657,3548,6472,3895,6854,4113,6302,5328,3895,5696,7049,6272,6063,4825,4367,4825,6382,5328
12620,6628,3654,4061,3677,4853,5056,5937,4041,6406,5278,6406,6362,5778,6218,6227,6933,4641,6169,6406,6952,6359,6930,4768,6218,4458,6396,5030,4662,3983,5089,5172,4986,6933,6046,6406,6348,4932
12621,4488,6116,4323,4152,4212,4468,5416,6418,5273,3964,6114,5085,5685,4107,3532,6750,3957,4965,6114,6424,5736,3641,5155,6981,6261,5433,6030,6103,5433,6103,6874,5452,4741,6993,6205,4664,4581
12622,5942,6003,3842,5088,4119,6758,6539,3870,6919,3924,5906,6722,5300,4371,4840,4101,6673,6592,4649,4403,5420,5420,3881,5713,5646,3881,5030,5420,6831,5123,5977,5496,6539,5943,4812,5023,4812
12623,6346,2336,6157,4046,4066,5422,3882,4066,6832,6217,6046,3786,6019,5356,4199,6851,6054,5235,6992,3774,4001,3846,4768,4084,6411,4419,6535,6101,5035,4001,7007,3967,5036,6046,4647,5893,6693
12624,6628,3654,4061,5707,6353,5278,3607,4066,5580,3871,5351,5429,5153,4919,6248,6905,5264,5429,5429,5682,6717,3918,6259,5925,4803,4134,4560,5823,3932,6500,5870,4989,5687,6582,5580,4664,5580
12625,2768,3012,4124,5707,4975,5422,3871,4798,5610,6213,6778,5340,4992,6974,4683,4156,4388,5074,5078,5068,4611,6198,3645,3791,6974,6115,4901,3741,6833,5577,6256,6974,5251,3955,6233,5851,7003
12626,3878,6837,4323,4600,6666,6905,4769,3947,5682,6998,6598,3786,4511,5929,6686,3786,5374,5490,3786,4006,4407,6596,5930,6998,5490,4757,5418,4747,5244,6711,7007,5374,5036,5490,6026,4664,5244
12627,5491,3654,5599,5482,2803,1285,3600,5937,4566,6017,6406,4613,6977,6036,3951,6992,4637,3627,3801,3651,6445,5607,5872,3871,3801,5920,5030,4772,4591,4863,5508,3975,6799,3690,3745,5336,4245
12628,5171,6837,4441,6887,2282,5798,6225,6874,5682,382,6103,1452,6107,2747,5376,1226,1069,1432,2742,4207,4795,2747,3832,6103,6107,2742,6107,2724,6579,4911,1923,3455,5216,2564,3668,1358,6223
12629,6628,3654,4061,5707,4120,5239,3542,5920,5574,6155,5125,5574,6278,6460,4938,4579,6155,5905,6671,6155,5556,5728,4065,6399,5905,4413,6185,4237,6278,4237,4245,5946,5835,5180,3606,6805,4144
12630,2283,1532,6157,5459,5947,6758,3733,4054,5190,4815,6129,3812,5300,4054,5947,5881,5409,3627,3665,4794,6240,5639,3733,5300,5646,4881,5881,5189,5558,3545,4102,6007,6581,4102,5647,3733,4812
