ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32
14657,53,347,347,260,455,765,648,758,766,683,661,552,464,770,793,770,770,770,770,540,770,770,770,770,770,770,770,770,770,770,770,770,770
14658,53,722,398,551,325,708,518,722,438,459,660,693,597,597,629,728,685,485,583,629,685,797,685,685,445,806,685,685,583,685,806,685,685
14659,53,347,38,618,214,335,295,479,515,480,797,665,580,708,479,479,675,680,514,514,540,540,540,675,514,514,514,514,514,514,514,708,514
14660,53,347,347,386,388,510,734,440,693,688,721,653,807,495,614,538,479,538,643,643,708,580,708,643,597,764,518,720,432,712,764,764,764
14661,53,347,347,100,748,188,502,703,142,678,595,622,314,345,46,622,173,114,735,605,735,605,541,734,595,605,469,739,521,541,541,541,581
14662,53,82,71,647,581,657,674,700,485,696,518,657,471,416,657,657,657,416,416,416,416,717,717,657,700,717,717,717,717,717,717,717,717
14663,335,130,14,140,783,416,507,539,651,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583
14664,53,347,347,329,482,799,332,433,624,662,510,544,440,553,507,507,533,552,670,484,506,426,484,484,523,484,484,752,484,484,523,484,523
14665,53,347,347,502,405,621,308,411,801,414,784,695,611,538,712,601,601,601,792,766,802,485,764,611,597,468,485,651,485,655,538,468,651
14666,53,347,347,316,31,82,323,182,148,713,561,745,555,765,555,618,595,618,613,501,501,472,472,472,472,770,472,472,472,472,472,472,472
14667,366,136,281,303,64,174,423,412,768,273,620,794,794,809,660,714,728,671,736,701,809,701,701,809,701,671,701,701,701,701,671,701,671
14668,53,347,347,777,586,527,374,298,406,344,433,467,666,750,750,599,599,777,558,433,777,433,433,777,777,777,433,608,608,608,608,689,433
14669,53,28,38,17,440,54,121,787,788,547,553,598,661,724,804,461,677,727,727,656,727,802,575,623,563,514,514,802,749,623,458,802,507
14670,53,347,347,295,689,54,204,672,799,418,482,571,457,737,737,571,737,422,467,737,737,737,737,737,737,737,737,737,737,737,737,737,737
14671,53,347,376,620,85,697,571,439,650,650,537,537,585,732,650,553,519,732,519,519,519,519,585,537,537,537,519,537,537,585,537,537,519
14672,53,347,347,805,181,673,410,667,616,499,752,752,752,607,607,752,423,601,607,410,756,584,601,601,601,601,584,776,601,584,584,601,584
14673,53,46,359,177,432,531,537,521,666,521,521,521,521,521,521,521,521,521,521,599,521,521,521,521,490,521,521,521,521,791,521,521,521
14674,53,195,252,693,693,693,693,638,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693
14675,53,347,347,608,439,9,519,697,586,586,519,586,586,422,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586
14676,53,347,347,309,162,377,768,738,607,547,548,414,801,556,410,565,756,756,508,785,508,680,806,508,667,806,601,722,770,508,738,601,601
14677,53,718,372,763,115,605,789,481,500,742,594,429,477,671,671,273,671,671,671,671,671,671,722,508,671,671,671,671,671,671,671,671,671
14678,53,347,347,537,593,732,732,563,759,563,563,563,518,454,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563
14679,53,347,347,169,134,205,211,333,37,323,261,113,293,16,177,21,555,261,595,525,555,734,729,555,555,553,555,468,459,553,553,459,729
14680,53,347,347,574,489,44,335,241,113,391,391,309,462,587,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462
14681,53,191,347,511,179,111,696,515,423,487,411,782,657,710,446,416,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714
14682,53,656,320,170,683,133,463,736,485,677,508,463,693,478,648,784,410,648,607,667,607,607,423,410,655,423,667,686,667,667,457,667,448
14683,53,251,161,89,281,632,556,417,417,457,804,674,674,674,725,674,674,674,592,788,674,674,674,674,674,674,674,674,674,674,674,674,417
14684,53,156,28,801,359,71,283,647,691,456,409,758,634,691,764,764,764,728,751,428,751,751,736,728,736,736,736,736,691,456,691,751,456
14685,53,347,347,708,804,391,629,594,722,468,782,756,423,594,410,667,410,667,667,804,423,423,536,536,536,556,536,449,721,556,518,556,584
14686,53,347,347,162,787,59,757,434,547,594,572,510,434,547,687,434,434,434,434,423,434,434,434,434,434,434,434,556,434,556,434,434,594
14687,53,237,113,208,632,558,679,509,430,810,505,713,464,464,663,754,779,110,647,132,295,132,132,583,739,295,110,110,647,725,110,110,110
14688,53,347,347,567,540,485,407,798,499,665,722,477,722,584,722,556,536,770,804,434,434,434,770,434,434,434,434,434,434,434,434,434,434
14689,53,347,347,485,89,481,100,722,445,434,615,673,411,496,496,581,510,496,496,496,594,496,496,620,485,518,752,730,496,720,496,730,720
14690,15,309,124,126,769,5,569,177,576,539,596,517,508,493,445,683,517,722,660,517,809,797,722,768,768,789,768,517,789,459,445,760,620
14691,53,283,43,763,594,19,522,721,658,804,488,712,423,708,708,811,770,648,556,556,584,584,514,451,708,811,811,584,752,752,730,752,540
14692,53,336,264,691,683,691,583,482,149,486,486,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503
14693,123,379,101,783,647,712,71,734,142,9,9,246,649,649,590,678,108,590,469,704,605,590,632,199,686,605,632,686,605,590,3,740,630
14694,607,732,273,747,403,784,590,780,478,505,705,453,505,793,437,793,793,505,730,505,505,730,730,517,793,730,793,793,730,484,793,793,730
14695,53,347,347,347,37,399,604,745,579,612,89,444,243,444,476,635,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476
14696,53,347,347,496,28,654,498,422,639,750,639,718,639,718,718,271,401,646,777,718,646,777,249,401,566,718,718,718,401,566,566,566,401
14697,53,347,347,707,747,671,319,493,722,650,722,416,446,446,806,446,576,657,576,806,446,576,615,429,429,446,576,412,806,806,576,657,806
14698,53,347,347,653,720,558,718,556,465,761,527,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639
14699,53,256,25,203,790,321,736,420,673,523,615,523,634,677,753,715,786,677,677,677,677,677,485,677,677,677,677,776,597,597,776,677,485
14700,53,347,347,136,24,353,769,479,535,408,447,612,479,450,524,687,647,608,647,623,533,629,650,533,533,533,524,517,489,647,703,647,524
14701,53,347,347,382,174,554,492,620,717,474,547,547,547,522,449,448,756,784,766,499,499,701,616,499,499,616,752,536,791,474,616,616,536
14702,53,747,43,470,416,780,478,773,773,647,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773
14703,53,347,347,808,435,498,808,750,433,419,599,599,439,439,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599
14704,53,806,338,615,683,41,134,794,478,698,629,657,773,698,698,760,698,698,698,698,698,429,429,429,698,657,576,576,416,416,416,416,416
14705,222,0,762,237,523,726,427,417,801,788,454,762,762,801,457,792,762,762,633,762,423,762,762,801,762,762,762,762,762,762,762,762,762
14706,53,565,164,114,321,763,32,110,510,802,471,464,455,754,731,199,731,731,470,767,617,767,767,493,617,474,493,493,493,493,493,493,493
14707,53,347,347,204,323,770,464,503,785,476,773,492,769,698,698,539,698,806,548,698,569,569,569,806,806,806,569,685,416,569,569,569,569
14708,229,805,251,746,133,306,446,693,428,428,810,657,518,647,775,797,693,480,575,480,810,775,480,480,480,480,647,647,647,683,784,775,647
14709,53,748,114,366,724,531,662,526,663,732,537,732,732,585,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732
14710,222,225,287,231,306,68,776,648,803,760,691,496,736,803,517,730,517,472,517,517,588,736,793,472,736,736,736,445,565,736,736,768,565
14711,53,347,347,264,409,782,611,746,725,515,456,773,647,635,515,565,515,758,525,515,797,488,660,525,660,660,660,660,660,660,660,660,660
14712,53,347,347,494,424,603,110,721,711,561,440,550,491,491,550,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491
14713,53,347,347,603,449,696,481,804,667,509,468,522,468,601,752,752,665,522,810,627,522,753,746,522,522,522,522,522,522,522,522,522,522
14714,77,691,637,105,101,615,420,590,806,657,691,539,429,548,806,758,416,572,657,569,569,539,657,657,569,657,657,657,657,657,657,657,806
14715,53,347,347,347,538,269,398,488,623,712,602,413,695,695,695,552,552,610,413,552,758,413,552,577,488,552,552,552,493,552,552,552,784
14716,53,378,286,166,224,308,342,539,685,687,654,459,517,589,557,597,697,589,801,488,697,654,654,697,422,654,422,422,451,697,697,517,710
14717,53,347,347,458,195,782,115,699,753,580,587,776,577,596,776,776,596,635,596,520,596,776,596,596,635,694,596,142,528,528,596,596,528
14718,53,283,345,623,683,93,776,417,303,478,68,713,713,303,255,255,540,540,36,105,53,364,255,671,260,194,260,603,31,378,174,603,174
14719,53,347,347,537,472,432,559,639,767,519,767,684,527,519,527,783,599,767,432,467,666,419,467,467,467,432,467,467,467,467,467,467,467
14720,53,347,347,463,401,480,613,613,601,486,613,705,756,487,573,440,477,487,487,487,487,487,487,487,487,487,487,487,487,487,487,243,487
14721,53,5,330,771,730,661,805,455,665,575,665,602,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665
14722,53,347,347,632,620,390,477,453,695,656,556,798,457,667,775,658,658,417,658,775,775,798,417,708,655,708,655,655,581,655,655,655,712
14723,53,347,347,517,165,358,0,798,431,756,696,761,766,752,752,756,547,547,547,547,547,692,547,721,721,547,721,463,721,721,721,721,721
14724,53,347,28,651,321,657,191,481,651,420,721,540,768,683,505,722,683,428,701,428,751,751,722,722,505,722,722,722,722,722,722,722,722
14725,53,347,347,45,696,155,317,799,686,686,521,571,788,424,571,586,586,586,586,586,586,586,586,586,586,586,571,586,586,586,586,586,586
14726,53,347,347,689,689,466,370,20,389,31,229,123,368,117,690,742,742,742,742,476,682,790,690,476,476,476,690,476,690,690,476,690,690
14727,53,130,30,394,735,104,489,472,518,711,490,475,561,561,605,637,681,637,659,637,637,605,637,763,763,637,637,637,802,637,735,735,637
14728,53,347,347,8,566,290,121,440,506,600,656,656,705,459,455,504,455,490,490,455,490,490,490,490,490,490,490,490,490,490,490,490,490
14729,53,347,347,656,379,553,735,519,600,600,512,608,600,600,711,557,749,418,559,711,559,559,559,559,559,559,559,559,432,559,559,559,559
14730,53,347,347,487,196,219,321,128,177,342,671,249,687,517,687,768,794,768,474,524,768,128,462,134,434,656,802,577,434,510,802,535,629
14731,53,347,347,74,62,672,650,448,630,688,531,668,688,688,600,688,589,807,688,688,688,654,654,654,654,654,654,654,654,571,654,654,654
14732,53,347,347,800,649,527,397,791,545,630,799,574,697,697,697,697,697,642,432,697,697,642,642,642,697,432,642,432,759,549,549,549,759
14733,53,347,347,14,132,340,494,435,661,458,435,661,661,668,661,661,578,578,578,668,661,661,638,661,661,661,661,661,661,661,661,661,480
14734,53,347,347,581,302,495,547,549,557,435,545,504,749,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507
14735,53,347,347,301,648,329,51,709,550,741,485,741,741,741,634,634,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741
14736,53,321,345,557,505,663,507,417,593,545,762,727,778,707,707,593,513,427,792,684,618,427,618,618,684,618,684,618,618,618,618,618,618
14737,53,347,347,187,511,719,54,43,83,713,800,493,800,800,713,713,692,629,794,484,702,779,779,809,779,779,779,779,779,779,779,779,779
14738,53,347,347,569,106,559,303,423,514,423,784,658,784,784,784,486,509,509,737,509,509,463,509,509,509,463,509,509,509,509,509,509,509
14739,53,586,394,572,43,378,295,213,149,43,699,503,619,619,619,459,459,503,503,770,770,699,675,675,675,675,675,675,619,675,619,619,619
14740,53,347,347,371,121,566,705,672,504,775,504,504,705,504,504,737,504,504,504,504,504,494,504,504,737,737,504,504,504,504,504,560,504
14741,53,347,347,271,732,332,406,558,666,599,772,772,599,571,599,441,599,599,437,558,608,558,558,646,778,558,558,558,558,558,558,558,558
14742,53,174,232,56,648,319,99,139,728,682,620,569,673,249,760,760,594,760,768,760,768,760,557,594,760,594,760,760,760,760,760,760,594
14743,53,347,347,494,417,140,740,697,749,749,484,721,432,749,419,563,697,592,507,507,418,697,418,545,697,498,507,507,695,788,749,697,437
14744,53,347,347,306,363,496,513,504,735,561,695,552,630,630,545,545,545,687,448,423,448,489,448,762,448,788,448,423,549,448,788,788,788
14745,53,347,347,245,345,212,495,511,596,481,417,623,110,702,110,110,689,474,656,110,110,110,110,504,768,110,110,504,110,110,110,675,504
14746,53,347,347,620,751,411,451,753,621,437,804,520,480,481,575,683,481,804,625,625,625,683,480,751,730,804,804,727,804,804,804,804,804
14747,53,347,347,695,802,491,738,601,415,415,708,451,708,677,488,651,680,720,680,460,509,488,623,724,460,724,720,460,460,460,540,460,683
14748,53,347,347,518,516,388,463,703,808,625,727,575,727,575,780,780,780,780,780,780,780,780,780,430,430,480,480,480,775,480,480,480,775
14749,53,347,347,316,231,462,330,109,708,666,185,666,666,666,666,666,705,517,666,445,426,666,666,666,666,666,666,666,666,666,666,666,666
14750,53,113,171,621,406,706,511,766,498,474,549,726,804,600,484,737,484,484,484,654,666,523,628,705,484,583,583,523,583,583,771,583,583
14751,53,347,347,139,118,290,686,686,545,457,533,707,510,737,727,578,578,578,663,593,775,791,578,509,560,496,560,762,686,578,496,514,496
14752,53,347,347,194,194,620,515,728,691,609,577,621,434,725,597,597,597,708,780,609,708,780,604,780,609,609,708,609,609,609,609,780,780
14753,53,347,347,596,123,676,694,769,648,809,510,578,523,578,447,447,773,447,447,615,636,487,636,594,447,615,615,615,615,615,636,636,636
14754,53,347,347,418,711,419,586,498,778,778,743,419,448,599,772,249,692,692,765,765,772,692,511,432,692,771,692,504,497,692,497,497,692
14755,53,245,131,526,653,414,14,249,431,504,783,754,754,596,771,618,431,791,249,426,526,474,798,513,448,489,754,560,711,754,538,538,538
14756,53,320,66,199,374,524,505,487,677,472,803,715,725,725,508,715,715,728,715,715,715,715,715,715,715,724,715,715,715,715,715,715,715
14757,53,347,347,161,220,231,416,695,656,626,726,519,666,466,666,482,524,557,431,510,510,431,778,466,552,783,629,783,660,474,442,474,474
14758,53,145,347,276,248,459,725,86,803,576,722,797,806,698,416,446,698,429,416,416,416,416,416,416,416,416,416,416,416,416,416,569,416
14759,53,347,347,110,635,570,123,424,370,183,48,20,676,690,690,690,690,690,690,345,690,690,690,690,476,690,690,345,690,690,690,476,690
14760,53,347,347,766,635,318,372,386,375,143,253,811,128,150,619,321,491,128,462,548,548,723,548,548,103,103,548,273,100,103,342,86,103
14761,53,347,347,435,515,80,561,614,636,775,636,691,645,645,415,636,696,485,636,523,636,636,636,636,636,636,636,636,636,636,636,636,636
14762,53,347,347,607,194,191,196,36,524,618,554,805,722,581,438,581,581,660,420,581,760,722,730,760,660,760,660,434,660,701,447,447,671
14763,53,347,347,327,612,170,286,95,491,619,11,11,491,491,491,491,681,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491
14764,53,347,347,580,26,280,396,458,520,661,512,464,512,536,536,536,536,512,512,512,512,536,512,512,512,512,512,512,512,512,512,512,512
14765,53,347,347,252,11,530,422,593,561,199,735,249,249,506,754,562,692,692,692,387,98,98,98,98,373,735,735,553,659,711,771,771,711
14766,53,347,347,806,257,400,683,410,550,626,468,689,689,689,626,448,448,450,607,556,410,687,410,410,410,687,410,410,410,687,410,687,410
14767,53,347,347,636,480,694,51,5,177,49,714,134,253,273,134,36,273,273,594,798,614,760,618,760,760,493,594,594,493,549,549,549,549
14768,88,315,130,806,582,685,47,747,766,489,591,810,660,708,810,745,763,763,763,745,763,745,745,763,763,763,763,745,745,745,745,745,745
14769,53,674,199,266,763,558,775,550,614,470,517,604,493,583,614,434,434,434,413,459,459,583,583,583,583,459,459,629,474,629,629,629,629
14770,53,347,347,223,638,148,633,703,496,413,496,436,730,561,517,453,453,802,496,683,437,809,809,522,724,496,724,809,724,811,445,522,522
14771,53,347,261,630,643,538,437,754,504,504,494,688,557,494,513,504,755,526,788,526,526,526,526,526,526,546,526,718,426,566,668,791,791
14772,53,325,339,333,206,713,631,615,803,492,806,615,615,698,698,492,806,492,456,471,806,698,782,456,456,456,456,456,456,456,456,456,456
14773,53,347,347,423,610,440,166,199,802,273,802,791,754,464,483,779,483,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,558
14774,53,347,347,284,108,498,777,750,750,718,639,419,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639,639
14775,53,347,347,679,698,429,364,508,548,446,429,722,615,576,806,492,412,572,657,412,539,539,539,477,487,569,487,555,555,555,555,555,134
14776,53,340,316,602,303,763,788,459,668,747,411,524,615,492,492,492,492,578,492,492,492,492,492,492,492,492,492,492,468,492,492,492,492
14777,53,347,347,452,43,801,775,468,538,658,514,699,455,580,454,674,484,592,638,592,638,484,484,459,484,592,638,638,478,770,725,797,604
14778,53,347,347,432,253,779,483,656,779,437,726,626,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440
14779,53,347,347,552,271,502,749,426,642,432,546,642,568,750,769,560,610,457,610,610,610,610,642,610,610,427,447,610,427,447,427,545,642
14780,53,809,384,457,547,448,509,695,707,570,610,810,610,610,610,610,610,651,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610
14781,53,598,308,721,576,485,428,457,514,782,665,455,455,417,658,417,658,455,658,658,658,788,658,658,556,658,788,658,658,658,658,658,658
14782,53,347,347,299,420,157,607,414,607,667,806,410,410,548,548,134,548,485,594,548,667,437,754,531,463,660,463,660,434,584,463,581,581
14783,53,776,114,446,782,654,776,724,752,601,451,747,575,776,522,792,680,776,680,550,776,776,776,776,680,776,776,776,776,776,776,776,776
14784,53,347,347,43,592,811,556,747,556,411,717,730,700,423,775,571,758,797,413,758,500,706,769,435,451,463,725,463,725,725,725,725,725
14785,53,171,347,43,106,695,788,449,470,560,568,736,447,533,717,447,566,566,566,487,717,717,566,566,566,769,566,566,566,566,566,566,566
14786,53,347,347,604,567,567,756,127,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567
14787,53,347,347,66,32,51,211,742,577,623,523,615,523,677,523,633,788,500,801,762,762,786,786,786,786,786,762,786,762,786,762,786,786
14788,394,66,345,685,473,118,467,791,598,668,598,668,494,697,464,470,779,470,464,483,464,483,656,503,483,483,483,483,483,483,656,483,483
14789,53,347,347,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519
14790,53,347,347,215,792,134,280,414,514,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682
14791,53,347,347,195,407,301,134,660,543,477,790,790,790,551,709,790,682,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790
14792,53,347,347,755,509,527,778,537,600,519,527,778,571,571,406,654,465,406,418,418,406,406,406,418,418,418,418,418,418,418,418,418,418
14793,53,347,347,697,640,808,732,437,474,759,504,759,608,557,654,688,494,494,526,494,494,654,654,654,654,654,654,654,654,654,654,654,654
14794,53,347,347,570,725,423,597,481,591,591,802,705,540,582,451,540,540,540,587,505,505,409,725,505,730,505,505,505,505,505,505,505,505
14795,53,347,347,3,0,698,634,472,495,682,407,748,551,682,612,682,551,551,551,551,551,551,551,551,551,551,414,407,407,407,787,407,407
14796,276,130,179,750,732,754,623,721,769,592,502,769,502,633,697,449,721,408,563,563,435,563,420,507,507,507,464,507,654,654,654,654,600
14797,53,347,347,319,155,229,439,624,771,608,574,574,521,418,630,688,600,448,448,448,448,654,711,448,448,448,711,419,743,448,448,448,448
14798,53,347,347,284,206,500,246,735,204,38,185,210,506,506,387,387,475,501,506,501,501,506,506,506,506,506,506,506,506,506,506,506,772
14799,53,347,347,580,303,381,94,763,95,802,213,531,472,714,736,736,712,745,745,745,745,745,763,745,763,763,745,745,763,745,745,763,763
14800,123,696,279,698,281,339,747,664,551,789,626,616,499,434,423,431,538,423,423,423,423,423,604,604,423,423,423,423,423,423,423,633,423
14801,53,347,347,540,162,174,455,683,680,487,615,492,492,539,758,758,758,717,758,717,758,758,758,758,758,758,758,758,758,758,758,758,758
14802,53,347,347,507,64,761,778,527,527,527,808,419,432,799,652,808,432,808,432,432,432,419,432,419,419,419,419,419,498,419,419,419,419
14803,53,166,347,507,271,417,596,711,557,510,594,672,697,808,424,558,424,558,558,558,470,437,689,568,418,568,761,558,662,418,432,432,418
14804,53,7,273,805,203,109,487,590,568,602,423,658,667,458,766,610,570,610,651,538,633,610,633,633,633,633,651,633,633,633,633,633,633
14805,53,783,43,412,339,86,805,730,411,674,721,592,448,568,638,592,708,788,489,788,489,594,463,674,651,489,747,593,651,713,810,762,810
14806,180,150,71,244,114,335,222,394,647,714,647,629,735,595,595,469,595,595,469,469,469,469,469,134,569,595,595,595,735,595,468,134,569
14807,88,580,383,95,88,496,569,493,730,592,496,645,447,447,698,492,447,806,568,568,522,531,634,522,468,522,522,627,500,627,627,627,695
14808,53,347,347,752,723,634,547,769,769,786,801,806,698,576,620,620,429,429,657,657,657,657,657,657,576,576,576,576,576,698,416,539,576
14809,53,347,347,628,515,232,550,648,671,591,477,523,540,730,613,472,472,472,472,765,472,472,524,477,472,472,472,472,472,472,472,472,594
14810,53,548,134,447,539,150,183,674,505,523,455,647,451,708,701,581,420,503,811,455,420,687,647,420,687,811,687,687,581,655,448,489,655
14811,53,563,163,142,271,506,710,552,552,725,436,556,643,643,688,688,653,556,653,451,653,653,716,716,716,643,643,803,643,648,643,643,643
14812,53,347,347,318,723,531,137,558,545,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593
14813,53,347,166,784,407,322,224,590,720,790,304,417,745,489,417,596,780,612,780,592,592,661,712,595,592,590,595,595,590,590,590,592,590
14814,53,347,347,159,611,151,289,497,791,452,556,556,666,608,433,527,599,599,599,599,599,599,599,563,563,599,599,599,599,599,599,599,599
14815,253,792,312,752,281,379,689,513,805,805,450,797,735,605,469,469,469,735,735,735,735,469,735,735,735,735,469,735,735,735,618,735,735
14816,53,347,347,517,597,321,673,480,703,480,703,748,515,748,753,776,665,705,409,747,748,748,753,748,703,409,409,748,725,725,725,725,747
14817,53,168,398,749,385,5,725,557,420,517,793,793,752,576,776,437,620,471,797,492,492,492,492,492,492,492,492,492,492,492,492,620,620
14818,53,347,347,65,527,217,85,506,781,110,199,199,466,490,466,521,521,466,466,466,466,466,466,466,466,466,466,466,466,466,666,666,666
14819,53,347,347,332,423,370,110,668,787,697,494,466,711,466,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494
14820,53,347,347,71,6,340,449,663,507,427,507,656,419,437,437,437,574,688,654,688,688,654,667,667,688,654,667,667,654,563,563,563,419
14821,53,347,347,696,281,705,687,776,528,753,665,613,456,753,753,703,753,753,753,613,753,613,613,753,613,613,409,409,613,753,753,634,613
14822,53,288,227,691,608,259,623,624,783,545,549,557,413,504,413,582,808,754,504,504,504,713,768,557,474,660,474,797,768,503,504,470,503
14823,53,347,347,667,389,332,431,432,696,432,586,623,422,799,792,684,656,656,435,808,519,547,643,643,686,686,643,389,643,467,325,712,686
14824,53,66,261,132,79,473,595,762,429,446,438,634,496,803,763,496,565,736,736,776,722,776,736,736,722,615,508,508,728,508,508,508,508
14825,53,347,66,792,508,347,802,701,615,528,446,683,445,517,705,730,730,720,647,434,687,730,730,730,730,594,730,730,730,730,730,730,730
14826,53,347,347,431,503,631,809,364,480,692,505,558,809,683,810,585,480,480,480,480,480,661,480,480,480,679,480,480,704,480,480,480,661
14827,53,347,347,556,420,569,295,505,481,570,420,770,725,480,505,515,585,480,628,587,480,480,480,661,661,480,480,480,480,480,480,722,480
14828,53,211,347,320,807,635,705,590,568,470,756,594,470,798,699,731,553,714,565,731,711,565,638,638,565,565,550,550,565,463,672,672,565
14829,53,28,53,199,194,129,439,783,596,557,735,590,731,596,785,731,754,754,754,638,424,560,539,638,560,638,638,560,638,638,638,638,638
14830,53,347,347,480,736,188,722,123,615,572,797,581,492,657,806,569,528,528,528,528,806,528,528,416,528,416,528,657,528,528,416,528,416
14831,53,347,347,650,545,580,762,610,601,623,507,468,468,473,651,538,695,720,788,747,720,720,610,408,720,720,423,720,720,417,423,610,610
14832,53,347,347,401,53,87,517,766,551,472,515,780,747,554,673,673,793,488,715,715,428,448,428,409,751,747,747,437,747,496,496,496,747
14833,53,347,347,802,192,356,414,523,654,459,752,594,413,411,456,581,677,673,673,673,581,673,411,411,411,411,411,411,411,411,411,411,411
14834,53,347,171,693,775,518,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693
14835,53,347,347,451,366,643,427,474,507,559,510,705,504,504,533,557,536,510,693,504,536,504,504,504,504,504,566,484,504,510,557,504,557
14836,53,347,347,650,213,753,53,673,597,758,751,480,765,758,471,539,539,539,539,416,416,446,446,471,446,416,446,446,446,446,446,446,446
14837,53,46,347,576,736,312,391,449,474,778,681,600,802,774,778,802,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778
14838,53,197,70,523,318,222,809,547,463,626,698,565,547,414,594,741,615,508,615,581,495,495,673,636,539,615,495,495,636,495,495,426,495
14839,53,345,394,679,801,776,297,602,787,464,602,770,464,417,699,699,693,727,699,699,699,459,699,699,699,699,699,699,699,619,699,699,699
14840,53,347,347,375,649,282,467,464,684,586,686,437,724,571,721,571,630,696,571,696,749,571,552,571,571,571,571,571,571,571,686,571,571
14841,53,347,347,272,6,701,303,724,776,423,776,712,601,601,601,601,550,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601
14842,53,347,69,717,423,618,459,725,731,560,800,505,807,540,658,474,701,488,692,722,701,43,701,701,531,701,701,428,428,531,738,583,583
14843,53,347,347,166,131,610,568,792,720,473,518,440,440,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502
14844,53,347,347,380,390,143,671,446,412,578,713,495,428,701,701,588,666,594,474,776,594,730,666,652,591,543,533,533,730,533,533,533,810
14845,53,347,347,231,225,728,770,657,477,492,485,573,524,741,741,741,741,634,741,634,634,634,634,634,741,741,741,741,741,741,741,741,741
14846,53,347,347,740,464,526,545,713,549,737,779,494,711,711,557,557,557,557,557,559,711,638,638,559,638,559,559,559,559,559,559,559,559
14847,53,347,347,367,696,506,781,574,600,519,679,484,408,720,630,545,450,545,432,684,450,545,662,450,537,408,537,450,450,424,537,791,435
14848,53,347,347,281,613,538,251,417,478,508,665,515,515,753,615,515,764,515,515,456,789,665,508,801,801,801,801,417,456,456,456,456,417
14849,53,347,347,275,603,323,362,601,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603
14850,53,788,114,568,607,213,139,798,536,536,536,626,626,626,626,626,626,496,626,626,626,626,626,626,626,626,626,626,626,626,626,626,626
14851,53,347,347,33,271,666,652,772,558,558,433,406,772,558,465,465,779,772,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465
14852,53,347,347,739,251,580,683,748,423,752,487,463,764,749,665,651,764,764,764,764,764,764,764,792,764,764,764,764,545,545,764,764,764
14853,367,750,355,604,629,196,792,463,420,597,585,609,702,478,478,674,610,463,478,610,610,610,610,638,480,480,480,480,638,413,480,752,435
14854,53,347,347,208,108,559,521,433,778,448,433,778,666,600,608,608,630,608,608,608,608,630,500,537,518,537,766,537,537,537,630,439,527
14855,53,347,347,217,108,406,599,448,672,630,600,630,498,761,537,199,600,600,761,574,761,666,666,666,791,695,761,600,666,719,630,761,666
