ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40
13838,449,433,735,726,726,563,726,705,705,484,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705
13839,43,610,538,533,473,792,408,568,568,579,568,568,707,568,568,568,568,568,568,568,568,568,568,788,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568
13840,390,188,690,548,703,424,189,296,296,638,685,476,690,690,690,690,690,506,506,690,619,690,690,690,690,619,506,476,476,690,476,476,476,690,748,690,802,690,243,690,476
13841,245,416,638,792,786,665,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786
13842,236,639,650,536,427,457,427,457,427,457,798,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457
13843,244,387,653,593,653,484,623,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
13844,188,447,568,610,610,549,719,559,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719,719
13845,688,653,711,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439
13846,261,392,246,583,750,558,110,558,469,469,110,313,640,180,110,640,110,640,469,640,640,166,640,640,640,640,640,783,406,783,62,142,783,406,783,406,424,783,441,491,338
13847,415,84,139,811,584,686,552,499,686,686,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752
13848,677,683,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675
13849,4,279,669,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645
13850,420,540,702,722,647,523,434,481,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434
13851,437,556,416,654,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514
13852,570,444,728,635,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,596
13853,253,593,190,734,610,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506
13854,508,234,325,312,659,303,637,633,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,420,637,637,637,807,637,637,637
13855,24,770,677,810,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591
13856,637,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503
13857,111,693,695,264,604,622,580,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604
13858,383,808,221,660,754,422,447,568,422,249,660,526,526,442,660,750,553,783,660,750,759,750,526,553,750,750,553,750,526,553,553,553,526,526,808,526,563,537,563,526,507
13859,778,686,688,110,437,726,521,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433
13860,223,810,68,420,691,420,434,434,671,420,671,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,730,420,420,420,714,420,420,420,420,420
13861,429,86,505,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736
13862,321,700,683,581,693,420,691,592,478,110,478,110,508,674,451,715,647,806,451,451,451,691,451,715,489,715,651,638,715,489,459,647,472,638,638,560,472,759,638,638,638
13863,595,250,449,408,506,771,750,449,449,566,450,450,449,771,431,471,431,619,776,211,450,779,450,450,450,695,431,449,450,450,450,450,779,450,450,450,450,450,612,450,769
13864,237,186,553,748,559,531,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559
13865,531,563,711,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439
13866,162,249,791,719,807,773,773,429,569,502,429,502,502,569,502,502,429,502,502,502,502,502,502,502,548,502,502,502,446,446,446,769,620,569,502,502,446,548,502,502,502
13867,747,717,459,573,573,556,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,687,500,500,500,500,500,500
13868,232,783,542,418,439,521,778,778,778,521,499,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,652,521,521,506,521,521,608,457,521,521,521,521
13869,701,286,653,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511
13870,467,728,613,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675
13871,408,593,574,571,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527
13872,754,683,68,560,707,539,539,539,698,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,685,539,539,539,539,539,539,539
13873,372,282,477,511,437,432,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437
13874,652,568,477,477,536,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499
13875,325,568,643,686,512,749,654,547,654,590,519,519,519,519,507,519,519,519,519,22,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,658,519,519,791,519,519
13876,1,7,468,415,752,776,724,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752
13877,106,139,673,607,567,594,616,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,702,547,702,569,757,487,702,702,702,702,702,702,702,680,569,429
13878,571,593,571,658,639,639,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558
13879,370,482,427,249,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,783,562,562,562,562,562
13880,118,381,652,713,713,513,513,713,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,549,513,513,513,513,513
13881,185,449,799,684,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799
13882,598,373,466,521,600,521,652,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521
13883,400,499,748,597,786,538,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786
13884,705,77,600,633,633,677,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724
13885,103,40,110,702,809,633,491,633,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644,644
13886,592,404,121,610,439,433,599,608,608,750,608,750,608,750,608,750,761,433,437,783,656,433,433,656,406,750,716,608,608,616,433,761,765,433,574,666,433,433,750,646,754
13887,697,180,791,724,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653
13888,668,320,658,423,457,663,417,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509
13889,361,385,740,474,732,696,594,493,756,504,557,610,449,558,608,504,449,608,449,608,608,608,608,449,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,756,608
13890,96,441,679,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732
13891,555,713,758,656,739,739,739,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658
13892,109,650,803,580,797,797,647,647,655,655,655,434,647,655,478,647,654,770,654,647,647,647,647,647,647,647,647,647,647,647,647,647,647,647,647,647,647,647,647,647,647
13893,391,328,721,509,536,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668
13894,571,711,184,805,633,507,507,507,620,620,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610
13895,512,732,300,422,662,431,422,432,553,537,466,422,422,553,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422
13896,678,487,547,713,754,549,513,754,713,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754
13897,482,485,377,645,790,476,679,612,612,612,612,468,612,766,766,766,766,766,612,766,766,612,766,612,468,612,612,468,635,612,612,635,635,468,635,753,612,635,766,612,631
13898,679,510,363,689,547,494,692,431,771,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431
13899,746,370,531,379,340,545,808,609,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808
13900,281,496,471,429,321,321,273,253,134,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550
13901,666,354,46,759,507,537,638,484,697,484,519,484,484,424,697,426,658,459,484,484,484,484,661,484,484,589,484,484,589,553,484,484,677,586,484,586,484,484,484,589,469
13902,15,788,660,806,100,100,410,410,714,491,584,491,774,774,543,802,802,802,443,802,802,802,619,802,619,483,671,802,802,802,802,802,722,802,802,802,802,802,802,802,802
13903,639,193,41,764,412,673,746,591,746,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591
13904,423,450,806,594,619,619,800,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619,619
13905,208,551,654,597,147,763,766,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745
13906,775,711,705,634,683,481,705,647,705,587,587,587,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,648,776,776,776,776,776,776,776,776
13907,541,409,466,553,545,759,448,448,448,720,448,556,448,556,754,697,720,697,556,697,470,470,697,697,720,697,697,697,720,720,697,697,697,697,697,132,697,697,721,697,697
13908,255,670,245,549,448,549,549,662,662,549,549,474,549,549,713,549,713,713,713,713,713,713,713,713,713,549,713,713,713,713,713,713,713,713,711,713,549,549,68,711,713
13909,356,543,420,736,736,508,736,741,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736
13910,631,231,401,651,597,618,502,457,457,457,663,457,457,457,618,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,651,457,457,457,457,457,457,427,618
13911,597,811,451,568,708,805,658,427,721,721,721,721,721,721,803,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721
13912,4,378,342,629,524,342,342,569,569,569,569,569,569,569,569,569,569,569,569,569,569,134,569,477,569,569,569,569,569,569,569,657,758,569,134,569,569,134,569,569,569
13913,740,274,0,678,753,635,569,421,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635
13914,30,693,775,495,480,725,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747
13915,492,557,303,758,758,435,806,806,615,806,569,806,615,806,806,615,806,773,773,576,416,773,806,773,569,576,806,773,576,576,572,773,539,773,416,806,773,773,492,773,773
13916,560,171,758,780,500,575,578,578,480,480,480,480,480,578,609,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480
13917,623,526,110,734,348,348,622,622,348,104,56,353,469,469,469,795,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,747,469,469,469,469,469,469
13918,679,654,406,558,558,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465
13919,120,292,730,806,429,429,797,409,797,576,797,811,557,540,797,594,273,594,493,493,594,493,493,493,493,493,493,493,493,545,493,493,493,493,493,493,718,493,760,493,493
13920,709,342,342,619,548,620,342,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,477,620,620,620,620,620,620
13921,145,24,678,525,520,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446
13922,44,367,468,683,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473
13923,145,499,682,742,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551
13924,766,698,407,410,143,752,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496
13925,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563
13926,454,664,134,572,660,660,768,651,760,660,660,660,660,618,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660
13927,718,571,545,737,527,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737
13928,84,468,481,802,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682
13929,5,79,353,597,713,773,773,647,691,713,713,713,713,713,713,713,713,713,713,713,674,713,713,674,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713
13930,282,339,787,720,556,724,811,643,643,665,688,811,648,648,523,708,665,674,417,417,509,708,674,662,648,764,417,633,665,454,674,708,691,523,496,674,691,683,630,720,691
13931,689,732,600,735,467,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599
13932,663,794,805,789,811,434,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423
13933,447,797,173,423,572,595,576,539,539,539,539,539,685,539,539,539,539,539,539,539,539,539,539,539,539,177,539,539,539,539,539,539,539,572,576,539,539,539,539,539,539
13934,278,320,720,654,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506
13935,474,419,504,724,719,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418
13936,699,415,165,427,662,662,447,447,447,447,685,447,447,447,447,447,447,447,447,447,447,447,685,447,447,447,447,685,447,685,538,447,447,447,685,447,685,447,447,685,685
13937,487,505,19,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505
13938,182,64,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567
13939,789,2,589,558,435,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440
13940,650,33,619,706,696,696,696,665,481,524,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720
13941,105,507,519,600,600,490,484,484,600,484,445,484,517,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,517,484
13942,382,382,412,412,794,604,598,604,604,598,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604,604
13943,780,490,390,477,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722
13944,459,177,573,576,446,572,572,576,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,806,446,446,416,446,446,446,446
13945,302,663,550,662,449,429,610,539,526,447,447,395,447,447,447,526,447,19,447,500,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447
13946,644,280,156,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682
13947,362,780,626,584,770,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499
13948,165,378,705,677,514,730,762,489,691,762,762,762,762,762,762,580,687,762,762,762,762,762,762,762,762,762,563,762,762,762,762,762,762,762,787,762,578,708,765,762,762
13949,671,508,803,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,657
13950,673,479,576,413,416,416,717,416,416,416,416,416,416,416,416,416,773,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,717,416,416,429,416,416,416
13951,728,420,724,741,701,508,629,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722
13952,750,196,33,657,452,480,761,549,754,684,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754
13953,8,98,724,794,451,634,691,472,764,691,680,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764
13954,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801
13955,252,186,574,637,100,495,495,485,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673
13956,142,513,523,36,806,492,36,760,578,789,789,722,604,653,360,548,510,536,536,449,629,110,629,536,496,801,769,612,578,629,809,789,436,110,737,548,616,594,412,496,592
13957,775,22,205,690,296,690,160,690,690,690,690,690,690,476,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,676,690,690
13958,578,159,415,505,495,610,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550
13959,666,600,466,431,571,783,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672,672
13960,222,34,447,557,634,615,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,805,805,447,447,447,447,447,805,447,805,471,447
13961,276,565,713,86,618,618,273,618,273,429,572,429,773,429,429,773,773,773,429,806,773,429,429,773,416,416,429,773,773,569,429,429,773,429,429,429,429,773,769,657,429
13962,165,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763
13963,151,249,778,642,545,435,435,435,435,435,467,435,435,519,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435
13964,206,539,3,166,469,639,791,759,759,759,759,759,419,521,759,759,521,759,759,553,759,553,759,553,541,759,553,759,759,759,759,759,541,553,789,759,526,563,789,759,541
13965,745,177,496,573,647,647,647,647,647,447,434,811,356,447,356,356,447,420,730,420,671,660,420,437,420,447,674,420,671,691,420,671,489,420,691,524,794,420,691,420,420
13966,419,332,688,521,439,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521
13967,7,190,307,222,780,624,243,468,476,476,293,476,345,293,560,476,345,476,476,476,345,476,293,345,476,345,411,476,293,293,476,123,476,476,345,476,690,476,476,476,476
13968,293,503,715,807,518,753,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495
13969,595,650,722,764,705,576,691,572,615,615,492,806,806,576,492,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576
13970,203,411,701,687,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455
13971,256,675,203,699,648,680,613,613,613,613,728,728,613,613,613,613,613,613,613,613,613,728,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613
13972,771,117,156,678,646,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,469,750,750,750,750,750,750,750,750,750
13973,287,306,788,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491
13974,658,759,571,557,557,418,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557
13975,734,222,736,683,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712
13976,801,120,312,548,790,243,585,636,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,790,790,729,729,787,729,400,585,790,729,548,669,729,729,585,585,551,729
13977,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443
13978,192,490,238,755,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726
13979,356,87,301,403,753,758,758,806,508,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,698,446,446
13980,492,364,625,745,786,786,609,786,786,627,345,786,786,612,345,345,609,625,407,407,407,345,345,345,786,407,612,345,345,407,407,708,609,625,625,407,609,407,753,407,196
13981,136,293,758,694,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635
13982,77,553,663,662,608,494,537,537,537,537,537,537,537,537,537,537,537,668,537,537,537,537,537,537,537,537,652,498,537,537,537,537,537,537,537,537,537,537,537,537,537
13983,354,778,807,661,698,698,662,610,488,674,463,495,749,753,589,753,559,674,749,749,749,749,749,440,486,537,559,474,674,440,749,504,555,440,279,688,555,674,674,531,578
13984,243,657,413,808,498,498,498,791,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498
13985,747,247,487,721,686,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,522,485,485,485,485,485,485,485,485,485,485,485,485
13986,536,692,507,416,699,688,478,688,594,597,708,448,448,448,493,448,448,448,448,448,448,448,448,448,448,448,448,526,448,448,448,448,448,448,448,448,448,448,448,448,448
13987,388,735,638,720,624,624,561,787,561,624,454,561,561,790,624,624,624,624,624,624,624,624,790,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624
13988,115,284,482,789,668,696,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721,721
13989,789,789,665,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752
13990,189,583,583,645,746,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480
13991,764,505,192,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505
13992,286,340,448,749,778,771,409,637,98,409,483,483,408,432,483,432,727,408,432,483,659,633,406,727,727,659,727,619,727,659,406,727,505,630,491,463,120,490,630,637,675
13993,593,743,549,697,459,498,498,419,419,652,467,530,450,652,450,450,62,450,450,450,450,450,450,450,652,450,450,450,450,450,652,450,450,450,450,450,450,450,450,450,450
13994,2,172,672,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678
13995,55,513,510,695,792,518,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724
13996,236,553,799,427,482,411,698,724,792,710,471,737,710,698,566,653,802,506,449,503,550,770,566,559,413,710,550,754,502,502,502,550,502,671,550,426,470,629,417,447,468
13997,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627
13998,400,714,594,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714,714
