ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8
11977,6462,180,3993,4677,3835,3689,6187,4737,6789
11978,6462,3613,6016,6212,5920,5993,5841,4919,6045
11979,5551,6401,6127,6172,5044,6581,4829,5594,5500
11980,6462,6824,4018,6087,5931,5483,5931,5532,5657
11981,6768,3289,2505,2625,618,1989,744,3300,2269
11982,6815,4435,6114,3717,4347,6102,4448,3543,3593
11983,6462,3613,4668,6363,5587,5993,3682,5920,4582
11984,6462,6275,5737,4915,6467,5189,6193,3569,5464
11985,6462,6275,5737,4915,3533,5189,6511,6419,7014
11986,6462,3613,3733,6176,5044,6470,3570,6444,3570
11987,6815,6364,4275,4769,5931,6833,6075,5839,4333
11988,6462,5975,5206,4869,6553,5802,3759,5459,4109
11989,1261,5714,6127,6623,6048,3986,4612,5181,5897
11990,6462,1538,6610,4869,6319,4270,6824,5307,4276
11991,1261,6275,6339,4677,4041,3608,5304,6419,4157
11992,6768,6401,3993,6172,4157,6282,4829,4416,3885
11993,6462,3909,2991,2991,2895,935,6071,1288,1107
11994,5551,6824,4716,4869,5050,4270,4254,5532,4582
11995,6462,6824,5153,6363,6319,6984,6328,5532,4582
11996,1261,4023,5737,4783,3908,5189,6345,4361,6104
11997,6768,4606,5244,4677,3776,5939,4110,4547,5633
11998,6768,6636,6114,6172,4892,4897,3834,4937,4422
11999,6815,6636,6114,4368,6669,6114,4133,4547,5686
12000,6768,3745,5226,6212,5283,5766,4562,4562,4316
12001,6815,5714,5027,6176,5320,4897,4448,5868,6789
12002,6768,3680,3574,5918,4268,5749,5375,6349,6572
12003,6099,6401,6016,3820,6089,6102,6957,6421,5969
12004,6462,6364,6138,4546,4157,3965,5526,6464,3885
12005,6768,898,921,5321,5501,4155,6464,6464,6045
12006,1261,3613,3733,4361,3908,5907,3570,4228,3570
12007,5551,6824,5265,4677,4966,4966,5667,5532,4859
12008,6462,3909,4668,4869,5050,5993,6420,3569,4582
12009,6815,6636,5803,6114,5140,6114,3872,4370,3809
12010,1261,6401,3733,4062,4157,6581,5746,6838,3570
12011,6815,6636,5803,5140,5140,5469,6420,4179,6872
12012,6099,3613,5265,4677,6669,6018,5483,4260,3982
12013,6815,5674,5120,6087,4178,4076,5526,6464,3885
12014,6768,6650,5737,3542,3542,5661,6345,5928,5591
12015,6462,5975,5206,4186,5567,4966,5815,5532,6118
12016,6815,4435,6853,6212,3904,6853,3777,5766,4488
12017,6815,4435,6853,5322,5283,5766,4215,5766,4316
12018,6815,4214,6114,4745,4101,6853,4101,3686,6872
12019,6815,4435,5226,5792,5446,4464,3777,3646,6045
12020,6462,6401,6339,5124,4157,5800,3759,6283,3723
12021,5551,6824,5226,5077,5446,5585,4530,4364,3898
12022,6462,3972,6853,4772,5920,5993,3682,5920,6365
12023,6462,6401,3993,4677,4460,3824,6677,4919,6182
12024,6462,4163,4668,6212,6553,5433,5095,5532,6828
12025,6815,898,2689,4862,5501,5585,5149,5241,6045
12026,6768,4715,5330,5405,6669,6418,6156,4370,4422
12027,5551,6824,6122,6538,6359,4270,5931,5532,5509
12028,6768,3680,5768,3688,5320,5168,5375,6776,5749
12029,6462,3780,4018,6172,3740,6566,3740,5307,3755
12030,6462,4435,6666,4677,3904,5993,3777,4919,5754
12031,6815,6364,5244,4546,6021,6851,4133,4370,4422
12032,6815,4606,3993,4677,3904,5038,5526,5477,7026
12033,6462,6824,3993,5124,4910,6181,6187,5532,6662
12034,6815,4231,3208,1336,5270,1484,2222,848,848
12035,6815,4435,6666,6819,4101,5993,4270,5920,5539
12036,6768,6824,5737,3542,3908,6215,6375,5928,5591
12037,1261,6275,5589,4186,5050,6943,3905,5532,5509
12038,6815,4374,3943,5036,4178,5585,6495,5224,4569
12039,6462,6401,5206,5724,6319,6310,4767,4728,6045
12040,6462,6824,5589,5502,6553,6181,4018,5532,4446
12041,6815,3989,6936,4769,6844,4897,6075,6745,851
12042,6462,6364,5911,4186,6632,3826,4544,4419,6259
12043,6462,3909,4528,4978,6021,5993,5848,5241,4582
12044,6815,4435,5682,5321,5140,7050,6677,4370,6045
12045,6815,3989,5244,4769,1089,4006,4101,5319,4181
12046,6815,6364,4275,6087,5989,6833,3882,4419,4569
12047,6462,6824,4018,6212,3735,3916,6406,5532,4582
12048,6462,4678,3733,4062,5044,5189,3740,5094,3570
12049,6815,4435,6853,3717,3904,5766,5754,4179,5539
12050,6815,604,286,2879,5320,4811,5938,4547,2879
12051,6815,5357,4275,6087,5587,5023,5361,6726,3709
12052,6462,3613,4668,6212,5587,3824,5095,6588,6045
12053,6815,4404,6759,5955,117,4328,6989,5397,5048
12054,6815,1715,5027,2879,5112,6102,4448,5878,6828
12055,6462,3780,5589,3542,4583,5673,6960,6235,5744
12056,6815,4374,7008,4769,5320,3986,5582,5397,5964
12057,6815,5674,5129,5077,4347,5986,5149,4547,5871
12058,6462,5786,3542,3542,3542,5661,5745,3676,5653
12059,6815,5714,5803,5795,5140,6851,6156,5241,4921
12060,6462,3780,5589,4783,5281,6102,6187,6421,4742
12061,6815,6241,5265,6008,3893,4328,3794,4091,4074
12062,6462,6824,5647,5990,6553,5189,3740,5199,5850
12063,6815,180,6114,4677,6669,6470,6631,4547,5261
12064,6815,3730,4528,5471,6021,6005,6420,5925,4582
12065,6815,6636,6114,4368,6021,5216,4359,4368,6080
12066,6462,6401,5589,5990,4759,5189,3759,5459,4109
12067,6768,432,2394,6635,4559,1989,5581,6421,5173
12068,6462,3613,5637,4677,6669,5939,5483,4597,5850
12069,5551,6824,4018,6212,5691,6181,4018,5532,5298
12070,6815,5714,5610,5610,5320,4077,4705,4597,5610
12071,5551,6824,5589,3542,3542,4966,5050,3676,4582
12072,6768,3680,6127,3537,6048,4236,4612,6838,5248
12073,6462,6364,5911,5350,3878,6948,6959,6349,5816
12074,6768,5714,5330,1057,3878,5213,3688,4150,6909
12075,6815,4606,4779,5321,5050,5993,6464,6464,4582
12076,6768,4435,6114,5637,3982,4269,5483,5839,3982
12077,6462,6364,5069,4769,6632,6252,5526,5839,4333
12078,5551,6364,5911,4256,6632,6862,5578,4419,5040
12079,1261,4023,6610,6023,4559,6118,4765,6421,7014
12080,6815,4189,3558,4256,6632,4270,4380,5241,5698
12081,6815,5786,4716,6212,5920,5993,5841,5920,5754
12082,5551,6866,6353,4186,4665,4518,4767,3569,6987
12083,6815,4435,6666,6538,5140,4270,5848,4254,3593
12084,6462,6364,7008,4769,5320,3986,7015,3986,5186
12085,6462,4435,5737,6470,3878,6018,6989,5397,6325
12086,6462,4023,6138,4978,6319,6824,6501,5307,4582
12087,1261,6401,6610,6717,4665,6285,6420,3569,4582
12088,5551,6364,4026,5124,6160,3916,6522,6838,4141
12089,6462,6401,6353,5792,5050,4635,5050,6283,3541
12090,6768,6364,5798,6819,5989,5801,4329,4419,6045
12091,1261,3613,5737,4120,4854,4679,5400,6419,7014
12092,6815,6030,4042,4624,6844,4328,4902,5281,3824
12093,6462,6824,3542,3542,3542,4632,6345,6421,5591
12094,6768,5714,7008,7044,5320,3986,6951,5177,5186
12095,6815,4374,6886,4346,6881,5526,5526,4419,4333
12096,6815,5714,5803,6507,5320,6851,5517,4547,6173
12097,6815,5631,6812,4745,5878,6114,4448,4547,6828
12098,5551,3613,5737,3542,4259,5673,6375,5199,3851
12099,6099,4023,6610,4624,6160,4416,4767,5043,4109
12100,5551,6275,4960,6172,3740,5800,3759,6283,4109
12101,6768,6241,5923,4368,3878,5213,6959,6349,5610
12102,1261,6824,5769,4062,6553,3689,4877,6421,4588
12103,6815,6615,6307,6598,6384,3826,6959,6384,3898
12104,5551,6650,5584,5918,3878,5168,5251,6349,4683
12105,1261,6275,5737,4512,4583,3689,6187,6421,4446
12106,6462,6824,3993,4677,5320,6102,5203,5532,5744
12107,6768,3680,2505,4268,4268,3956,5375,6014,4151
12108,6462,6824,4018,4869,6319,3608,6328,5532,6045
12109,6815,4435,5803,3717,6021,6114,4448,6344,4422
12110,6768,4002,6527,6617,2068,3589,2,6682,6617
12111,6815,4422,6114,6114,6844,4328,5299,5839,5261
12112,6768,4435,6666,6819,5283,5766,5008,5766,4316
12113,6815,6241,5350,7044,3878,5213,6959,6349,5213
12114,6815,6364,5637,6915,3982,5756,5483,6241,3982
12115,6462,4163,3682,5690,4583,5105,4018,5532,5575
12116,6768,3074,5366,4745,5878,5023,4681,6679,851
12117,5551,6030,3604,6358,6844,6018,6571,5459,4109
12118,1261,6364,5584,5244,5281,4791,4705,5839,5248
12119,5551,6275,5737,4915,3533,6282,3759,6419,4157
12120,5551,4023,3604,4677,6669,5469,5829,5456,4582
12121,6462,6352,3558,4546,6632,5585,6495,5486,6045
12122,5551,6824,5589,4869,4157,6637,5400,5532,5155
12123,6462,3613,6666,6470,5906,3824,5361,6722,4569
12124,6815,4374,5244,5766,5244,4246,5483,5532,5226
12125,6462,6364,5947,4165,4157,4155,5526,6838,6045
12126,6462,6401,6339,4677,4910,3608,6677,4919,4488
12127,6768,4606,6666,3542,5906,6102,6187,4737,6045
12128,5551,6364,5911,4256,5320,4791,5008,5532,4034
12129,6815,5577,3993,4546,4157,6282,5526,5921,3885
12130,6768,5714,5738,237,5227,6548,5530,5456,6548
12131,1261,4023,6610,5581,4559,4270,6328,5594,4582
12132,5551,6824,4018,6087,5187,5993,5891,5532,6720
12133,6462,6800,4779,5321,3709,6602,5361,4602,3709
12134,6815,6364,3943,5890,4178,5526,5526,4419,3885
12135,6815,6364,5600,3785,6048,5585,6495,6838,5248
12136,6815,6030,6114,5405,4892,5616,4684,6611,3739
12137,6815,180,6459,5405,6844,6624,6989,5397,5964
12138,6768,3289,2891,3254,2206,3287,2720,442,1220
12139,6462,3289,6138,4978,4559,4270,6328,3859,6720
12140,6815,4353,4429,6623,5009,3557,5517,4575,6795
12141,6815,6364,6162,4769,5320,3697,7015,4547,6173
12142,6768,4435,5798,4677,6669,6102,4612,3543,3828
12143,6768,6091,3943,5036,5283,6833,4216,6026,3899
12144,6815,5714,6114,3717,117,6983,4612,5283,4202
12145,6462,6401,6353,4427,6781,3608,5815,6421,6987
12146,1261,4023,6353,4427,5050,5056,5203,3569,4582
12147,6815,6824,5584,5637,3893,5756,5756,5504,3982
12148,6815,4435,5350,5322,5884,6833,4215,5283,4181
12149,6768,5552,6138,6172,6021,5764,6328,5094,4588
12150,6768,1975,5600,5766,4001,3916,4530,5486,3898
12151,5551,6824,4018,5637,5906,6004,6771,5532,4034
12152,6462,6364,5244,6172,3977,4416,6420,4416,4416
12153,6815,4435,6114,4677,5227,6470,4684,4547,6789
12154,6815,3074,5803,3717,5878,5023,5682,3054,851
12155,6815,4374,6114,5648,6632,4076,5526,5839,5157
12156,6815,4189,3943,4256,6632,5766,5666,5532,3809
12157,2335,4353,5226,6623,4271,4236,4612,6682,5897
12158,6815,6364,5285,4769,6630,5257,6466,4471,3709
12159,6815,6352,5244,5321,6208,6114,3834,6344,3593
12160,6815,6241,3943,4677,6650,5707,4244,4919,5422
12161,6815,6364,3943,4546,6021,5040,4380,6464,6045
12162,6815,6091,7008,4769,5320,3986,4612,4575,4683
12163,6815,6364,5600,5036,4001,6833,5251,6335,6045
12164,6815,6364,4275,4165,6061,4401,4877,3935,4034
12165,6815,6241,5923,3791,3878,5483,5483,5839,5923
12166,6462,3909,4668,4677,5587,6282,5095,4919,3593
12167,6462,6824,3993,6212,6319,5939,4544,5839,6543
12168,6462,6364,4429,5077,6021,6282,5526,4370,3809
12169,6815,5225,6114,4677,4347,6853,4684,3543,5261
12170,6462,6401,6610,4869,6467,3608,5251,5486,6396
12171,5551,6824,4026,5124,5931,5707,6522,5532,4034
12172,6815,3989,6812,5077,5682,5585,3943,4045,4045
12173,6768,6364,4275,4624,5320,6833,5449,3935,6173
12174,6815,6364,5911,6087,6632,4416,4329,4419,4416
12175,6815,6364,3532,6159,5989,5469,4178,5042,4422
12176,6462,3613,5737,4969,3908,6645,6375,6421,5653
12177,6462,5488,3733,5990,4759,4679,6648,4728,4954
12178,6462,6824,3993,5124,4910,5707,5483,5532,4422
12179,6815,5674,4924,3717,5283,5766,4560,3646,4989
12180,6815,4374,6078,6507,5320,6862,6495,5224,6693
12181,1261,6401,6353,6172,5044,4635,5304,5594,4157
12182,6815,3989,4092,4769,5871,4811,5517,4547,5871
12183,6768,3909,6610,5502,4101,5993,4767,3569,4582
12184,2263,5674,3943,5321,6630,5469,6495,4659,5157
12185,6815,6364,3993,5124,5685,3935,5149,3935,6795
12186,6768,221,3303,2953,1565,70,4359,1265,1212
12187,1261,6476,5589,6870,6129,5499,4235,6421,5509
12188,6815,898,4520,5077,4271,3557,5517,4575,5803
12189,6815,4435,6114,5077,6774,6114,5974,6026,4181
12190,6815,1558,6114,4368,6632,5216,6631,4368,6080
12191,1261,5294,3733,6172,5044,6389,3740,5134,5163
12192,1261,5714,5027,6623,5972,6795,5149,4370,6795
12193,5551,5488,6353,5792,6319,4464,3777,5925,6045
12194,6815,6364,3943,4346,6650,6833,3716,5241,4246
12195,5551,6866,5206,4186,6319,6310,4767,3569,5796
12196,6815,5225,6114,4575,4347,4236,4612,4575,5640
12197,6462,5538,5589,3542,5437,4632,6125,6608,6543
12198,6815,5714,7008,4769,5320,4791,6989,6241,6789
12199,6462,3613,6039,4062,3893,4679,3794,4228,5352
12200,6768,5714,6039,6708,3878,6310,5841,3569,6567
12201,6768,6615,7008,4769,5320,3986,6989,5177,5186
12202,6815,4435,6114,5405,6632,6853,6631,4597,3593
12203,6768,1975,3929,6708,117,4328,5095,3966,4582
12204,1261,6275,5737,4512,4583,4446,5400,6419,4446
12205,6815,3613,5737,4658,5553,4965,6648,4465,4074
12206,6462,6401,5589,3542,3908,5189,6375,6421,3851
12207,6462,6401,6200,5095,4759,6581,5496,5459,6045
12208,1261,6275,5737,6752,3740,4446,5400,5199,4446
12209,6462,6401,3532,5637,4428,4796,5361,3710,4109
12210,6462,6401,5153,4186,5050,3608,3575,5532,4582
12211,6815,4435,5285,3890,5633,3697,5149,4547,6789
12212,6815,5674,5244,5244,6632,5469,4133,3898,4422
12213,6462,3780,4018,6087,6553,5993,5841,5967,5437
12214,6815,5714,4587,5077,6669,5009,7007,6026,6598
12215,6462,3613,6459,6172,3893,4796,6748,6748,5261
12216,6815,6241,5798,4368,3776,6513,5483,3935,5040
12217,6815,4435,5682,3717,4200,6853,5613,4547,6828
12218,6815,3972,5244,5766,4101,5766,5008,4181,6774
12219,6462,6650,5723,5724,6129,4655,6345,4728,4582
12220,6768,3613,5265,4677,3893,6470,6187,3893,6789
12221,6768,5552,5226,6212,5283,5766,5251,4562,6045
12222,6462,6824,6650,5124,4910,6824,6824,5532,5509
12223,6768,3909,6208,4677,5112,6102,4448,6424,6789
12224,6815,5674,6379,6819,5989,5469,3882,4419,6045
12225,6462,3909,3993,4677,6021,4671,4544,6464,6045
12226,6768,5357,6936,4624,5320,4328,5884,3722,6567
12227,6462,4163,3922,5771,3709,6282,3992,4285,3709
12228,6462,3909,3993,6717,6632,5045,5304,5224,4582
12229,6815,3680,5350,4677,4001,5993,5251,6464,6045
12230,6815,6364,4421,6087,5989,5801,4329,4419,6045
12231,6462,6824,4026,4677,5182,4796,4018,5532,4074
12232,1261,6401,6353,4186,5815,4518,5815,5928,6987
12233,6815,5674,3943,3717,5140,5766,5931,4181,4034
12234,5551,4023,5737,4677,4910,5707,4244,6419,4279
12235,6462,3208,3208,5321,3763,5023,1204,4482,4482
12236,6815,6824,6274,6538,4963,6943,5050,5532,3983
12237,6462,6364,3602,5124,4157,5526,5526,6464,3809
12238,6462,3780,4668,4772,6319,6004,5095,5532,6543
12239,6768,6241,5923,5081,3878,5483,5483,3543,4615
12240,6768,5552,4671,3711,6800,5802,6464,6464,6045
12241,6462,6401,6610,4915,5567,6310,3764,5627,4582
12242,6815,5714,4858,6915,5320,6102,4877,4737,6789
12243,6815,5674,3943,4546,5989,7050,5149,4995,3932
12244,6462,5631,6936,5955,6810,6624,6989,5397,4515
12245,6815,6824,6666,6363,6780,5993,3682,5920,4582
12246,1261,6275,5589,5881,6246,4632,6375,6421,5591
12247,6462,4606,3993,4937,4041,3965,3834,5122,5157
12248,6462,6275,5589,5724,5044,4446,5400,6421,4446
12249,6815,180,6114,6470,4101,6102,5530,4898,3828
12250,6462,5538,5589,5690,4583,3689,5050,5532,5744
12251,6768,1975,6936,2102,4359,4328,4909,6989,4272
12252,6815,5357,5350,7044,6669,5766,4757,3646,6080
12253,6462,4023,5153,4186,3878,6309,5057,5251,5923
12254,6815,3989,5235,5890,6632,5469,4401,4419,4422
12255,6462,6824,4026,5792,5182,5189,4935,5043,4074
12256,6462,3909,6138,4978,3859,4270,5605,3859,6943
12257,6815,4435,6114,4486,6844,6853,6677,4924,3593
12258,6462,3317,3733,4062,5755,6389,3794,3733,3885
12259,5551,6824,5589,6212,6553,6181,4018,5532,5657
12260,6462,2938,475,1277,3908,5189,3712,6421,4074
12261,6815,6636,5244,6114,5320,3699,5530,4547,6567
12262,6462,6824,5206,5724,5437,5635,5635,5532,6987
12263,6462,4023,6127,4624,4559,4791,6187,6838,6173
12264,6815,4435,5244,7044,5320,5766,5582,4547,4366
12265,6768,3613,5265,5405,6669,5187,4684,5532,6237
12266,6462,3972,6853,4478,5920,6102,5891,6421,5437
12267,6462,6091,4188,5633,4347,4236,4612,3869,5640
12268,6768,3972,6666,3820,5140,3689,5595,4161,6536
12269,6815,6030,5923,4677,3878,5483,4684,4150,6844
12270,6462,6824,4018,5124,3735,6181,4018,5532,4181
12271,6768,4435,6853,4801,3904,6853,3777,5925,5159
12272,6768,5357,5350,4769,3878,6273,5412,6842,5186
12273,6815,4435,5244,5792,6021,6853,6631,5924,4074
12274,6815,4435,4528,4937,5446,5993,6420,3646,5159
12275,6768,4002,3929,6617,4731,3589,4350,6682,6617
12276,6815,4606,5244,5795,5140,5993,5891,5309,3593
12277,6462,3909,6610,4566,4559,5993,5251,6421,4582
12278,6815,6241,5923,5245,5909,4059,4110,5839,6787
12279,6815,6364,7008,4769,5320,4791,3688,5839,4333
12280,6768,6364,5600,3785,6632,5469,4178,6838,4416
12281,6462,6275,6866,4869,5755,6178,3759,5043,4109
12282,6815,4435,5803,3717,4547,5766,5517,4547,6598
12283,6462,5488,6353,3910,5755,6581,3740,5199,5464
12284,6462,3780,3532,4062,5044,4796,5400,4036,6732
12285,6768,3075,2505,172,618,1989,5375,3300,618
12286,6815,6615,6379,4769,6021,5469,6725,6464,4546
12287,6768,2699,4403,4677,3570,6102,3570,4361,3570
12288,6815,4606,4528,6538,4966,6984,6328,5241,4582
12289,6815,6636,6114,6114,6632,6114,3834,5594,4422
12290,6768,6364,5285,5124,5909,5707,3716,3935,5909
12291,6815,5005,5120,6114,6844,4328,5931,4547,4422
12292,6815,6615,5244,6915,6061,4401,5756,3935,6881
12293,6815,6636,6114,5912,4101,5406,4101,4737,3593
12294,6768,6364,5285,5321,3776,3824,6464,3685,6045
12295,6815,6615,6307,5766,6384,6833,6959,4419,3898
12296,6462,4023,3993,4978,5182,4796,6564,5594,5509
12297,1261,4023,5737,5990,4259,5189,6511,6419,4074
12298,1261,4023,5265,4427,3893,5189,6375,6508,5591
12299,2263,5357,5350,7044,3878,5766,4684,3543,4981
12300,6815,4435,5244,4256,5140,5766,6771,4995,6774
12301,6815,6364,5584,6087,3776,6833,4215,5839,3982
12302,1261,4023,6610,4186,3878,6310,6345,6421,6987
12303,6815,6091,3558,5766,5283,5766,4530,4562,5698
12304,6462,258,3077,2165,975,2413,3201,946,1452
12305,6815,6364,6138,6159,6855,5469,5667,5241,5040
12306,6462,6364,6127,5578,6632,3826,5251,4370,6787
12307,6768,5552,2596,5581,4559,5109,5729,6421,5254
12308,6462,4606,5226,5322,6319,5993,5884,4995,4034
12309,6462,5786,5244,5766,4101,5766,5931,5766,5244
12310,6462,6401,6353,6172,4157,6282,3759,3733,5850
12311,6768,601,5738,4677,3878,6548,4448,3543,6548
12312,6462,5714,3993,6623,5320,4236,4448,3986,5897
12313,6815,3989,3943,4769,5320,5009,5517,4547,4806
12314,6815,6364,5244,6087,5906,5353,5361,5361,6045
12315,6768,4715,5803,3717,5140,5257,6694,4547,5049
12316,5551,6824,3542,3542,3542,5673,6960,3569,5437
12317,6768,3613,5738,3542,4101,5189,5618,4227,5261
12318,6768,2222,1547,1894,836,223,1505,1500,3034
12319,6815,4189,5244,4256,6632,5585,6755,6131,4416
12320,5551,6241,5153,5322,3878,5483,5483,4150,3713
12321,6815,6364,4429,6623,5432,6745,4612,4045,5157
12322,5551,6824,5153,6008,4910,4966,6522,5532,3982
12323,6462,3613,3782,3542,3908,5189,6375,6421,5575
12324,6462,5975,4668,6212,6319,5707,5251,5532,6543
12325,6815,4435,5803,5077,6630,5257,5149,4045,4488
12326,6462,6824,3993,4677,4460,3608,6328,5250,6465
12327,6462,4023,5737,4677,3893,4679,6345,4227,4074
12328,6462,6824,5589,3542,4583,4632,5050,5532,4582
12329,6768,4002,6527,6635,2873,3589,5440,6682,6617
12330,6815,5674,4429,3785,6021,5585,5526,4370,3809
12331,6462,6454,5589,3542,4583,5189,6345,5199,5509
12332,6462,6615,2547,4769,5003,5759,3684,6384,5749
12333,6462,3780,5589,5990,4759,3689,5400,6419,4157
12334,6768,59,2689,62,4976,5059,5149,5181,6789
12335,6815,5824,5682,4769,5406,5766,3943,6294,3601
12336,6815,6636,6114,4368,6061,4897,5483,6241,6261
12337,5551,6401,3532,4062,3982,4796,5931,4109,5500
12338,6815,3972,6853,4937,3835,6004,6771,5532,3562
12339,6815,6030,3604,4658,3893,3573,4684,6611,3876
12340,6815,5714,6114,5953,6632,5648,5526,6745,3642
12341,6768,3613,5265,3542,5187,5993,5553,6611,6045
12342,6768,3613,1547,75,618,3956,5375,3300,3942
12343,6462,5488,3733,4062,5755,6389,5095,5587,6182
12344,6815,5714,5027,4129,5140,5257,4612,4045,4808
12345,6099,4023,6960,4427,5567,6421,4680,6421,6987
12346,6768,2699,4403,4062,4460,6282,4661,4763,3709
12347,6462,5274,6610,5792,5044,6581,6648,4763,5850
12348,6462,3613,4718,4368,5187,5187,4684,5532,3593
12349,6815,5488,5935,4624,6208,3986,4902,5397,4515
12350,6462,3780,6339,6172,4340,6004,6188,5532,4588
12351,6462,6364,6172,6172,5044,5469,5595,5594,631
12352,6768,5538,4668,4772,5920,5790,6569,5532,6662
12353,6462,5488,6172,6172,6632,5469,5746,6838,4127
12354,6815,898,5226,5077,5501,5585,6464,5241,6045
12355,5551,6364,3993,3711,6319,3608,6464,5532,6045
12356,6462,5975,4668,4772,5050,4966,6328,5532,4582
12357,6768,4002,3929,6440,6402,4360,5057,6682,6222
12358,1261,6401,6353,3365,6329,5189,6345,4361,5732
12359,6815,4435,6812,5633,5633,5257,4448,5633,5633
12360,6462,6454,5589,3542,5437,4632,6960,4091,5437
12361,1261,5786,5589,3542,3542,4445,4018,5920,4582
12362,6462,5211,5244,5140,5140,5764,5891,4597,7034
12363,6462,3613,6459,1108,4892,6470,5553,4898,5261
12364,6815,6030,6459,5955,6033,6624,6989,5397,6199
12365,6768,6364,4275,4624,6160,5023,5361,6838,4374
12366,5551,6824,6355,4978,5187,5993,5229,5532,4034
12367,5551,4435,4188,5077,4347,6851,5517,4547,6598
12368,6768,6565,4275,4624,4559,3608,5891,3657,4141
12369,6815,6030,6114,5405,6844,6470,4684,3543,5261
12370,6768,3680,1031,4862,6021,4246,4380,6682,6617
12371,6462,6275,5737,6172,3533,4679,3533,6419,4446
12372,6815,180,6114,5405,4101,6018,5931,4737,3755
12373,6462,6401,4668,4677,4460,6282,6328,5532,4582
12374,6768,5786,5710,3820,4101,4445,4101,3611,5205
12375,6462,3780,5589,6172,4452,3689,4018,5532,5509
12376,6815,4435,5120,5792,3763,5023,6631,3646,4488
12377,6462,3613,5737,4915,6831,5189,6130,5627,5887
12378,6815,5211,3811,5795,5140,5469,5891,6464,6045
12379,6462,5714,5235,6172,5140,5469,5931,5594,4422
12380,6815,4435,5682,6087,5283,5766,5766,5766,5698
12381,5376,4404,6759,5955,4359,6624,6989,5397,6325
12382,6462,6401,5589,6724,5972,460,5750,5513,6821
12383,6815,6824,3604,4937,6632,5469,6755,4416,4416
12384,6462,6364,5803,5775,5320,5585,5149,4995,4045
12385,6462,4435,5285,5321,5587,5023,5361,6722,4569
12386,5551,3909,6666,6212,6319,5993,3777,4919,4582
12387,5551,6275,4026,5124,4157,6067,5304,6419,4157
12388,5551,6030,3604,5405,6844,6018,4684,4227,6789
12389,6768,3613,2956,3542,3893,4679,4684,3783,3593
12390,5551,6401,5737,4915,3533,5189,5203,5043,5464
12391,6768,1975,3929,3254,2911,4360,4350,5590,6222
12392,6815,6615,6307,4784,6650,6833,5251,5251,6598
12393,6815,6636,6114,3717,4101,6853,5468,4565,3593
12394,6815,5488,4924,6212,5906,6181,4902,4919,6828
12395,6815,3730,6114,3717,3563,6853,6631,4214,6080
12396,6815,4374,5911,5245,5884,6833,5884,5251,5357
12397,6815,1558,5798,5405,6021,5469,6156,5241,4074
12398,6462,6824,4018,4869,4157,6282,6406,5459,6045
12399,6815,3989,4275,6087,5389,6833,4215,4419,5248
12400,6462,6401,6353,4186,4910,4655,6511,5043,6987
12401,6815,180,4718,5405,3893,3287,6375,4898,3424
12402,6815,5357,6928,5826,3878,6689,5375,6349,6572
12403,6815,4715,5803,5077,5878,5023,5682,3054,851
12404,6815,5674,5803,5077,6021,6851,5149,6423,3809
12405,1261,4023,6610,4427,3796,3796,3905,5532,6987
12406,6815,6364,5244,4256,5050,5764,6328,5594,4582
12407,6815,1039,6114,6172,4101,5469,6156,5401,5261
12408,6815,6615,5244,6819,4101,5766,5251,3543,3769
12409,6768,6275,5589,3542,3542,6421,6345,6421,6987
12410,6768,2823,4293,6635,4559,3589,3575,3657,4582
12411,6815,6824,6122,4062,3740,4900,6648,4285,4109
12412,1261,5552,6610,4566,5567,6310,4767,6421,6987
12413,1261,6275,4960,6172,5044,5189,3759,5594,4109
12414,5551,3613,5737,6870,4583,6421,3759,6421,4276
12415,6462,5552,5153,6087,6319,5802,6522,5532,6045
12416,6815,6241,5798,4368,4966,4859,6845,5241,4582
12417,6462,6401,5647,6172,5044,6943,4235,4601,6536
12418,6462,6454,5589,3542,5437,5661,6960,5920,5437
12419,6768,4435,5153,6212,6669,5993,4935,4919,4582
12420,1261,4606,3993,4677,4395,6282,3992,5134,6789
12421,6768,4353,3558,5890,4178,5585,4380,4370,5040
12422,6462,6030,4026,5454,3893,4679,5964,4722,3691
12423,6815,5714,3993,4677,4347,3993,5149,5250,6789
12424,6462,6401,6650,6212,6650,5939,6187,5250,3691
12425,6462,4678,6200,5321,5755,6282,4902,5298,6828
12426,6462,5714,5069,6787,5320,4791,4612,4547,6404
12427,5551,6030,4997,4677,6669,5939,5483,5532,6080
12428,1261,6401,5647,4869,5755,6581,3740,4109,4109
12429,6768,898,1148,5908,5140,5469,5740,5594,4582
12430,5551,6824,4668,3542,5437,6004,4018,6608,5437
12431,6768,6401,6610,5647,4910,5552,3759,5043,4582
12432,6815,6364,6666,4978,5320,5939,5891,5241,6045
12433,6462,6824,4018,3735,6553,3689,5400,5532,5304
12434,6815,4435,6114,5633,4347,5422,4612,5640,5640
12435,6768,4023,6610,4427,5867,6955,3759,5043,6987
12436,6462,1975,6108,2165,5270,4730,5746,5224,4808
12437,6462,6866,5589,4869,6467,4518,3759,6283,5509
12438,6815,4435,3993,5795,6021,5764,6845,5532,3809
12439,6462,5631,3733,4745,5587,3610,6631,3686,5464
12440,6815,4435,5244,6087,5906,5766,6001,6723,6045
12441,6462,5538,5737,5990,3533,5189,6345,5199,6104
12442,6768,1975,5915,5955,4359,4328,4328,5397,6325
